id,cot_type,servertime
39677880,a-n-A-C-F-m,201705071655
39682487,a-n-A-C-F-m,201705071700
39701615,a-n-A-C-F-m,201705071715
39739734,a-n-A-C-F-m,201705071755
39738178,a-n-A-C-F-m,201705071755
39778178,a-n-A-C-F-m,201705072225
39699372,a-n-A-C-F-m,201705071715
39716454,a-n-A-C-F-m,201705071725
39777471,a-n-A-C-F,201705072150
39718191,a-n-A-C-F-m,201705071730
39679398,a-n-A-C-F-m,201705071700
39721954,a-n-A-C-F-m,201705071735
39723154,a-n-A-C-F-m,201705071740
39711200,a-n-A-C-F-m,201705071725
39725335,a-n-A-C-F-m,201705071745
39775820,a-n-A-C-F-m,201705072045
39674412,a-n-A-C-F-m,201705071655
39766462,a-n-A-C-F,201705071850
39741043,a-n-A-C-F-m,201705071755
39707314,a-n-A-C-F-m,201705071720
39705836,a-n-A-C-F-m,201705071720
39768312,a-n-A-C-F-m,201705071910
39727080,a-n-A-C-F-m,201705071745
39709005,a-n-A-C-F-m,201705071720
39724688,a-n-A-C-F-m,201705071740
39684835,a-n-A-C-F-m,201705071705
39760894,a-n-A-C-F-m,201705071805
39759337,a-n-A-C-F-m,201705071805
39657014,a-n-A-C-F-m,201705071635
39722444,a-n-A-C-F-m,201705071740
39709071,a-n-A-C-F-m,201705071720
39713541,a-n-A-C-F-m,201705071725
39750675,a-n-A-C-F-m,201705071800
39677303,a-n-A-C-F-m,201705071655
39775618,a-n-A-C-F-m,201705072045
39727487,a-n-A-C-F-m,201705071745
39673761,a-n-A-C-F-m,201705071655
39781464,a-n-A-C-F,201705072345
39704636,a-n-A-C-F-m,201705071720
39755666,a-n-A-C-F-m,201705071805
39700927,a-n-A-C-F-m,201705071715
39766558,a-n-A-C-F,201705071855
39675188,a-n-A-C-F-m,201705071655
39726096,a-n-A-C-F-m,201705071745
39671224,a-n-A-C-F-m,201705071655
39715950,a-n-A-C-F-m,201705071725
39656983,a-n-A-C-F-m,201705071635
39738112,a-n-A-C-F-m,201705071755
39769636,a-n-A-C-F-m,201705071930
39769510,a-n-A-C-F-m,201705071930
39718625,a-n-A-C-F-m,201705071730
39683364,a-n-A-C-F-m,201705071700
39775606,a-n-A-C-F-m,201705072045
39782093,a-n-A-C-F,201705080020
39680007,a-n-A-C-F-m,201705071700
39769718,a-n-A-C-F-m,201705071935
39721250,a-n-A-C-F-m,201705071735
39755604,a-n-A-C-F-m,201705071805
39715159,a-n-A-C-F-m,201705071725
39766505,a-n-A-C-F,201705071850
39760841,a-n-A-C-F-m,201705071805
39739142,a-n-A-C-F-m,201705071755
39745201,a-n-A-C-F-m,201705071800
39778137,a-n-A-C-F-m,201705072225
39740629,a-n-A-C-F-m,201705071755
39723891,a-n-A-C-F-m,201705071740
39757392,a-n-A-C-F-m,201705071805
39715807,a-n-A-C-F-m,201705071725
39724341,a-n-A-C-F-m,201705071740
39661126,a-n-A-C-F-m,201705071640
39715286,a-n-A-C-F-m,201705071725
39705134,a-n-A-C-F-m,201705071720
39700138,a-n-A-C-F-m,201705071715
39697828,a-n-A-C-F-m,201705071715
39750128,a-n-A-C-F-m,201705071800
39726357,a-n-A-C-F-m,201705071745
39675340,a-n-A-C-F-m,201705071655
39715876,a-n-A-C-F-m,201705071725
39782096,a-n-A-C-F,201705080020
39760006,a-n-A-C-F-m,201705071805
39726777,a-n-A-C-F-m,201705071745
39759575,a-n-A-C-F-m,201705071805
39754560,a-n-A-C-F-m,201705071800
39710599,a-n-A-C-F-m,201705071725
39704891,a-n-A-C-F-m,201705071720
39758791,a-n-A-C-F-m,201705071805
39777447,a-n-A-C-F,201705072150
39768100,a-n-A-C-F-m,201705071910
39768375,a-n-A-C-F-m,201705071910
39705867,a-n-A-C-F-m,201705071720
39721834,a-n-A-C-F-m,201705071735
39777298,a-n-A-C-F-m,201705072145
39717634,a-n-A-C-F-m,201705071730
39707803,a-n-A-C-F-m,201705071720
39708162,a-n-A-C-F-m,201705071720
39705459,a-n-A-C-F-m,201705071720
39760605,a-n-A-C-F-m,201705071805
39727018,a-n-A-C-F-m,201705071745
39713916,a-n-A-C-F-m,201705071725
39727190,a-n-A-C-F-m,201705071745
39708039,a-n-A-C-F-m,201705071720
39722765,a-n-A-C-F-m,201705071740
39682776,a-n-A-C-F-m,201705071700
39746317,a-n-A-C-F-m,201705071800
39777461,a-n-A-C-F,201705072150
39782133,a-n-A-C-F,201705080020
39760954,a-n-A-C-F-m,201705071805
39705439,a-n-A-C-F-m,201705071720
39740621,a-n-A-C-F-m,201705071755
39721745,a-n-A-C-F-m,201705071735
39769753,a-n-A-C-F-m,201705071935
39751693,a-n-A-C-F-m,201705071800
39705526,a-n-A-C-F-m,201705071720
39675832,a-n-A-C-F-m,201705071655
39775650,a-n-A-C-F-m,201705072045
39750603,a-n-A-C-F-m,201705071800
39778171,a-n-A-C-F-m,201705072225
39719150,a-n-A-C-F-m,201705071730
39740625,a-n-A-C-F-m,201705071755
39684234,a-n-A-C-F-m,201705071705
39712310,a-n-A-C-F-m,201705071725
39777340,a-n-A-C-F,201705072150
39760572,a-n-A-C-F-m,201705071805
39777544,a-n-A-C-F,201705072155
39677017,a-n-A-C-F-m,201705071655
39705558,a-n-A-C-F-m,201705071720
39717671,a-n-A-C-F-m,201705071730
39707650,a-n-A-C-F-m,201705071720
39678678,a-n-A-C-F-m,201705071700
39777554,a-n-A-C-F,201705072155
39701667,a-n-A-C-F-m,201705071715
39714963,a-n-A-C-F-m,201705071725
39702270,a-n-A-C-F-m,201705071715
39705812,a-n-A-C-F-m,201705071720
39656970,a-n-A-C-F-m,201705071635
39708823,a-n-A-C-F-m,201705071720
39725295,a-n-A-C-F-m,201705071745
39726552,a-n-A-C-F-m,201705071745
39754601,a-n-A-C-F-m,201705071800
39718667,a-n-A-C-F-m,201705071730
39703138,a-n-A-C-F-m,201705071715
39717828,a-n-A-C-F-m,201705071730
39778132,a-n-A-C-F-m,201705072225
39723060,a-n-A-C-F-m,201705071740
39777297,a-n-A-C-F-m,201705072145
39725872,a-n-A-C-F-m,201705071745
39721451,a-n-A-C-F-m,201705071735
39724984,a-n-A-C-F-m,201705071740
39701807,a-n-A-C-F-m,201705071715
39682068,a-n-A-C-F-m,201705071700
39757200,a-n-A-C-F-m,201705071805
39740696,a-n-A-C-F-m,201705071755
39683471,a-n-A-C-F-m,201705071700
39715892,a-n-A-C-F-m,201705071725
39709978,a-n-A-C-F-m,201705071720
39672354,a-n-A-C-F-m,201705071655
39716958,a-n-A-C-F-m,201705071730
39718107,a-n-A-C-F-m,201705071730
39713633,a-n-A-C-F-m,201705071725
39727463,a-n-A-C-F-m,201705071745
39702911,a-n-A-C-F-m,201705071715
39747169,a-n-A-C-F-m,201705071800
39706810,a-n-A-C-F-m,201705071720
39659145,a-n-A-C-F-m,201705071640
39673597,a-n-A-C-F-m,201705071655
39684547,a-n-A-C-F-m,201705071705
39750876,a-n-A-C-F-m,201705071800
39711354,a-n-A-C-F-m,201705071725
39712138,a-n-A-C-F-m,201705071725
39708437,a-n-A-C-F-m,201705071720
39716736,a-n-A-C-F-m,201705071730
39725358,a-n-A-C-F-m,201705071745
39781499,a-n-A-C-F,201705072345
39683397,a-n-A-C-F-m,201705071700
39758027,a-n-A-C-F-m,201705071805
39680738,a-n-A-C-F-m,201705071700
39768581,a-n-A-C-F-m,201705071915
39727194,a-n-A-C-F-m,201705071745
39751569,a-n-A-C-F-m,201705071800
39675847,a-n-A-C-F-m,201705071655
39737044,a-n-A-C-F-m,201705071755
39769788,a-n-A-C-F-m,201705071935
39705205,a-n-A-C-F-m,201705071720
39682792,a-n-A-C-F-m,201705071700
39676662,a-n-A-C-F-m,201705071655
39724624,a-n-A-C-F-m,201705071740
39781506,a-n-A-C-F,201705072345
39679248,a-n-A-C-F-m,201705071700
39727045,a-n-A-C-F-m,201705071745
39699506,a-n-A-C-F-m,201705071715
39725703,a-n-A-C-F-m,201705071745
39726942,a-n-A-C-F-m,201705071745
39682786,a-n-A-C-F-m,201705071700
39708706,a-n-A-C-F-m,201705071720
39714719,a-n-A-C-F-m,201705071725
39766396,a-n-A-C-F,201705071850
39716525,a-n-A-C-F-m,201705071725
39673877,a-n-A-C-F-m,201705071655
39712855,a-n-A-C-F-m,201705071725
39757626,a-n-A-C-F-m,201705071805
39778213,a-n-A-C-F,201705072225
39739449,a-n-A-C-F-m,201705071755
39700544,a-n-A-C-F-m,201705071715
39718726,a-n-A-C-F-m,201705071730
39712040,a-n-A-C-F-m,201705071725
39782068,a-n-A-C-F,201705080020
39775590,a-n-A-C-F-m,201705072045
39701474,a-n-A-C-F-m,201705071715
39725242,a-n-A-C-F-m,201705071740
39701735,a-n-A-C-F-m,201705071715
39711812,a-n-A-C-F-m,201705071725
39722457,a-n-A-C-F-m,201705071740
39707336,a-n-A-C-F-m,201705071720
39721858,a-n-A-C-F-m,201705071735
39708308,a-n-A-C-F-m,201705071720
39702002,a-n-A-C-F-m,201705071715
39700492,a-n-A-C-F-m,201705071715
39777322,a-n-A-C-F-m,201705072145
39702918,a-n-A-C-F-m,201705071715
39721608,a-n-A-C-F-m,201705071735
39705706,a-n-A-C-F-m,201705071720
39781501,a-n-A-C-F,201705072345
39725269,a-n-A-C-F-m,201705071745
39756917,a-n-A-C-F-m,201705071805
39683445,a-n-A-C-F-m,201705071700
39726865,a-n-A-C-F-m,201705071745
39711693,a-n-A-C-F-m,201705071725
39682257,a-n-A-C-F-m,201705071700
39742772,a-n-A-C-F-m,201705071755
39777283,a-n-A-C-F-m,201705072145
39678492,a-n-A-C-F-m,201705071700
39781354,a-n-A-C-F,201705072345
39706759,a-n-A-C-F-m,201705071720
39717664,a-n-A-C-F-m,201705071730
39778248,a-n-A-C-F,201705072225
39676650,a-n-A-C-F-m,201705071655
39679596,a-n-A-C-F-m,201705071700
39768537,a-n-A-C-F-m,201705071910
39745908,a-n-A-C-F-m,201705071800
39760057,a-n-A-C-F-m,201705071805
39677312,a-n-A-C-F-m,201705071655
39726674,a-n-A-C-F-m,201705071745
39743852,a-n-A-C-F-m,201705071800
39759995,a-n-A-C-F-m,201705071805
39743265,a-n-A-C-F-m,201705071755
39697722,a-n-A-C-F-m,201705071715
39722965,a-n-A-C-F-m,201705071740
39679283,a-n-A-C-F-m,201705071700
39684787,a-n-A-C-F-m,201705071705
39697821,a-n-A-C-F-m,201705071715
39700133,a-n-A-C-F-m,201705071715
39678648,a-n-A-C-F-m,201705071700
39724580,a-n-A-C-F-m,201705071740
39705499,a-n-A-C-F-m,201705071720
39712414,a-n-A-C-F-m,201705071725
39676050,a-n-A-C-F-m,201705071655
39700984,a-n-A-C-F-m,201705071715
39712609,a-n-A-C-F-m,201705071725
39778268,a-n-A-C-F,201705072225
39718458,a-n-A-C-F-m,201705071730
39738824,a-n-A-C-F-m,201705071755
39753842,a-n-A-C-F-m,201705071800
39708995,a-n-A-C-F-m,201705071720
39725651,a-n-A-C-F-m,201705071745
39717928,a-n-A-C-F-m,201705071730
39759147,a-n-A-C-F-m,201705071805
39716395,a-n-A-C-F-m,201705071725
39658250,a-n-A-C-F-m,201705071635
39726298,a-n-A-C-F-m,201705071745
39673768,a-n-A-C-F-m,201705071655
39683721,a-n-A-C-F-m,201705071700
39756551,a-n-A-C-F-m,201705071805
39675542,a-n-A-C-F-m,201705071655
39717768,a-n-A-C-F-m,201705071730
39766406,a-n-A-C-F,201705071850
39675252,a-n-A-C-F-m,201705071655
39708924,a-n-A-C-F-m,201705071720
39756370,a-n-A-C-F-m,201705071805
39725678,a-n-A-C-F-m,201705071745
39700891,a-n-A-C-F-m,201705071715
39742370,a-n-A-C-F-m,201705071755
39699552,a-n-A-C-F-m,201705071715
39716019,a-n-A-C-F-m,201705071725
39709659,a-n-A-C-F-m,201705071720
39757768,a-n-A-C-F-m,201705071805
39709115,a-n-A-C-F-m,201705071720
39661233,a-n-A-C-F-m,201705071640
39676778,a-n-A-C-F-m,201705071655
39677787,a-n-A-C-F-m,201705071655
39744523,a-n-A-C-F-m,201705071800
39741835,a-n-A-C-F-m,201705071755
39756640,a-n-A-C-F-m,201705071805
39759496,a-n-A-C-F-m,201705071805
39775695,a-n-A-C-F-m,201705072045
39682492,a-n-A-C-F-m,201705071700
39727381,a-n-A-C-F-m,201705071745
39708821,a-n-A-C-F-m,201705071720
39703777,a-n-A-C-F-m,201705071720
39736090,a-n-A-C-F-m,201705071755
39727144,a-n-A-C-F-m,201705071745
39678514,a-n-A-C-F-m,201705071700
39778212,a-n-A-C-F-m,201705072225
39700567,a-n-A-C-F-m,201705071715
39704293,a-n-A-C-F-m,201705071720
39704688,a-n-A-C-F-m,201705071720
39741858,a-n-A-C-F-m,201705071755
39766344,a-n-A-C-F,201705071850
39680150,a-n-A-C-F-m,201705071700
39782164,a-n-A-C-F,201705080020
39700461,a-n-A-C-F-m,201705071715
39746637,a-n-A-C-F-m,201705071800
39782034,a-n-A-C-F,201705080020
39711278,a-n-A-C-F-m,201705071725
39682248,a-n-A-C-F-m,201705071700
39724042,a-n-A-C-F-m,201705071740
39721838,a-n-A-C-F-m,201705071735
39768162,a-n-A-C-F-m,201705071910
39675110,a-n-A-C-F-m,201705071655
39698096,a-n-A-C-F-m,201705071715
39711485,a-n-A-C-F-m,201705071725
39682802,a-n-A-C-F-m,201705071700
39710589,a-n-A-C-F-m,201705071725
39704243,a-n-A-C-F-m,201705071720
39713612,a-n-A-C-F-m,201705071725
39707943,a-n-A-C-F-m,201705071720
39754183,a-n-A-C-F-m,201705071800
39744136,a-n-A-C-F-m,201705071800
39719580,a-n-A-C-F-m,201705071730
39700820,a-n-A-C-F-m,201705071715
39706799,a-n-A-C-F-m,201705071720
39726714,a-n-A-C-F-m,201705071745
39673759,a-n-A-C-F-m,201705071655
39658231,a-n-A-C-F-m,201705071635
39661239,a-n-A-C-F-m,201705071640
39705920,a-n-A-C-F-m,201705071720
39742284,a-n-A-C-F-m,201705071755
39754004,a-n-A-C-F-m,201705071800
39725373,a-n-A-C-F-m,201705071745
39700776,a-n-A-C-F-m,201705071715
39672321,a-n-A-C-F-m,201705071655
39700148,a-n-A-C-F-m,201705071715
39718722,a-n-A-C-F-m,201705071730
39717976,a-n-A-C-F-m,201705071730
39781425,a-n-A-C-F,201705072345
39657725,a-n-A-C-F-m,201705071635
39766450,a-n-A-C-F-m,201705071850
39778452,a-n-A-C-F,201705072230
39715896,a-n-A-C-F-m,201705071725
39756910,a-n-A-C-F-m,201705071805
39674848,a-n-A-C-F-m,201705071655
39782019,a-n-A-C-F,201705080020
39721925,a-n-A-C-F-m,201705071735
39758039,a-n-A-C-F-m,201705071805
39756312,a-n-A-C-F-m,201705071805
39721178,a-n-A-C-F-m,201705071735
39708386,a-n-A-C-F-m,201705071720
39676844,a-n-A-C-F-m,201705071655
39706985,a-n-A-C-F-m,201705071720
39739514,a-n-A-C-F-m,201705071755
39713700,a-n-A-C-F-m,201705071725
39722866,a-n-A-C-F-m,201705071740
39675816,a-n-A-C-F-m,201705071655
39738519,a-n-A-C-F-m,201705071755
39757672,a-n-A-C-F-m,201705071805
39715666,a-n-A-C-F-m,201705071725
39711189,a-n-A-C-F-m,201705071725
39706262,a-n-A-C-F-m,201705071720
39781507,a-n-A-C-F,201705072345
39679491,a-n-A-C-F-m,201705071700
39742168,a-n-A-C-F-m,201705071755
39705011,a-n-A-C-F-m,201705071720
39709178,a-n-A-C-F-m,201705071720
39777225,a-n-A-C-F-m,201705072140
39712075,a-n-A-C-F-m,201705071725
39716855,a-n-A-C-F-m,201705071730
39716814,a-n-A-C-F-m,201705071730
39726713,a-n-A-C-F-m,201705071745
39702655,a-n-A-C-F-m,201705071715
39705275,a-n-A-C-F-m,201705071720
39726958,a-n-A-C-F-m,201705071745
39709189,a-n-A-C-F-m,201705071720
39681086,a-n-A-C-F-m,201705071700
39724719,a-n-A-C-F-m,201705071740
39745190,a-n-A-C-F-m,201705071800
39778473,a-n-A-C-F,201705072230
39727409,a-n-A-C-F-m,201705071745
39726228,a-n-A-C-F-m,201705071745
39725000,a-n-A-C-F-m,201705071740
39708365,a-n-A-C-F-m,201705071720
39697641,a-n-A-C-F-m,201705071715
39725312,a-n-A-C-F-m,201705071745
39725263,a-n-A-C-F-m,201705071745
39724196,a-n-A-C-F-m,201705071740
39758222,a-n-A-C-F-m,201705071805
39673575,a-n-A-C-F-m,201705071655
39683427,a-n-A-C-F-m,201705071700
39715335,a-n-A-C-F-m,201705071725
39671621,a-n-A-C-F-m,201705071655
39698724,a-n-A-C-F-m,201705071715
39716556,a-n-A-C-F-m,201705071725
39659110,a-n-A-C-F-m,201705071640
39725410,a-n-A-C-F-m,201705071745
39725477,a-n-A-C-F-m,201705071745
39727387,a-n-A-C-F-m,201705071745
39777285,a-n-A-C-F-m,201705072145
39741000,a-n-A-C-F-m,201705071755
39684833,a-n-A-C-F-m,201705071705
39707944,a-n-A-C-F-m,201705071720
39768565,a-n-A-C-F-m,201705071910
39769814,a-n-A-C-F-m,201705071935
39756351,a-n-A-C-F-m,201705071805
39741288,a-n-A-C-F-m,201705071755
39702248,a-n-A-C-F-m,201705071715
39778164,a-n-A-C-F-m,201705072225
39717560,a-n-A-C-F-m,201705071730
39718113,a-n-A-C-F-m,201705071730
39707237,a-n-A-C-F-m,201705071720
39682403,a-n-A-C-F-m,201705071700
39699194,a-n-A-C-F-m,201705071715
39738531,a-n-A-C-F-m,201705071755
39679043,a-n-A-C-F-m,201705071700
39700691,a-n-A-C-F-m,201705071715
39775593,a-n-A-C-F-m,201705072045
39676443,a-n-A-C-F-m,201705071655
39701105,a-n-A-C-F-m,201705071715
39706963,a-n-A-C-F-m,201705071720
39715322,a-n-A-C-F-m,201705071725
39705726,a-n-A-C-F-m,201705071720
39676966,a-n-A-C-F-m,201705071655
39711008,a-n-A-C-F-m,201705071725
39708710,a-n-A-C-F-m,201705071720
39705182,a-n-A-C-F-m,201705071720
39724137,a-n-A-C-F-m,201705071740
39722356,a-n-A-C-F-m,201705071740
39726086,a-n-A-C-F-m,201705071745
39715779,a-n-A-C-F-m,201705071725
39656913,a-n-A-C-F-m,201705071635
39724032,a-n-A-C-F-m,201705071740
39676123,a-n-A-C-F-m,201705071655
39726413,a-n-A-C-F-m,201705071745
39743392,a-n-A-C-F-m,201705071800
39705276,a-n-A-C-F-m,201705071720
39715274,a-n-A-C-F-m,201705071725
39727249,a-n-A-C-F-m,201705071745
39724671,a-n-A-C-F-m,201705071740
39661668,a-n-A-C-F-m,201705071640
39777312,a-n-A-C-F-m,201705072145
39778116,a-n-A-C-F-m,201705072225
39712633,a-n-A-C-F-m,201705071725
39710030,a-n-A-C-F-m,201705071720
39711552,a-n-A-C-F-m,201705071725
39673028,a-n-A-C-F-m,201705071655
39709810,a-n-A-C-F-m,201705071720
39699043,a-n-A-C-F-m,201705071715
39717946,a-n-A-C-F-m,201705071730
39726665,a-n-A-C-F-m,201705071745
39708489,a-n-A-C-F-m,201705071720
39712552,a-n-A-C-F-m,201705071725
39679407,a-n-A-C-F-m,201705071700
39722261,a-n-A-C-F-m,201705071735
39740473,a-n-A-C-F-m,201705071755
39775627,a-n-A-C-F-m,201705072045
39729431,a-n-A-C-F-m,201705071745
39743133,a-n-A-C-F-m,201705071755
39719439,a-n-A-C-F-m,201705071730
39767166,a-n-A-C-F,201705071900
39726999,a-n-A-C-F-m,201705071745
39661269,a-n-A-C-F-m,201705071640
39717632,a-n-A-C-F-m,201705071730
39675551,a-n-A-C-F-m,201705071655
39657332,a-n-A-C-F-m,201705071635
39657098,a-n-A-C-F-m,201705071635
39759180,a-n-A-C-F-m,201705071805
39703838,a-n-A-C-F-m,201705071720
39718733,a-n-A-C-F-m,201705071730
39723996,a-n-A-C-F-m,201705071740
39753582,a-n-A-C-F-m,201705071800
39708442,a-n-A-C-F-m,201705071720
39709234,a-n-A-C-F-m,201705071720
39677771,a-n-A-C-F-m,201705071655
39709190,a-n-A-C-F-m,201705071720
39723041,a-n-A-C-F-m,201705071740
39759355,a-n-A-C-F-m,201705071805
39778397,a-n-A-C-F,201705072230
39707041,a-n-A-C-F-m,201705071720
39778405,a-n-A-C-F,201705072230
39705027,a-n-A-C-F-m,201705071720
39719491,a-n-A-C-F-m,201705071730
39739624,a-n-A-C-F-m,201705071755
39755978,a-n-A-C-F-m,201705071805
39754531,a-n-A-C-F-m,201705071800
39714736,a-n-A-C-F-m,201705071725
39727553,a-n-A-C-F-m,201705071745
39740384,a-n-A-C-F-m,201705071755
39726707,a-n-A-C-F-m,201705071745
39727064,a-n-A-C-F-m,201705071745
39760732,a-n-A-C-F-m,201705071805
39725501,a-n-A-C-F-m,201705071745
39724849,a-n-A-C-F-m,201705071740
39724449,a-n-A-C-F-m,201705071740
39726988,a-n-A-C-F-m,201705071745
39711776,a-n-A-C-F-m,201705071725
39721874,a-n-A-C-F-m,201705071735
39699334,a-n-A-C-F-m,201705071715
39684421,a-n-A-C-F-m,201705071705
39700363,a-n-A-C-F-m,201705071715
39677027,a-n-A-C-F-m,201705071655
39703689,a-n-A-C-F-m,201705071720
39709454,a-n-A-C-F-m,201705071720
39722468,a-n-A-C-F-m,201705071740
39679970,a-n-A-C-F-m,201705071700
39679420,a-n-A-C-F-m,201705071700
39678311,a-n-A-C-F-m,201705071700
39696704,a-n-A-C-F-m,201705071715
39707213,a-n-A-C-F-m,201705071720
39708329,a-n-A-C-F-m,201705071720
39658217,a-n-A-C-F-m,201705071635
39712460,a-n-A-C-F-m,201705071725
39702508,a-n-A-C-F-m,201705071715
39684462,a-n-A-C-F-m,201705071705
39712135,a-n-A-C-F-m,201705071725
39735040,a-n-A-C-F-m,201705071755
39704113,a-n-A-C-F-m,201705071720
39724477,a-n-A-C-F-m,201705071740
39715293,a-n-A-C-F-m,201705071725
39723820,a-n-A-C-F-m,201705071740
39747957,a-n-A-C-F-m,201705071800
39700924,a-n-A-C-F-m,201705071715
39778242,a-n-A-C-F,201705072225
39674651,a-n-A-C-F-m,201705071655
39681545,a-n-A-C-F-m,201705071700
39760487,a-n-A-C-F-m,201705071805
39726373,a-n-A-C-F-m,201705071745
39712889,a-n-A-C-F-m,201705071725
39723501,a-n-A-C-F-m,201705071740
39679352,a-n-A-C-F-m,201705071700
39699417,a-n-A-C-F-m,201705071715
39741463,a-n-A-C-F-m,201705071755
39711554,a-n-A-C-F-m,201705071725
39682536,a-n-A-C-F-m,201705071700
39680414,a-n-A-C-F-m,201705071700
39777367,a-n-A-C-F,201705072150
39684077,a-n-A-C-F-m,201705071705
39716242,a-n-A-C-F-m,201705071725
39682176,a-n-A-C-F-m,201705071700
39700253,a-n-A-C-F-m,201705071715
39740193,a-n-A-C-F-m,201705071755
39724018,a-n-A-C-F-m,201705071740
39678996,a-n-A-C-F-m,201705071700
39756837,a-n-A-C-F-m,201705071805
39672487,a-n-A-C-F-m,201705071655
39685104,a-n-A-C-F-m,201705071705
39726651,a-n-A-C-F-m,201705071745
39719149,a-n-A-C-F-m,201705071730
39682773,a-n-A-C-F-m,201705071700
39677956,a-n-A-C-F-m,201705071655
39671305,a-n-A-C-F-m,201705071655
39705640,a-n-A-C-F-m,201705071720
39724937,a-n-A-C-F-m,201705071740
39777243,a-n-A-C-F-m,201705072140
39724655,a-n-A-C-F-m,201705071740
39708170,a-n-A-C-F-m,201705071720
39714627,a-n-A-C-F-m,201705071725
39677612,a-n-A-C-F-m,201705071655
39778115,a-n-A-C-F-m,201705072225
39746787,a-n-A-C-F-m,201705071800
39718554,a-n-A-C-F-m,201705071730
39714780,a-n-A-C-F-m,201705071725
39673400,a-n-A-C-F-m,201705071655
39754087,a-n-A-C-F-m,201705071800
39726404,a-n-A-C-F-m,201705071745
39680387,a-n-A-C-F-m,201705071700
39702795,a-n-A-C-F-m,201705071715
39681305,a-n-A-C-F-m,201705071700
39715391,a-n-A-C-F-m,201705071725
39753953,a-n-A-C-F-m,201705071800
39724536,a-n-A-C-F-m,201705071740
39697977,a-n-A-C-F-m,201705071715
39724793,a-n-A-C-F-m,201705071740
39777549,a-n-A-C-F,201705072155
39766545,a-n-A-C-F,201705071855
39705814,a-n-A-C-F-m,201705071720
39683433,a-n-A-C-F-m,201705071700
39748750,a-n-A-C-F-m,201705071800
39724430,a-n-A-C-F-m,201705071740
39757796,a-n-A-C-F-m,201705071805
39678549,a-n-A-C-F-m,201705071700
39677879,a-n-A-C-F-m,201705071655
39706858,a-n-A-C-F-m,201705071720
39704542,a-n-A-C-F-m,201705071720
39715378,a-n-A-C-F-m,201705071725
39673947,a-n-A-C-F-m,201705071655
39718215,a-n-A-C-F-m,201705071730
39725214,a-n-A-C-F-m,201705071740
