id,source_id,cot_type,how
39679350,2046,a-n-A-C-F-m,m-g
39797201,1851,a-n-A-C-F-m,m-g
39720370,1966,a-n-A-C-F-m,m-g
39779515,2230,a-n-A-C-F-m,m-g
39774843,2055,a-n-A-C-F-m,m-g
39777246,2114,a-n-A-C-F,m-g
39670502,2064,a-n-A-C-F-m,m-g
39664705,2208,a-n-A-C-F-m,m-g
39707936,2145,a-n-A-C-F-m,m-g
39749324,1894,a-n-A-C-F-m,m-g
39729181,2219,a-n-A-C-F-m,m-g
39780240,1963,a-n-A-C-F-m,m-g
39781904,2096,a-n-A-C-F-m,m-g
39667382,1946,a-n-A-C-F-m,m-g
39786743,2099,a-n-A-C-F-m,m-g
39656943,2170,a-n-A-C-F,m-g
39759411,2000,a-n-A-C-F-m,m-g
39678987,1882,a-n-A-C-F-m,m-g
39704691,2118,a-n-A-C-F-m,m-g
39745891,1978,a-n-A-C-F-m,m-g
39783028,1797,a-n-A-C-F,m-g
39695630,1842,a-n-A-C-F-m,m-g
39723208,1861,a-n-A-C-F-m,m-g
39682437,1995,a-n-A-C-F-m,m-g
39786635,2099,a-n-A-C-F-m,m-g
39676193,2064,a-n-A-C-F-m,m-g
39700628,2112,a-n-A-C-F-m,m-g
39721855,1944,a-n-A-C-F-m,m-g
39772643,1850,a-n-A-C-F,m-g
39716034,2058,a-n-A-C-F-m,m-g
39723339,1944,a-n-A-C-F-m,m-g
39803337,2178,a-n-A-C-F-m,m-g
39773787,1916,a-n-A-C-F-m,m-g
39740033,2220,a-n-A-C-F-m,m-g
39769136,2206,a-n-A-C-F-m,m-g
39670251,2210,a-n-A-C-F-m,m-g
39793839,1824,a-n-A-C-F-m,m-g
39777810,1933,a-n-A-C-F,m-g
39771903,1989,a-n-A-C-F-m,m-g
39808522,2142,a-n-A-C-F-m,m-g
39734789,1847,a-n-A-C-F-m,m-g
39703137,2118,a-n-A-C-F-m,m-g
39705555,2112,a-n-A-C-F-m,m-g
39761238,2094,a-n-A-C-F-m,m-g
39725705,1944,a-n-A-C-F-m,m-g
39672502,1882,a-n-A-C-F-m,m-g
39795172,2178,a-n-A-C-F-m,m-g
39708113,1948,a-n-A-C-F-m,m-g
39754696,1959,a-n-A-C-F-m,m-g
39800612,2226,a-n-A-C-F-m,m-g
39770786,1908,a-n-A-C-F,m-g
39754017,2220,a-n-A-C-F-m,m-g
39782412,1840,a-n-A-C-F-m,m-g
39777078,2154,a-n-A-C-F,m-g
39724731,1879,a-n-A-C-F-m,m-g
39660302,2135,a-n-A-C-F-m,m-g
39734843,1847,a-n-A-C-F-m,m-g
39796503,2078,a-n-A-C-F-m,m-g
39726247,1819,a-n-A-C-F-m,m-g
39782367,2081,a-n-A-C-F,m-g
39730586,1819,a-n-A-C-F-m,m-g
39683734,1851,a-n-A-C-F-m,m-g
39759398,1914,a-n-A-C-F-m,m-g
39710258,2217,a-n-A-C-F-m,m-g
39686761,2073,a-n-A-C-F-m,m-g
39704729,2118,a-n-A-C-F-m,m-g
39733326,1847,a-n-A-C-F-m,m-g
39767882,2061,a-n-A-C-F-m,m-g
39757058,2094,a-n-A-C-F-m,m-g
39765435,1957,a-n-A-C-F-m,m-g
39778120,1860,a-n-A-C-F-m,m-g
39754701,1894,a-n-A-C-F-m,m-g
39730700,1890,a-n-A-C-F-m,m-g
39669751,1826,a-n-A-C-F-m,m-g
39727807,1883,a-n-A-C-F-m,m-g
39714433,1903,a-n-A-C-F-m,m-g
39723294,1944,a-n-A-C-F-m,m-g
39662687,1887,a-n-A-C-F-m,m-g
39777289,1904,a-n-A-C-F-m,m-g
39754478,2094,a-n-A-C-F-m,m-g
39705855,2217,a-n-A-C-F-m,m-g
39764495,1848,a-n-A-C-F-m,m-g
39721668,1944,a-n-A-C-F-m,m-g
39781964,2096,a-n-A-C-F-m,m-g
39685371,1882,a-n-A-C-F-m,m-g
39724993,1879,a-n-A-C-F-m,m-g
39664739,2033,a-n-A-C-F-m,m-g
39785551,2185,a-n-A-C-F-m,m-g
39662384,2005,a-n-A-C-F-m,m-g
39689778,2073,a-n-A-C-F-m,m-g
39731120,1847,a-n-A-C-F-m,m-g
39665364,2005,a-n-A-C-F-m,m-g
39695601,1811,a-n-A-C-F-m,m-g
39754305,1894,a-n-A-C-F-m,m-g
39701177,2112,a-n-A-C-F-m,m-g
39783905,2069,a-n-A-C-F-m,m-g
39660552,1799,a-n-A-C-F-m,m-g
39795317,2226,a-n-A-C-F-m,m-g
39720667,2021,a-n-A-C-F-m,m-g
39792475,2147,a-n-A-C-F-m,m-g
39808961,1820,a-n-A-C-F-m,m-g
39782197,2065,a-n-A-C-F,m-g
39700272,2037,a-n-A-C-F-m,m-g
39662150,1975,a-n-A-C-F-m,m-g
39659151,1935,a-n-A-C-F-m,m-g
39763098,2009,a-n-A-C-F-m,m-g
39793037,1903,a-n-A-C-F-m,m-g
39763851,2165,a-n-A-C-F,m-g
39770186,2149,a-n-A-C-F-m,m-g
39779243,2004,a-n-A-C-F-m,m-g
39711022,1795,a-n-A-C-F-m,m-g
39665182,1875,a-n-A-C-F-m,m-g
39795598,2078,a-n-A-C-F-m,m-g
39792223,1970,a-n-A-C-F-m,m-g
39733492,1819,a-n-A-C-F-m,m-g
39710250,2180,a-n-A-C-F-m,m-g
39716173,2145,a-n-A-C-F-m,m-g
39701237,1988,a-n-A-C-F-m,m-g
39786476,1798,a-n-A-C-F-m,m-g
39742788,2220,a-n-A-C-F-m,m-g
39775147,2063,a-n-A-C-F-m,m-g
39798067,2226,a-n-A-C-F-m,m-g
39728068,1819,a-n-A-C-F-m,m-g
39678746,2184,a-n-A-C-F-m,m-g
39669603,2046,a-n-A-C-F-m,m-g
39666078,2033,a-n-A-C-F-m,m-g
39793488,2231,a-n-A-C-F-m,m-g
39774272,1848,a-n-A-C-F-m,m-g
39784780,2137,a-n-A-C-F-m,m-g
39770349,2164,a-n-A-C-F-m,m-g
39761853,2127,a-n-A-C-F-m,m-g
39768615,1864,a-n-A-C-F-m,m-g
39718061,1903,a-n-A-C-F-m,m-g
39733385,1819,a-n-A-C-F-m,m-g
39777744,2146,a-n-A-C-F-m,m-g
39726202,1861,a-n-A-C-F-m,m-g
39794054,2142,a-n-A-C-F-m,m-g
39770905,2196,a-n-A-C-F-m,m-g
39716856,1795,a-n-A-C-F-m,m-g
39697435,2151,a-n-A-C-F-m,m-g
39788477,2031,a-n-A-C-F-m,m-g
39793297,1824,a-n-A-C-F-m,m-g
39763833,1814,a-n-A-C-F,m-g
39663684,2208,a-n-A-C-F-m,m-g
39794258,2231,a-n-A-C-F-m,m-g
39704954,2118,a-n-A-C-F-m,m-g
39693186,1836,a-n-A-C-F-m,m-g
39711765,2169,a-n-A-C-F-m,m-g
39790330,2080,a-n-A-C-F-m,m-g
39804595,2024,a-n-A-C-F-m,m-g
39720188,2167,a-n-A-C-F-m,m-g
39757520,2220,a-n-A-C-F-m,m-g
39694332,2016,a-n-A-C-F-m,m-g
39764915,2160,a-n-A-C-F,m-g
39764013,1913,a-n-A-C-F-m,m-g
39724947,1944,a-n-A-C-F-m,m-g
39769656,2023,a-n-A-C-F,m-g
39786466,1798,a-n-A-C-F-m,m-g
39800958,2178,a-n-A-C-F-m,m-g
39668559,1964,a-n-A-C-F-m,m-g
39760853,1945,a-n-A-C-F-m,m-g
39719877,1998,a-n-A-C-F-m,m-g
39760630,1945,a-n-A-C-F-m,m-g
39732128,1978,a-n-A-C-F-m,m-g
39786350,1798,a-n-A-C-F-m,m-g
39673103,1964,a-n-A-C-F-m,m-g
39798669,1824,a-n-A-C-F-m,m-g
39667223,2005,a-n-A-C-F-m,m-g
39678982,1996,a-n-A-C-F-s,m-g
39692203,1965,a-n-A-C-F-m,m-g
39771826,1869,a-n-A-C-F,m-g
39702641,2177,a-n-A-C-F-m,m-g
39695702,1811,a-n-A-C-F-m,m-g
39729925,2211,a-n-A-C-F-m,m-g
39718431,1903,a-n-A-C-F-m,m-g
39724491,1861,a-n-A-C-F-m,m-g
39700303,2169,a-n-A-C-F-m,m-g
39715460,2167,a-n-A-C-F-m,m-g
39760283,1945,a-n-A-C-F-m,m-g
39719748,1966,a-n-A-C-F-m,m-g
39792413,1971,a-n-A-C-F-m,m-g
39719367,2167,a-n-A-C-F-m,m-g
39695313,1842,a-n-A-C-F-m,m-g
39703679,1825,a-n-A-C-F-m,m-g
39753771,1894,a-n-A-C-F-m,m-g
39806558,2226,a-n-A-C-F-m,m-g
39746460,1907,a-n-A-C-F-m,m-g
39771985,1961,a-n-A-C-F-m,m-g
39802755,1971,a-n-A-C-F-m,m-g
39780913,1800,a-n-A-C-F,m-g
39719240,2196,a-n-A-C-F-m,m-g
39768895,2206,a-n-A-C-F-m,m-g
39788282,1934,a-n-A-C-F-s,m-g
39715212,2012,a-n-A-C-F-m,m-g
39689914,2073,a-n-A-C-F-m,m-g
39716611,1948,a-n-A-C-F-m,m-g
39663805,2033,a-n-A-C-F-m,m-g
39708976,2037,a-n-A-C-F-m,m-g
39665399,2224,a-n-A-C-F-m,m-g
39711508,1948,a-n-A-C-F-m,m-g
39701005,2048,a-n-A-C-F-m,m-g
39718496,2196,a-n-A-C-F-m,m-g
39717022,1966,a-n-A-C-F-m,m-g
39804999,1971,a-n-A-C-F-m,m-g
39719743,2167,a-n-A-C-F-m,m-g
39806630,1820,a-n-A-C-F-m,m-g
39727121,1879,a-n-A-C-F-m,m-g
39724692,1861,a-n-A-C-F-m,m-g
39675627,2064,a-n-A-C-F-m,m-g
39761239,2094,a-n-A-C-F-m,m-g
39766704,1924,a-n-A-C-F-m,m-g
39765494,1967,a-n-A-C-F-m,m-g
39766904,1972,a-n-A-C-F-m,m-g
39690221,2073,a-n-A-C-F-m,m-g
39799667,2102,a-n-A-C-F-m,m-g
39711194,2177,a-n-A-C-F-m,m-g
39726572,1843,a-n-A-C-F-m,m-g
39776415,1808,a-n-A-C-F,m-g
39712251,1948,a-n-A-C-F-m,m-g
39698200,1988,a-n-A-C-F-m,m-g
39686984,2073,a-n-A-C-F-m,m-g
39777703,2146,a-n-A-C-F-m,m-g
39696599,2151,a-n-A-C-F-m,m-g
39701494,1988,a-n-A-C-F-m,m-g
39754004,2220,a-n-A-C-F-m,m-g
39717650,1903,a-n-A-C-F-m,m-g
39722670,1944,a-n-A-C-F-m,m-g
39702427,2048,a-n-A-C-F-m,m-g
39669470,2183,a-n-A-C-F-m,m-g
39729285,1909,a-n-A-C-F-m,m-g
39792350,1971,a-n-A-C-F-m,m-g
39723620,1944,a-n-A-C-F-m,m-g
39746458,1978,a-n-A-C-F-m,m-g
39702896,2037,a-n-A-C-F-m,m-g
39709225,2112,a-n-A-C-F-m,m-g
39699180,2037,a-n-A-C-F-m,m-g
39720659,1966,a-n-A-C-F-m,m-g
39689769,2187,a-n-A-C-F-m,m-g
39720951,1966,a-n-A-C-F-m,m-g
39728371,1909,a-n-A-C-F-m,m-g
39767655,1837,a-n-A-C-F,m-g
39785954,1891,a-n-A-C-F-m,m-g
39676982,2046,a-n-A-C-F-m,m-g
39687180,2073,a-n-A-C-F-m,m-g
39764883,1968,a-n-A-C-F,m-g
39774000,2100,a-n-A-C-F,m-g
39696976,1842,a-n-A-C-F-m,m-g
39725760,1909,a-n-A-C-F-m,m-g
39728117,1819,a-n-A-C-F-m,m-g
39688978,2151,a-n-A-C-F-m,m-g
39732594,2219,a-n-A-C-F-m,m-g
39711974,2001,a-n-A-C-F-m,m-g
39756121,2094,a-n-A-C-F-m,m-g
39721991,1998,a-n-A-C-F-m,m-g
39780753,1923,a-n-A-C-F-m,m-g
39785147,2119,a-n-A-C-F-m,m-g
39676798,2046,a-n-A-C-F-m,m-g
39658840,2212,a-n-A-C-F-m,m-g
39739342,2211,a-n-A-C-F-m,m-g
39767757,2200,a-n-A-C-F-m,m-g
39729924,1883,a-n-A-C-F-m,m-g
39687447,1851,a-n-A-C-F-m,m-g
39711858,1795,a-n-A-C-F-m,m-g
39695975,1965,a-n-A-C-F-m,m-g
39720942,2021,a-n-A-C-F-m,m-g
39717397,1966,a-n-A-C-F-m,m-g
39722838,1861,a-n-A-C-F-m,m-g
39678327,2210,a-n-A-C-F-m,m-g
39748865,2189,a-n-A-C-F-m,m-g
39759489,2220,a-n-A-C-F-m,m-g
39768038,1899,a-n-A-C-F,m-g
39791277,1810,a-n-A-C-F-s,m-g
39687863,2151,a-n-A-C-F-m,m-g
39693191,1965,a-n-A-C-F-m,m-g
39729645,2219,a-n-A-C-F-m,m-g
39693513,2151,a-n-A-C-F-m,m-g
39774886,2121,a-n-A-C-F-m,m-g
39687662,2103,a-n-A-C-F-m,m-g
39733940,2211,a-n-A-C-F-m,m-g
39777199,2114,a-n-A-C-F,m-g
39672640,2064,a-n-A-C-F-m,m-g
39795262,2226,a-n-A-C-F-m,m-g
39714423,1948,a-n-A-C-F-m,m-g
39762945,2127,a-n-A-C-F-m,m-g
39675456,1826,a-n-A-C-F-m,m-g
39786240,1798,a-n-A-C-F-m,m-g
39753597,2189,a-n-A-C-F-m,m-g
39795709,2062,a-n-A-C-F-m,m-g
39792728,1824,a-n-A-C-F-m,m-g
39777427,2207,a-n-A-C-F,m-g
39793150,1903,a-n-A-C-F-m,m-g
39661300,2199,a-n-A-C-F-m,m-g
39701329,2177,a-n-A-C-F-m,m-g
39702008,2112,a-n-A-C-F-m,m-g
39721737,2021,a-n-A-C-F-m,m-g
39720884,2021,a-n-A-C-F-m,m-g
39710369,1948,a-n-A-C-F-m,m-g
39729994,1909,a-n-A-C-F-m,m-g
39725494,1879,a-n-A-C-F-m,m-g
39781355,2191,a-n-A-C-F-m,m-g
39795186,1824,a-n-A-C-F-m,m-g
39662753,1799,a-n-A-C-F-m,m-g
39761898,1959,a-n-A-C-F-m,m-g
39667618,1946,a-n-A-C-F-m,m-g
39769268,1865,a-n-A-C-F,m-g
39681536,1995,a-n-A-C-F-m,m-g
39701469,2048,a-n-A-C-F-m,m-g
39665231,1964,a-n-A-C-F-m,m-g
39732084,2219,a-n-A-C-F-m,m-g
39686174,1965,a-n-A-C-F-m,m-g
39718027,1966,a-n-A-C-F-m,m-g
39665445,1875,a-n-A-C-F-m,m-g
39673713,2064,a-n-A-C-F-m,m-g
39791366,1810,a-n-A-C-F-s,m-g
39779674,1865,a-n-A-C-F,m-g
39665692,1875,a-n-A-C-F-m,m-g
39668652,1946,a-n-A-C-F-m,m-g
39677120,2184,a-n-A-C-F-m,m-g
39742181,1847,a-n-A-C-F-m,m-g
39672681,2033,a-n-A-C-F-m,m-g
39774799,2121,a-n-A-C-F-m,m-g
39711289,1795,a-n-A-C-F-m,m-g
39754098,2000,a-n-A-C-F-m,m-g
39733199,2219,a-n-A-C-F-m,m-g
39782168,2065,a-n-A-C-F,m-g
39717269,1795,a-n-A-C-F-m,m-g
39768432,2225,a-n-A-C-F-m,m-g
39667327,2033,a-n-A-C-F-m,m-g
39717092,2145,a-n-A-C-F-m,m-g
39662923,1975,a-n-A-C-F-m,m-g
39677806,2046,a-n-A-C-F-m,m-g
39786025,1891,a-n-A-C-F-m,m-g
39698263,1965,a-n-A-C-F-m,m-g
39735325,1978,a-n-A-C-F-m,m-g
39726594,1819,a-n-A-C-F-m,m-g
39667555,1875,a-n-A-C-F-m,m-g
39732282,1847,a-n-A-C-F-m,m-g
39694532,1965,a-n-A-C-F-m,m-g
39677235,2064,a-n-A-C-F-m,m-g
39779734,2109,a-n-A-C-F,m-g
39808864,2226,a-n-A-C-F-m,m-g
39680156,1811,a-n-A-C-F-m,m-g
39727086,2219,a-n-A-C-F-m,m-g
39663374,2208,a-n-A-C-F-m,m-g
39695333,1842,a-n-A-C-F-m,m-g
39685492,2103,a-n-A-C-F-m,m-g
39732155,1883,a-n-A-C-F-m,m-g
39782310,1840,a-n-A-C-F-m,m-g
39665803,2033,a-n-A-C-F-m,m-g
39658865,2156,a-n-A-C-F-m,m-g
39696628,1965,a-n-A-C-F-m,m-g
39798844,1824,a-n-A-C-F-m,m-g
39735157,1847,a-n-A-C-F-m,m-g
39659190,2133,a-n-A-C-F,m-g
39660690,1830,a-n-A-C-F-m,m-g
39669366,1964,a-n-A-C-F-m,m-g
39675528,2046,a-n-A-C-F-m,m-g
39707604,2118,a-n-A-C-F-m,m-g
39665055,1964,a-n-A-C-F-m,m-g
39722330,1944,a-n-A-C-F-m,m-g
39677474,1996,a-n-A-C-F-s,m-g
39691570,2151,a-n-A-C-F-m,m-g
39663693,2208,a-n-A-C-F-m,m-g
39696265,1965,a-n-A-C-F-m,m-g
39787098,2218,a-n-A-C-F-m,m-g
39771223,2173,a-n-A-C-F-m,m-g
39713025,1903,a-n-A-C-F-m,m-g
39710221,2169,a-n-A-C-F-m,m-g
39731252,2144,a-n-A-C-F-m,m-g
39794812,2142,a-n-A-C-F-m,m-g
39780705,2059,a-n-A-C-F-m,m-g
39769123,1818,a-n-A-C-F-m,m-g
39704121,2177,a-n-A-C-F-m,m-g
39784096,1999,a-n-A-C-F-m,m-g
39668760,1946,a-n-A-C-F-m,m-g
39722134,2021,a-n-A-C-F-m,m-g
39740383,2211,a-n-A-C-F-m,m-g
39756843,1894,a-n-A-C-F-m,m-g
39715375,2058,a-n-A-C-F-m,m-g
39767013,1863,a-n-A-C-F-m,m-g
39780489,1885,a-n-A-C-F-m,m-g
39798430,2024,a-n-A-C-F-m,m-g
39767576,2200,a-n-A-C-F-m,m-g
39681961,1996,a-n-A-C-F-s,m-g
39736549,1819,a-n-A-C-F-m,m-g
39769389,1942,a-n-A-C-F,m-g
39763286,1945,a-n-A-C-F-m,m-g
39734036,2219,a-n-A-C-F-m,m-g
39722310,1944,a-n-A-C-F-m,m-g
39788754,1886,a-n-A-C-F-m,m-g
39696227,1836,a-n-A-C-F-m,m-g
39671590,2033,a-n-A-C-F-m,m-g
39698571,1842,a-n-A-C-F-m,m-g
39779205,2230,a-n-A-C-F-m,m-g
39659958,2156,a-n-A-C-F-m,m-g
39660740,2208,a-n-A-C-F-m,m-g
39785429,2185,a-n-A-C-F-m,m-g
39806897,2028,a-n-A-C-F-m,m-g
39786691,2099,a-n-A-C-F-m,m-g
39772445,1796,a-n-A-C-F-m,m-g
39660473,1799,a-n-A-C-F-m,m-g
39772028,2174,a-n-A-C-F,m-g
39688111,1851,a-n-A-C-F-m,m-g
39784128,2101,a-n-A-C-F-m,m-g
39692384,2103,a-n-A-C-F-m,m-g
39687868,1811,a-n-A-C-F-m,m-g
39665145,1875,a-n-A-C-F-m,m-g
39784742,2137,a-n-A-C-F-m,m-g
39721127,2021,a-n-A-C-F-m,m-g
39804709,1820,a-n-A-C-F-m,m-g
39782537,1832,a-n-A-C-F-m,m-g
39728707,1883,a-n-A-C-F-m,m-g
39697528,1836,a-n-A-C-F-m,m-g
39777607,2146,a-n-A-C-F-m,m-g
39764435,2098,a-n-A-C-F-m,m-g
39780035,1968,a-n-A-C-F,m-g
39658884,2199,a-n-A-C-F-m,m-g
39711026,2058,a-n-A-C-F-m,m-g
39779365,2137,a-n-A-C-F-m,m-g
