name,id,cot_type,servertime
ICAO-AB856C,39769168,a-n-A-C-F-m,201705071925
AAF183,39692281,a-n-A-C-F-m,201705071710
AB4BA6,39688920,a-n-A-C-F-m,201705071705
A1AA24,39658691,a-n-A-C-F-m,201705071640
AD9712,39707006,a-n-A-C-F-m,201705071720
A2F591,39690077,a-n-A-C-F-m,201705071710
ICAO-4005C1,39774001,a-n-A-C-F,201705072030
A6A7DC,39657865,a-n-A-C-F-m,201705071635
A9B85B,39723949,a-n-A-C-F-m,201705071740
E80244,39680743,a-n-A-C-F-m,201705071700
C06A39,39792793,a-n-A-C-F-m,201705080845
AA60AF,39717186,a-n-A-C-F-m,201705071730
A12BCD,39728459,a-n-A-C-F-m,201705071745
ICAO-A364EA,39785754,a-n-A-C-F-m,201705080635
AA600A,39661811,a-n-A-C-F-m,201705071640
A4337C,39735803,a-n-A-C-F-m,201705071755
A9C5C5,39793584,a-n-A-C-F-m,201705080845
AA75EF,39724198,a-n-A-C-F-m,201705071740
A87904,39706878,a-n-A-C-F-m,201705071720
C06A39,39801324,a-n-A-C-F-m,201705080850
A3EE1F,39657075,a-n-A-C-F-m,201705071635
ICAO-48AE02,39770671,a-n-A-C-F,201705071945
A8A3CE,39735234,a-n-A-C-F-m,201705071755
A85119,39793731,a-n-A-C-F-m,201705080845
AACF19,39744001,a-n-A-C-F-m,201705071800
C06A39,39687923,a-n-A-C-F-m,201705071705
AD734A,39726266,a-n-A-C-F-m,201705071745
AB62F8,39798239,a-n-A-C-F-m,201705080850
ABF826,39694210,a-n-A-C-F-m,201705071710
AA75EF,39719675,a-n-A-C-F-m,201705071730
AA7C64,39720584,a-n-A-C-F-m,201705071735
C0410E,39731729,a-n-A-C-F-m,201705071750
AA7E7C,39677487,a-n-A-C-F-m,201705071655
A6A7DC,39661307,a-n-A-C-F-m,201705071640
ADE2B8,39803816,a-n-A-C-F-m,201705080850
A7FED0,39701092,a-n-A-C-F-m,201705071715
ICAO-A98F6A,39764538,a-n-A-C-F-m,201705071815
AA75EF,39723747,a-n-A-C-F-m,201705071740
A3EE1F,39657880,a-n-A-C-F-m,201705071635
AA75EF,39720435,a-n-A-C-F-m,201705071735
ICAO-4BB1C7,39721931,a-n-A-C-F,201705071735
ICAO-AA44AC,39768289,a-n-A-C-F-m,201705071910
A1D10C,39664060,a-n-A-C-F-m,201705071645
AA7E7C,39675559,a-n-A-C-F-m,201705071655
ICAO-738C07,39783554,a-n-A-C-F,201705080500
AA60AF,39714264,a-n-A-C-F-m,201705071725
ICAO-4CC27F,39764082,a-n-A-C-F,201705071810
ICAO-4005BA,39770904,a-n-A-C-F,201705071945
A35AAE,39717592,a-n-A-C-F-m,201705071730
A98ED9,39713382,a-n-A-C-F-m,201705071725
AA7C64,39716993,a-n-A-C-F-m,201705071730
ICAO-A3612A,39773690,a-n-A-C-F-m,201705072025
ICAO-020123,39657093,a-n-A-C-F,201705071635
AA600A,39663634,a-n-A-C-F-m,201705071645
ABA7B0,39661748,a-n-A-C-F-m,201705071640
ICAO-A0F828,39780604,a-n-A-C-F-m,201705072320
AB7B02,39672080,a-n-A-C-F-m,201705071655
A85119,39796361,a-n-A-C-F-m,201705080845
ICAO-AA8114,39771246,a-n-A-C-F-m,201705071950
A8A3CE,39731156,a-n-A-C-F-m,201705071750
ICAO-A98539,39768256,a-n-A-C-F-m,201705071910
ICAO-AD2445,39772337,a-n-A-C-F-m,201705072010
A6082F,39700989,a-n-A-C-F-m,201705071715
C06A39,39686861,a-n-A-C-F-m,201705071705
A63665,39680257,a-n-A-C-F-m,201705071700
A87904,39697819,a-n-A-C-F-m,201705071715
AD846F,39753916,a-n-A-C-F-m,201705071800
A80287,39755775,a-n-A-C-F-m,201705071805
C01EF7,39762116,a-n-A-C-F-m,201705071805
ABD19E,39661009,a-n-A-C-F-m,201705071640
3C7065,39802549,a-n-A-C-F-m,201705080850
AACF19,39742788,a-n-A-C-F-m,201705071755
ICAO-484369,39770389,a-n-A-C-F,201705071940
AA60AF,39710200,a-n-A-C-F-m,201705071720
A8A3CE,39727744,a-n-A-C-F-m,201705071745
A262A9,39676576,a-n-A-C-F-m,201705071655
ICAO-AB6800,39787920,a-n-A-C-F-m,201705080725
AB7B02,39672497,a-n-A-C-F-m,201705071655
42423F,39662277,a-n-A-C-F-m,201705071645
AB7B02,39667946,a-n-A-C-F-m,201705071650
ICAO-A6CB48,39703910,a-n-A-C-F-m,201705071720
ICAO-A71F24,39784595,a-n-A-C-F-m,201705080605
ICAO-A845F4,39791893,a-n-A-C-F-m,201705080840
AD734A,39724611,a-n-A-C-F-m,201705071740
A2F591,39686492,a-n-A-C-F-m,201705071705
AA60AF,39707804,a-n-A-C-F-m,201705071720
A0DDFB,39755412,a-n-A-C-F-m,201705071805
A65527,39703087,a-n-A-C-F-m,201705071715
AB1971,39703247,a-n-A-C-F-m,201705071715
AA6F46,39708478,a-n-A-C-F-m,201705071720
AD734A,39724577,a-n-A-C-F-m,201705071740
AD8BED,39730973,a-n-A-C-F-m,201705071750
A262A9,39680171,a-n-A-C-F-m,201705071700
A63665,39677488,a-n-A-C-F-m,201705071655
ICAO-A894F2,39786604,a-n-A-C-F-m,201705080655
A9C5C5,39800730,a-n-A-C-F-m,201705080850
AA8B40,39693936,a-n-A-C-F-m,201705071710
A84D62,39753345,a-n-A-C-F-m,201705071800
ICAO-A3C3E0,39776043,a-n-A-C-F-m,201705072055
AA60AF,39706829,a-n-A-C-F-m,201705071720
ICAO-A33B52,39786215,a-n-A-C-F-s,201705080640
ICAO-A4FDDB,39785768,a-n-A-C-F-m,201705080635
ACC3B4,39796379,a-n-A-C-F-m,201705080845
ICAO-A6FF58,39791065,a-n-A-C-F-s,201705080835
A63665,39684613,a-n-A-C-F-m,201705071705
A6082F,39701577,a-n-A-C-F-m,201705071715
A836FB,39671760,a-n-A-C-F-m,201705071655
AB7B02,39668886,a-n-A-C-F-m,201705071650
A87904,39703432,a-n-A-C-F-m,201705071715
A65527,39702806,a-n-A-C-F-m,201705071715
ICAO-A89D59,39778953,a-n-A-C-F-m,201705072240
A6082F,39697244,a-n-A-C-F-m,201705071715
ICAO-AB39F0,39768045,a-n-A-C-F-m,201705071910
A8299A,39670833,a-n-A-C-F-m,201705071650
A8C802,39663571,a-n-A-C-F-m,201705071645
A85119,39809065,a-n-A-C-F-m,201705080850
ICAO-4067F8,39775286,a-n-A-C-F,201705072040
AA8B40,39699445,a-n-A-C-F-m,201705071715
ICAO-AAABF6,39720181,a-n-A-C-F-m,201705071730
ICAO-A98F6A,39764907,a-n-A-C-F-m,201705071820
AAF183,39686713,a-n-A-C-F-m,201705071705
ICAO-A3612A,39765916,a-n-A-C-F-m,201705071840
A85FF5,39800027,a-n-A-C-F-m,201705080850
A2F591,39689277,a-n-A-C-F-m,201705071705
A2F591,39697151,a-n-A-C-F-m,201705071715
A8299A,39672059,a-n-A-C-F-m,201705071655
ACC3B4,39794240,a-n-A-C-F-m,201705080845
ACC3B4,39793833,a-n-A-C-F-m,201705080845
A9B85B,39726735,a-n-A-C-F-m,201705071745
ICAO-A98F6A,39774513,a-n-A-C-F-m,201705072035
ICAO-AB355C,39791501,a-n-A-C-F-m,201705080840
A66E52,39720077,a-n-A-C-F-m,201705071730
ICAO-A658DE,39683405,a-n-A-C-F-m,201705071700
A2F591,39696786,a-n-A-C-F-m,201705071715
A262A9,39674748,a-n-A-C-F-m,201705071655
A2F591,39684073,a-n-A-C-F-m,201705071705
AD2114,39730971,a-n-A-C-F-m,201705071750
AD8BED,39734370,a-n-A-C-F-m,201705071750
A9B85B,39722088,a-n-A-C-F-m,201705071735
ICAO-AB355C,39791622,a-n-A-C-F-m,201705080840
AD734A,39723458,a-n-A-C-F-m,201705071740
A66E52,39720016,a-n-A-C-F-m,201705071730
ICAO-06A0F6,39789127,a-n-A-C-F,201705080800
ICAO-3C4AA6,39783148,a-n-A-C-F,201705080335
A98ED9,39710881,a-n-A-C-F-m,201705071725
A3EE1F,39657742,a-n-A-C-F-m,201705071635
ICAO-4006AE,39777476,a-n-A-C-F,201705072150
A8913B,39698447,a-n-A-C-F-m,201705071715
AAF183,39687174,a-n-A-C-F-m,201705071705
ACC3B4,39802671,a-n-A-C-F-m,201705080850
A3FF61,39739701,a-n-A-C-F-m,201705071755
AACF19,39745660,a-n-A-C-F-m,201705071800
AB7B02,39668342,a-n-A-C-F-m,201705071650
ICAO-AC67F2,39766293,a-n-A-C-F-m,201705071845
A9B85B,39721217,a-n-A-C-F-m,201705071735
ICAO-AB355C,39791407,a-n-A-C-F-m,201705080840
A1D10C,39661942,a-n-A-C-F-m,201705071640
ABA7B0,39666300,a-n-A-C-F-m,201705071645
AA7E7C,39670247,a-n-A-C-F-m,201705071650
A12BCD,39728772,a-n-A-C-F-m,201705071745
ICAO-AB0A9D,39772071,a-n-A-C-F-m,201705072005
3C64EC,39721069,a-n-A-C-F-m,201705071735
A1D10C,39662693,a-n-A-C-F-m,201705071645
ICAO-AB5ADE,39691591,a-n-A-C-F-m,201705071710
AA7C64,39718455,a-n-A-C-F-m,201705071730
AA60AF,39717010,a-n-A-C-F-m,201705071730
A6082F,39697823,a-n-A-C-F-m,201705071715
AB62F8,39798939,a-n-A-C-F-m,201705080850
A403F4,39701510,a-n-A-C-F-m,201705071715
42423F,39664040,a-n-A-C-F-m,201705071645
A12BCD,39729874,a-n-A-C-F-m,201705071750
AACF19,39740262,a-n-A-C-F-m,201705071755
AA7E7C,39679350,a-n-A-C-F-m,201705071700
AA7E7C,39669834,a-n-A-C-F-m,201705071650
AD734A,39725757,a-n-A-C-F-m,201705071745
A8913B,39707207,a-n-A-C-F-m,201705071720
AD9712,39702004,a-n-A-C-F-m,201705071715
A2DCEE,39725077,a-n-A-C-F-m,201705071740
AACF19,39757849,a-n-A-C-F-m,201705071805
3C64EC,39721023,a-n-A-C-F-m,201705071735
AD734A,39723436,a-n-A-C-F-m,201705071740
AD846F,39736958,a-n-A-C-F-m,201705071755
A1AA24,39659187,a-n-A-C-F-m,201705071640
ICAO-A46CE1,39788332,a-n-A-C-F-m,201705080745
ICAO-AD6C3B,39765293,a-n-A-C-F-m,201705071825
AA600A,39661733,a-n-A-C-F-m,201705071640
A71EFA,39676561,a-n-A-C-F-m,201705071655
AACF19,39755110,a-n-A-C-F-m,201705071800
A7FED0,39707136,a-n-A-C-F-m,201705071720
A71EFA,39670287,a-n-A-C-F-m,201705071650
ICAO-A4460E,39787430,a-n-A-C-F-m,201705080720
ICAO-A98F6A,39774949,a-n-A-C-F-m,201705072035
A66E52,39717308,a-n-A-C-F-m,201705071730
A2DCEE,39725559,a-n-A-C-F-m,201705071745
ICAO-AA931D,39719426,a-n-A-C-F-m,201705071730
ICAO-A24CE0,39717635,a-n-A-C-F-m,201705071730
A8913B,39701822,a-n-A-C-F-m,201705071715
A2DCEE,39722771,a-n-A-C-F-m,201705071740
AB23B5,39714650,a-n-A-C-F-m,201705071725
A8A3CE,39728447,a-n-A-C-F-m,201705071745
ICAO-A88E71,39662430,a-n-A-C-F-m,201705071645
A836FB,39674426,a-n-A-C-F-m,201705071655
AA600A,39668338,a-n-A-C-F-m,201705071650
ICAO-AB4FD4,39719337,a-n-A-C-F-m,201705071730
ICAO-A364EA,39730206,a-n-A-C-F-m,201705071750
ICAO-A3612A,39773769,a-n-A-C-F-m,201705072025
ACC3B4,39805089,a-n-A-C-F-m,201705080850
AD734A,39722060,a-n-A-C-F-m,201705071735
ICAO-A14BDE,39766962,a-n-A-C-F-m,201705071855
ABA7B0,39664096,a-n-A-C-F-m,201705071645
A6082F,39698249,a-n-A-C-F-m,201705071715
ICAO-4067F8,39775203,a-n-A-C-F,201705072040
ICAO-A845F4,39791806,a-n-A-C-F-m,201705080840
A7FED0,39696705,a-n-A-C-F-m,201705071715
E80244,39680026,a-n-A-C-F-m,201705071700
A7ED31,39666785,a-n-A-C-F-m,201705071650
A63665,39681882,a-n-A-C-F-m,201705071700
C0193B,39728359,a-n-A-C-F-m,201705071745
A3FF61,39731913,a-n-A-C-F-m,201705071750
A63665,39683115,a-n-A-C-F-m,201705071700
AA600A,39667517,a-n-A-C-F-m,201705071650
A836FB,39674810,a-n-A-C-F-m,201705071655
A1AA24,39658798,a-n-A-C-F-m,201705071640
ICAO-A364EA,39785622,a-n-A-C-F-m,201705080635
A71EFA,39675214,a-n-A-C-F-m,201705071655
ICAO-A8AEF3,39772668,a-n-A-C-F-m,201705072015
A84D62,39752037,a-n-A-C-F-m,201705071800
A8A3CE,39726051,a-n-A-C-F-m,201705071745
ICAO-A0B550,39785024,a-n-A-C-F-m,201705080620
A2F591,39691643,a-n-A-C-F-m,201705071710
ICAO-ADA5EE,39770496,a-n-A-C-F-m,201705071940
A2F591,39685761,a-n-A-C-F-m,201705071705
ICAO-738042,39783461,a-n-A-C-F,201705080440
A98ED9,39719545,a-n-A-C-F-m,201705071730
ICAO-A491FB,39781828,a-n-A-C-F-m,201705072355
A836FB,39684363,a-n-A-C-F-m,201705071705
AA6F46,39705510,a-n-A-C-F-m,201705071720
AA75EF,39721665,a-n-A-C-F-m,201705071735
A43EA6,39683952,a-n-A-C-F-m,201705071705
ICAO-A77B35,39774981,a-n-A-C-F-m,201705072035
ABE42C,39670567,a-n-A-C-F-m,201705071650
A836FB,39672401,a-n-A-C-F-m,201705071655
ICAO-A2A77B,39787478,a-n-A-C-F-m,201705080720
A3FF61,39735765,a-n-A-C-F-m,201705071755
E80244,39679349,a-n-A-C-F-m,201705071700
ICAO-AA93C9,39789875,a-n-A-C-F-m,201705080810
C01EF7,39756199,a-n-A-C-F-m,201705071805
AA7C64,39718024,a-n-A-C-F-m,201705071730
ICAO-A16EC2,39777606,a-n-A-C-F-m,201705072205
A63665,39683164,a-n-A-C-F-m,201705071700
A8A3CE,39728780,a-n-A-C-F-m,201705071745
A2F591,39686962,a-n-A-C-F-m,201705071705
A35AAE,39712909,a-n-A-C-F-m,201705071725
ICAO-AAABF6,39771275,a-n-A-C-F-m,201705071950
AB62F8,39792536,a-n-A-C-F-m,201705080845
A66E52,39719267,a-n-A-C-F-m,201705071730
A87904,39694915,a-n-A-C-F-m,201705071710
A4337C,39735253,a-n-A-C-F-m,201705071755
ABD19E,39661332,a-n-A-C-F-m,201705071640
AB5BF0,39735418,a-n-A-C-F-m,201705071755
AA7C64,39719707,a-n-A-C-F-m,201705071730
ICAO-A4322C,39678446,a-n-A-C-F-s,201705071700
ICAO-A4322C,39675447,a-n-A-C-F-s,201705071655
ICAO-AAABF6,39719240,a-n-A-C-F-m,201705071730
A87904,39697630,a-n-A-C-F-m,201705071715
A3EE1F,39658178,a-n-A-C-F-m,201705071635
C06A39,39685500,a-n-A-C-F-m,201705071705
A2F591,39683559,a-n-A-C-F-m,201705071700
ICAO-A14BDE,39790517,a-n-A-C-F-m,201705080825
AA8B40,39691892,a-n-A-C-F-m,201705071710
A6A7DC,39658145,a-n-A-C-F-m,201705071635
A791C0,39763017,a-n-A-C-F-m,201705071810
AD846F,39754469,a-n-A-C-F-m,201705071800
A791C0,39763551,a-n-A-C-F-m,201705071810
A4337C,39735340,a-n-A-C-F-m,201705071755
ICAO-A86605,39784041,a-n-A-C-F-m,201705080550
AACF19,39758422,a-n-A-C-F-m,201705071805
ABA7B0,39664389,a-n-A-C-F-m,201705071645
ICAO-AAABF6,39770960,a-n-A-C-F-m,201705071945
AB62F8,39796492,a-n-A-C-F-m,201705080845
ICAO-8960E3,39764214,a-n-A-C-F,201705071815
A85119,39800373,a-n-A-C-F-m,201705080850
AD8BED,39735752,a-n-A-C-F-m,201705071755
A8A3CE,39726193,a-n-A-C-F-m,201705071745
A8A3CE,39728141,a-n-A-C-F-m,201705071745
ICAO-A3612A,39765887,a-n-A-C-F-m,201705071840
A8A3CE,39735549,a-n-A-C-F-m,201705071755
ICAO-AACFBE,39770426,a-n-A-C-F-m,201705071940
A0DDFB,39755902,a-n-A-C-F-m,201705071805
C06A39,39684842,a-n-A-C-F-m,201705071705
A7ED31,39667890,a-n-A-C-F-m,201705071650
A12BCD,39729173,a-n-A-C-F-m,201705071745
AA60AF,39711458,a-n-A-C-F-m,201705071725
A7ED31,39677971,a-n-A-C-F-m,201705071655
AB4BA6,39688794,a-n-A-C-F-m,201705071705
C0193B,39733162,a-n-A-C-F-m,201705071750
AD9712,39701464,a-n-A-C-F-m,201705071715
A98ED9,39718276,a-n-A-C-F-m,201705071730
AA8B40,39700596,a-n-A-C-F-m,201705071715
ICAO-A6CA7F,39687012,a-n-A-C-F-m,201705071705
AA7C64,39720346,a-n-A-C-F-m,201705071735
ICAO-4242F4,39790045,a-n-A-C-F,201705080815
ICAO-4CAAFB,39763825,a-n-A-C-F,201705071810
ICAO-A1AA24,39782468,a-n-A-C-F-m,201705080030
ICAO-AA6B9D,39773325,a-n-A-C-F-m,201705072020
ICAO-4006A8,39776769,a-n-A-C-F,201705072130
A35AAE,39792966,a-n-A-C-F-m,201705080845
ICAO-A11F5A,39781676,a-n-A-C-F-m,201705072350
C06A39,39794493,a-n-A-C-F-m,201705080845
ICAO-3C7201,39768394,a-n-A-C-F,201705071910
ICAO-ADC532,39782254,a-n-A-C-F-m,201705080025
ICAO-AA2BA4,39786316,a-n-A-C-F-m,201705080645
A6FA94,39665327,a-n-A-C-F-m,201705071645
ICAO-AA4548,39768554,a-n-A-C-F-m,201705071910
A3EE1F,39657916,a-n-A-C-F-m,201705071635
ICAO-4B1884,39769428,a-n-A-C-F,201705071930
A6F00D,39798066,a-n-A-C-F-m,201705080850
ICAO-400580,39778725,a-n-A-C-F,201705072235
ICAO-A98F6A,39764844,a-n-A-C-F-m,201705071820
AA8B40,39687799,a-n-A-C-F-m,201705071705
C0193B,39727196,a-n-A-C-F-m,201705071745
E80244,39684826,a-n-A-C-F-m,201705071705
A2DCEE,39728113,a-n-A-C-F-m,201705071745
ICAO-34520B,39722400,a-n-A-C-F,201705071740
ICAO-A86605,39784238,a-n-A-C-F-m,201705080550
AA60AF,39711347,a-n-A-C-F-m,201705071725
AA60AF,39709886,a-n-A-C-F-m,201705071720
A3FF61,39738627,a-n-A-C-F-m,201705071755
C06A39,39681800,a-n-A-C-F-m,201705071700
C01EF7,39762278,a-n-A-C-F-m,201705071810
ABA7B0,39667677,a-n-A-C-F-m,201705071650
A836FB,39677947,a-n-A-C-F-m,201705071655
A791C0,39761511,a-n-A-C-F-m,201705071805
ICAO-A46CE1,39657534,a-n-A-C-F-m,201705071635
AD9712,39710641,a-n-A-C-F-m,201705071725
A2F591,39689131,a-n-A-C-F-m,201705071705
A6A7DC,39661540,a-n-A-C-F-m,201705071640
ICAO-A8FC06,39780814,a-n-A-C-F-m,201705072335
ICAO-A92171,39770218,a-n-A-C-F-m,201705071940
ICAO-4B1884,39779621,a-n-A-C-F,201705072250
AA7C64,39716741,a-n-A-C-F-m,201705071730
ICAO-3C6561,39780949,a-n-A-C-F,201705072340
AD4F72,39805745,a-n-A-C-F-m,201705080850
A63665,39685038,a-n-A-C-F-m,201705071705
A8A3CE,39731607,a-n-A-C-F-m,201705071750
ICAO-40073D,39780650,a-n-A-C-F,201705072325
A3EE1F,39657494,a-n-A-C-F-m,201705071635
A2F591,39683163,a-n-A-C-F-m,201705071700
AB62F8,39798417,a-n-A-C-F-m,201705080850
AA60AF,39713466,a-n-A-C-F-m,201705071725
ICAO-400F63,39778404,a-n-A-C-F,201705072230
AD734A,39722807,a-n-A-C-F-m,201705071740
ICAO-A4322C,39679099,a-n-A-C-F-s,201705071700
ICAO-A14BDE,39790590,a-n-A-C-F-m,201705080825
AD8C4C,39753426,a-n-A-C-F-m,201705071800
AA7C64,39720992,a-n-A-C-F-m,201705071735
ACCA88,39803678,a-n-A-C-F-m,201705080850
A98ED9,39712706,a-n-A-C-F-m,201705071725
AD734A,39723104,a-n-A-C-F-m,201705071740
A2F591,39690936,a-n-A-C-F-m,201705071710
ICAO-A3612A,39773678,a-n-A-C-F-m,201705072025
ICAO-A6FF58,39791179,a-n-A-C-F-s,201705080835
ICAO-4B1884,39769262,a-n-A-C-F,201705071930
ICAO-A364EA,39785594,a-n-A-C-F-m,201705080635
A12BCD,39726484,a-n-A-C-F-m,201705071745
C06A39,39681182,a-n-A-C-F-m,201705071700
AD4F72,39806130,a-n-A-C-F-m,201705080850
AA60AF,39716762,a-n-A-C-F-m,201705071730
ICAO-A3612A,39773594,a-n-A-C-F-m,201705072025
A4337C,39732728,a-n-A-C-F-m,201705071750
ICAO-A88E71,39660526,a-n-A-C-F-m,201705071640
A71EFA,39674464,a-n-A-C-F-m,201705071655
ICAO-4BA893,39782886,a-n-A-C-F,201705080210
AA60AF,39706946,a-n-A-C-F-m,201705071720
ICAO-A98F6A,39774624,a-n-A-C-F-m,201705072035
ICAO-06A0F9,39789685,a-n-A-C-F,201705080810
ICAO-C05F54,39737190,a-n-A-C-F,201705071755
A0DDFB,39756126,a-n-A-C-F-m,201705071805
A7FED0,39702109,a-n-A-C-F-m,201705071715
345241,39762007,a-n-A-C-F-m,201705071805
A3FF61,39733817,a-n-A-C-F-m,201705071750
ICAO-4BA893,39782709,a-n-A-C-F,201705080205
A2F591,39687222,a-n-A-C-F-m,201705071705
A8A3CE,39732649,a-n-A-C-F-m,201705071750
AD9712,39709811,a-n-A-C-F-m,201705071720
A654CB,39729924,a-n-A-C-F-m,201705071750
AD8C4C,39760266,a-n-A-C-F-m,201705071805
AD8BED,39732324,a-n-A-C-F-m,201705071750
AA6F46,39714652,a-n-A-C-F-m,201705071725
A9C5C5,39797929,a-n-A-C-F-m,201705080850
A2DCEE,39726363,a-n-A-C-F-m,201705071745
AA56B6,39713910,a-n-A-C-F-m,201705071725
ICAO-A1804C,39785087,a-n-A-C-F-m,201705080625
ICAO-A364EA,39733835,a-n-A-C-F-m,201705071750
C0193B,39733042,a-n-A-C-F-m,201705071750
A9B85B,39724972,a-n-A-C-F-m,201705071740
ICAO-A71F24,39784558,a-n-A-C-F-m,201705080605
A1D10C,39660412,a-n-A-C-F-m,201705071640
3C64EC,39716932,a-n-A-C-F-m,201705071730
AA8B40,39693873,a-n-A-C-F-m,201705071710
A3FF61,39732400,a-n-A-C-F-m,201705071750
A45091,39757690,a-n-A-C-F-m,201705071805
ACC3B4,39793324,a-n-A-C-F-m,201705080845
ICAO-A98539,39768168,a-n-A-C-F-m,201705071910
ICAO-AB355C,39791243,a-n-A-C-F-m,201705080835
ICAO-A894F2,39786631,a-n-A-C-F-m,201705080655
ICAO-A2A77B,39787555,a-n-A-C-F-m,201705080720
AA8B40,39692071,a-n-A-C-F-m,201705071710
A6082F,39699322,a-n-A-C-F-m,201705071715
ICAO-A364EA,39734377,a-n-A-C-F-m,201705071750
A8913B,39705652,a-n-A-C-F-m,201705071720
42423F,39661806,a-n-A-C-F-m,201705071640
AB7B02,39669381,a-n-A-C-F-m,201705071650
AA60AF,39712830,a-n-A-C-F-m,201705071725
AB7B02,39670239,a-n-A-C-F-m,201705071650
ICAO-A8C4D8,39777314,a-n-A-C-F-m,201705072145
A87904,39709912,a-n-A-C-F-m,201705071720
A2DCEE,39725271,a-n-A-C-F-m,201705071745
ABF826,39696073,a-n-A-C-F-m,201705071710
A45091,39744133,a-n-A-C-F-m,201705071800
A84D62,39755605,a-n-A-C-F-m,201705071805
ICAO-06A0F9,39789717,a-n-A-C-F,201705080810
A8299A,39673927,a-n-A-C-F-m,201705071655
ICAO-A1D18F,39770722,a-n-A-C-F-m,201705071945
ICAO-8960E3,39764255,a-n-A-C-F,201705071815
ICAO-AA4548,39768436,a-n-A-C-F-m,201705071910
A6FA94,39666290,a-n-A-C-F-m,201705071645
C01EF7,39761347,a-n-A-C-F-m,201705071805
AA8B40,39691445,a-n-A-C-F-m,201705071710
AB62F8,39797710,a-n-A-C-F-m,201705080850
AB00CE,39657045,a-n-A-C-F-m,201705071635
A2F591,39692060,a-n-A-C-F-m,201705071710
ICAO-A1C9CD,39768450,a-n-A-C-F-m,201705071910
ICAO-A98539,39768451,a-n-A-C-F-m,201705071910
ICAO-A0B550,39784783,a-n-A-C-F-m,201705080615
ACC3B4,39800476,a-n-A-C-F-m,201705080850
ABD19E,39658679,a-n-A-C-F-m,201705071640
A63665,39682887,a-n-A-C-F-m,201705071700
ICAO-3C6518,39776489,a-n-A-C-F,201705072120
ICAO-4D20B7,39771113,a-n-A-C-F,201705071950
ICAO-780F4C,39777839,a-n-A-C-F,201705072210
A2DCEE,39725207,a-n-A-C-F-m,201705071740
ICAO-AB2AE1,39781957,a-n-A-C-F-m,201705080000
A2F591,39682576,a-n-A-C-F-m,201705071700
ICAO-A2FBEC,39775841,a-n-A-C-F-m,201705072050
A63665,39682899,a-n-A-C-F-m,201705071700
AA60AF,39709636,a-n-A-C-F-m,201705071720
ICAO-AAABF6,39771029,a-n-A-C-F-m,201705071950
A48681,39698730,a-n-A-C-F-m,201705071715
A791C0,39763058,a-n-A-C-F-m,201705071810
A84D62,39754475,a-n-A-C-F-m,201705071800
A2F591,39686108,a-n-A-C-F-m,201705071705
ICAO-A364EA,39732381,a-n-A-C-F-m,201705071750
ICAO-AB856C,39769065,a-n-A-C-F-m,201705071925
C0193B,39729188,a-n-A-C-F-m,201705071745
A9C5C5,39795048,a-n-A-C-F-m,201705080845
AA56B6,39709841,a-n-A-C-F-m,201705071720
ICAO-A845F4,39792066,a-n-A-C-F-m,201705080840
ICAO-A364EA,39733262,a-n-A-C-F-m,201705071750
