id,source_id,cot_type
39728203,2219,a-n-A-C-F-m
39740289,2232,a-n-A-C-F-m
39722978,2021,a-n-A-C-F-m
39803439,2078,a-n-A-C-F-m
39771255,2071,a-n-A-C-F
39794691,1915,a-n-A-C-F-m
39768972,2206,a-n-A-C-F-m
39771258,2050,a-n-A-C-F-m
39688144,1851,a-n-A-C-F-m
39674788,1943,a-n-A-C-F-m
39788176,2045,a-n-A-C-F-m
39760346,2220,a-n-A-C-F-m
39800267,2142,a-n-A-C-F-m
39669401,2033,a-n-A-C-F-m
39780196,1963,a-n-A-C-F-m
39701604,2112,a-n-A-C-F-m
39667269,2005,a-n-A-C-F-m
39723906,1944,a-n-A-C-F-m
39765634,1933,a-n-A-C-F
39688378,2016,a-n-A-C-F-m
39785805,2221,a-n-A-C-F-m
39778294,1871,a-n-A-C-F
39708652,2037,a-n-A-C-F-m
39674852,2046,a-n-A-C-F-m
39792536,1971,a-n-A-C-F-m
39774026,1815,a-n-A-C-F
39778326,1871,a-n-A-C-F
39735809,2232,a-n-A-C-F-m
39782038,2065,a-n-A-C-F
39764182,2148,a-n-A-C-F
39782836,1899,a-n-A-C-F
39793660,1824,a-n-A-C-F-m
39662137,1830,a-n-A-C-F-m
39738618,1847,a-n-A-C-F-m
39658935,1830,a-n-A-C-F-m
39733386,1847,a-n-A-C-F-m
39683210,1851,a-n-A-C-F-m
39664760,2005,a-n-A-C-F-m
39712388,1948,a-n-A-C-F-m
39710260,2180,a-n-A-C-F-m
39693613,2048,a-n-A-C-F-m
39755790,1959,a-n-A-C-F-m
39790629,1818,a-n-A-C-F-m
39762074,1945,a-n-A-C-F-m
39722430,2021,a-n-A-C-F-m
39773196,2070,a-n-A-C-F-m
39719194,2167,a-n-A-C-F-m
39707745,2145,a-n-A-C-F-m
39710222,1795,a-n-A-C-F-m
39672218,1964,a-n-A-C-F-m
39719483,2125,a-n-A-C-F-m
39727554,1883,a-n-A-C-F-m
39800367,1971,a-n-A-C-F-m
39794756,2226,a-n-A-C-F-m
39717224,1795,a-n-A-C-F-m
39760295,2186,a-n-A-C-F-m
39780799,1992,a-n-A-C-F-m
39724017,1861,a-n-A-C-F-m
39788951,2088,a-n-A-C-F
39696263,2151,a-n-A-C-F-m
39682231,1851,a-n-A-C-F-m
39721194,1998,a-n-A-C-F-m
39659361,2135,a-n-A-C-F-m
39800369,2226,a-n-A-C-F-m
39786180,1891,a-n-A-C-F-m
39717117,1903,a-n-A-C-F-m
39722880,1998,a-n-A-C-F-m
39719463,1998,a-n-A-C-F-m
39698038,2048,a-n-A-C-F-m
39771394,2130,a-n-A-C-F
39788739,1886,a-n-A-C-F-m
39657256,1935,a-n-A-C-F-m
39772046,2174,a-n-A-C-F
39793944,2226,a-n-A-C-F-m
39775393,1900,a-n-A-C-F
39677611,2046,a-n-A-C-F-m
39726216,1861,a-n-A-C-F-m
39719813,1966,a-n-A-C-F-m
39658868,2135,a-n-A-C-F-m
39675827,1943,a-n-A-C-F-m
39782772,1899,a-n-A-C-F
39725458,1909,a-n-A-C-F-m
39748411,1894,a-n-A-C-F-m
39724046,1879,a-n-A-C-F-m
39716990,2167,a-n-A-C-F-m
39766001,1916,a-n-A-C-F-m
39781443,2051,a-n-A-C-F
39729407,1819,a-n-A-C-F-m
39768019,2061,a-n-A-C-F-m
39701103,2177,a-n-A-C-F-m
39767161,1789,a-n-A-C-F-m
39758585,2186,a-n-A-C-F-m
39776062,2235,a-n-A-C-F-m
39759322,2220,a-n-A-C-F-m
39711035,1796,a-n-A-C-F-m
39766188,1888,a-n-A-C-F-m
39666416,2005,a-n-A-C-F-m
39724025,1879,a-n-A-C-F-m
39700072,2151,a-n-A-C-F-m
39760773,1959,a-n-A-C-F-m
39733216,2211,a-n-A-C-F-m
39772217,1796,a-n-A-C-F-m
39774988,2055,a-n-A-C-F-m
39778376,2213,a-n-A-C-F
39755216,1894,a-n-A-C-F-m
39764793,2160,a-n-A-C-F
39772011,2174,a-n-A-C-F
39765610,1933,a-n-A-C-F
39733255,1847,a-n-A-C-F-m
39788049,2045,a-n-A-C-F-m
39695256,1965,a-n-A-C-F-m
39720836,2021,a-n-A-C-F-m
39778780,2148,a-n-A-C-F
39777389,2194,a-n-A-C-F
39792929,2147,a-n-A-C-F-m
39727468,2219,a-n-A-C-F-m
39792109,2214,a-n-A-C-F-m
39684568,1811,a-n-A-C-F-m
39765594,1933,a-n-A-C-F
39692496,1965,a-n-A-C-F-m
39705494,2037,a-n-A-C-F-m
39723088,1944,a-n-A-C-F-m
39723723,1944,a-n-A-C-F-m
39671385,1882,a-n-A-C-F-m
39727146,1879,a-n-A-C-F-m
39684523,2073,a-n-A-C-F-m
39769585,1865,a-n-A-C-F
39792907,2226,a-n-A-C-F-m
39794455,2178,a-n-A-C-F-m
39715466,1948,a-n-A-C-F-m
39783939,2069,a-n-A-C-F-m
39709752,1795,a-n-A-C-F-m
39797473,2226,a-n-A-C-F-m
39708364,1948,a-n-A-C-F-m
39778910,1977,a-n-A-C-F
39663324,2208,a-n-A-C-F-m
39724082,1861,a-n-A-C-F-m
39663661,2005,a-n-A-C-F-m
39677092,2184,a-n-A-C-F-m
39671379,1964,a-n-A-C-F-m
39686563,2107,a-n-A-C-F-m
39805761,2226,a-n-A-C-F-m
39808837,2226,a-n-A-C-F-m
39692440,1811,a-n-A-C-F-m
39682427,1851,a-n-A-C-F-m
39762156,2000,a-n-A-C-F-m
39740899,1894,a-n-A-C-F-m
39684093,2073,a-n-A-C-F-m
39683793,1811,a-n-A-C-F-m
39803441,2178,a-n-A-C-F-m
39774294,1848,a-n-A-C-F-m
39711974,2001,a-n-A-C-F-m
39777439,2207,a-n-A-C-F
39703505,2143,a-n-A-C-F-m
39667375,2033,a-n-A-C-F-m
39782739,1899,a-n-A-C-F
39717701,2167,a-n-A-C-F-m
39775061,2063,a-n-A-C-F-m
39724822,1944,a-n-A-C-F-m
39767351,1863,a-n-A-C-F-m
39726583,1879,a-n-A-C-F-m
39724766,1953,a-n-A-C-F
39661494,1975,a-n-A-C-F-m
39701180,2217,a-n-A-C-F-m
39710359,2217,a-n-A-C-F-m
39709937,1903,a-n-A-C-F-m
39728407,2219,a-n-A-C-F-m
39772331,2014,a-n-A-C-F-m
39766202,1888,a-n-A-C-F-m
39713846,1903,a-n-A-C-F-m
39717144,2001,a-n-A-C-F-m
39720251,2196,a-n-A-C-F-m
39679366,2184,a-n-A-C-F-m
39718303,1966,a-n-A-C-F-m
39729763,1819,a-n-A-C-F-m
39769392,1865,a-n-A-C-F
39669945,2210,a-n-A-C-F-m
39718944,2167,a-n-A-C-F-m
39693374,2107,a-n-A-C-F-m
39789206,2229,a-n-A-C-F-m
39662659,2208,a-n-A-C-F-m
39695773,1842,a-n-A-C-F-m
39668361,2033,a-n-A-C-F-m
39721890,1998,a-n-A-C-F-m
39755854,2094,a-n-A-C-F-m
39759569,2186,a-n-A-C-F-m
39682008,1943,a-n-A-C-F-m
39766940,1789,a-n-A-C-F-m
39764523,1848,a-n-A-C-F-m
39685278,1811,a-n-A-C-F-m
39705547,2218,a-n-A-C-F-m
39777631,2146,a-n-A-C-F-m
39727116,1883,a-n-A-C-F-m
39673246,2046,a-n-A-C-F-m
39666628,2005,a-n-A-C-F-m
39802149,2178,a-n-A-C-F-m
39768620,1864,a-n-A-C-F-m
39726945,1861,a-n-A-C-F-m
39728346,1909,a-n-A-C-F-m
39730931,1847,a-n-A-C-F-m
39665314,2208,a-n-A-C-F-m
39793625,1903,a-n-A-C-F-m
39664724,1946,a-n-A-C-F-m
39705212,2001,a-n-A-C-F-m
39724112,1861,a-n-A-C-F-m
39772944,2192,a-n-A-C-F-m
39691346,1965,a-n-A-C-F-m
39763005,2094,a-n-A-C-F-m
39787963,2045,a-n-A-C-F-m
39760556,2035,a-n-A-C-F-m
39711889,1993,a-n-A-C-F-m
39713936,1795,a-n-A-C-F-m
39771352,2130,a-n-A-C-F
39719333,1998,a-n-A-C-F-m
39694382,1836,a-n-A-C-F-m
39671076,2064,a-n-A-C-F-m
39723851,1879,a-n-A-C-F-m
39797908,1820,a-n-A-C-F-m
39719841,1966,a-n-A-C-F-m
39779067,1977,a-n-A-C-F
39688400,2103,a-n-A-C-F-m
39715062,1948,a-n-A-C-F-m
39669063,2033,a-n-A-C-F-m
39792663,2062,a-n-A-C-F-m
39662790,2005,a-n-A-C-F-m
39769141,2206,a-n-A-C-F-m
39779367,2004,a-n-A-C-F-m
39718853,1966,a-n-A-C-F-m
39670719,1964,a-n-A-C-F-m
39686463,1965,a-n-A-C-F-m
39733320,2221,a-n-A-C-F-m
39764742,1848,a-n-A-C-F-m
39732335,2219,a-n-A-C-F-m
39713373,1948,a-n-A-C-F-m
39673171,1964,a-n-A-C-F-m
39694654,1811,a-n-A-C-F-m
39709292,1948,a-n-A-C-F-m
39724633,1861,a-n-A-C-F-m
39724579,1861,a-n-A-C-F-m
39691818,1965,a-n-A-C-F-m
39657784,2199,a-n-A-C-F-m
39772703,2192,a-n-A-C-F-m
39764334,2165,a-n-A-C-F
39719397,2021,a-n-A-C-F-m
39792060,2214,a-n-A-C-F-m
39675994,1826,a-n-A-C-F-m
39779597,2230,a-n-A-C-F-m
39771492,2071,a-n-A-C-F
39714715,1948,a-n-A-C-F-m
39735237,1847,a-n-A-C-F-m
39666137,2033,a-n-A-C-F-m
39731917,1819,a-n-A-C-F-m
39744826,1896,a-n-A-C-F-m
39771718,2130,a-n-A-C-F
39681018,1851,a-n-A-C-F-m
39782777,1899,a-n-A-C-F
39681619,2184,a-n-A-C-F-m
39765012,2049,a-n-A-C-F
39717459,1903,a-n-A-C-F-m
39734632,1847,a-n-A-C-F-m
39764078,2098,a-n-A-C-F-m
39684596,1811,a-n-A-C-F-m
39774916,1848,a-n-A-C-F-m
39720460,1998,a-n-A-C-F-m
39796369,2142,a-n-A-C-F-m
39780398,1963,a-n-A-C-F-m
39696137,1842,a-n-A-C-F-m
39659512,1830,a-n-A-C-F-m
39788391,2031,a-n-A-C-F-m
39735990,2211,a-n-A-C-F-m
39708288,2037,a-n-A-C-F-m
39711282,1903,a-n-A-C-F-m
39796920,1820,a-n-A-C-F-m
39719719,1966,a-n-A-C-F-m
39765156,1790,a-n-A-C-F
39798865,2024,a-n-A-C-F-m
39681174,1943,a-n-A-C-F-m
39704907,2048,a-n-A-C-F-m
39679238,2064,a-n-A-C-F-m
39770488,2106,a-n-A-C-F-m
39782449,1840,a-n-A-C-F-m
39707004,2218,a-n-A-C-F-m
39786824,2099,a-n-A-C-F-m
39790298,2080,a-n-A-C-F-m
39771009,2050,a-n-A-C-F-m
39736144,1847,a-n-A-C-F-m
39657971,2199,a-n-A-C-F-m
39672816,2064,a-n-A-C-F-m
39714170,2118,a-n-A-C-F-m
39667204,1878,a-n-A-C-F-m
39712335,1903,a-n-A-C-F-m
39717873,2167,a-n-A-C-F-m
39664875,2208,a-n-A-C-F-m
39686211,2073,a-n-A-C-F-m
39659387,1830,a-n-A-C-F-m
39743981,1880,a-n-A-C-F-m
39757678,1880,a-n-A-C-F-m
39734345,1978,a-n-A-C-F-m
39696844,2048,a-n-A-C-F-m
39792336,1971,a-n-A-C-F-m
39734004,1847,a-n-A-C-F-m
39716192,1948,a-n-A-C-F-m
39712565,1903,a-n-A-C-F-m
39734114,1847,a-n-A-C-F-m
39658821,1830,a-n-A-C-F-m
39677574,2184,a-n-A-C-F-m
39690494,2103,a-n-A-C-F-m
39710729,2074,a-n-A-C-F
39678837,2046,a-n-A-C-F-m
39757610,1894,a-n-A-C-F-m
39664182,2005,a-n-A-C-F-m
39674602,1943,a-n-A-C-F-m
39780358,1963,a-n-A-C-F-m
39764159,2049,a-n-A-C-F
39750587,1945,a-n-A-C-F-m
39735240,1819,a-n-A-C-F-m
39693392,2107,a-n-A-C-F-m
39733495,2219,a-n-A-C-F-m
39803330,2142,a-n-A-C-F-m
39770049,2120,a-n-A-C-F-m
39771487,1928,a-n-A-C-F
39794363,2147,a-n-A-C-F-m
39723112,1944,a-n-A-C-F-m
39780008,1968,a-n-A-C-F
39731116,2029,a-n-A-C-F-m
39680324,1943,a-n-A-C-F-m
39684002,2053,a-n-A-C-F-m
39672632,2184,a-n-A-C-F-m
39798868,2078,a-n-A-C-F-m
39767336,1863,a-n-A-C-F-m
39759987,2009,a-n-A-C-F-m
39724758,1861,a-n-A-C-F-m
39789272,2229,a-n-A-C-F-m
39676850,2184,a-n-A-C-F-m
39686534,1965,a-n-A-C-F-m
39679832,1943,a-n-A-C-F-m
39791768,1970,a-n-A-C-F-m
39779966,1968,a-n-A-C-F
39673296,2064,a-n-A-C-F-m
39664170,2005,a-n-A-C-F-m
39726562,1969,a-n-A-C-F-m
39693814,1825,a-n-A-C-F-m
39700807,1825,a-n-A-C-F-m
39735398,2211,a-n-A-C-F-m
39659985,2208,a-n-A-C-F-m
39709895,1931,a-n-A-C-F-m
39769248,1865,a-n-A-C-F
39660692,1830,a-n-A-C-F-m
39718800,1903,a-n-A-C-F-m
39715207,1966,a-n-A-C-F-m
39699337,2016,a-n-A-C-F-m
39686508,2073,a-n-A-C-F-m
39716361,1795,a-n-A-C-F-m
39700161,2048,a-n-A-C-F-m
39795674,2178,a-n-A-C-F-m
39711975,2177,a-n-A-C-F-m
39666767,1964,a-n-A-C-F-m
39793241,2226,a-n-A-C-F-m
39676128,1964,a-n-A-C-F-m
39680930,1851,a-n-A-C-F-m
39782148,2065,a-n-A-C-F
39681538,1811,a-n-A-C-F-m
39778626,1859,a-n-A-C-F
39729110,1843,a-n-A-C-F-m
39714721,1948,a-n-A-C-F-m
39735564,2221,a-n-A-C-F-m
39664899,2005,a-n-A-C-F-m
39720769,1966,a-n-A-C-F-m
39774425,1848,a-n-A-C-F-m
39726252,1969,a-n-A-C-F-m
39775789,1853,a-n-A-C-F
39705672,2112,a-n-A-C-F-m
39777598,2146,a-n-A-C-F-m
39768436,1821,a-n-A-C-F-m
39759913,2220,a-n-A-C-F-m
39667741,1964,a-n-A-C-F-m
39679589,1943,a-n-A-C-F-m
39672057,1946,a-n-A-C-F-m
39762316,1945,a-n-A-C-F-m
39734496,2211,a-n-A-C-F-m
39792407,1851,a-n-A-C-F-m
39726566,1861,a-n-A-C-F-m
39716645,1795,a-n-A-C-F-m
39778981,2095,a-n-A-C-F-m
39711192,1795,a-n-A-C-F-m
39769018,2206,a-n-A-C-F-m
39687253,1811,a-n-A-C-F-m
39686175,2107,a-n-A-C-F-m
39769843,2120,a-n-A-C-F-m
39717582,1903,a-n-A-C-F-m
39787541,1990,a-n-A-C-F-m
39709956,2118,a-n-A-C-F-m
39766415,2105,a-n-A-C-F-m
39762134,2000,a-n-A-C-F-m
39663517,2005,a-n-A-C-F-m
39801307,2024,a-n-A-C-F-m
39772568,1850,a-n-A-C-F
39661690,1799,a-n-A-C-F-m
39728506,2219,a-n-A-C-F-m
39678492,1882,a-n-A-C-F-m
39766204,1888,a-n-A-C-F-m
39698583,2112,a-n-A-C-F-m
39778584,1859,a-n-A-C-F
39701501,1842,a-n-A-C-F-m
39692301,2103,a-n-A-C-F-m
39776495,2079,a-n-A-C-F
39793610,1851,a-n-A-C-F-m
39773915,1815,a-n-A-C-F
39664379,2033,a-n-A-C-F-m
39720497,1966,a-n-A-C-F-m
39767873,2200,a-n-A-C-F-m
39715117,1948,a-n-A-C-F-m
39734469,2211,a-n-A-C-F-m
39791741,1970,a-n-A-C-F-m
39776651,2030,a-n-A-C-F-m
39791886,2214,a-n-A-C-F-m
39767350,1803,a-n-A-C-F
39661303,1830,a-n-A-C-F-m
39689965,2151,a-n-A-C-F-m
39808958,1820,a-n-A-C-F-m
39714260,2058,a-n-A-C-F-m
39720653,1966,a-n-A-C-F-m
39805990,1971,a-n-A-C-F-m
39659732,1799,a-n-A-C-F-m
39664847,1964,a-n-A-C-F-m
39781667,1854,a-n-A-C-F-m
39725969,1969,a-n-A-C-F-m
39755218,2220,a-n-A-C-F-m
39734826,1819,a-n-A-C-F-m
39687237,2073,a-n-A-C-F-m
39795077,2078,a-n-A-C-F-m
39662512,2199,a-n-A-C-F-m
39710519,2217,a-n-A-C-F-m
39659015,1935,a-n-A-C-F-m
39768584,2122,a-n-A-C-F
39698432,1965,a-n-A-C-F-m
39775484,1906,a-n-A-C-F-m
39703079,2118,a-n-A-C-F-m
39673985,1882,a-n-A-C-F-m
39780707,1923,a-n-A-C-F-m
39680271,2046,a-n-A-C-F-m
39703804,1795,a-n-A-C-F-m
39681074,1851,a-n-A-C-F-m
39665158,2033,a-n-A-C-F-m
39773118,2190,a-n-A-C-F-m
39694326,1836,a-n-A-C-F-m
39774388,2063,a-n-A-C-F-m
39660479,1830,a-n-A-C-F-m
39781504,1987,a-n-A-C-F
39788855,2088,a-n-A-C-F
39674093,1826,a-n-A-C-F-m
39662179,1799,a-n-A-C-F-m
39667080,1826,a-n-A-C-F-m
39776426,1808,a-n-A-C-F
39777557,2207,a-n-A-C-F
39705668,2218,a-n-A-C-F-m
39720409,2196,a-n-A-C-F-m
39697104,1842,a-n-A-C-F-m
39726735,1879,a-n-A-C-F-m
39755262,1959,a-n-A-C-F-m
39732263,1819,a-n-A-C-F-m
39656918,1830,a-n-A-C-F-m
39661416,2208,a-n-A-C-F-m
39724226,1937,a-n-A-C-F-m
39694455,2037,a-n-A-C-F-m
39738007,1978,a-n-A-C-F-m
39669745,2183,a-n-A-C-F-m
39719364,1966,a-n-A-C-F-m
39659297,2199,a-n-A-C-F-m
39664346,2005,a-n-A-C-F-m
39719603,2196,a-n-A-C-F-m
39800628,2226,a-n-A-C-F-m
39669705,2210,a-n-A-C-F-m
39683520,1943,a-n-A-C-F-m
39672352,2064,a-n-A-C-F-m
39775499,1839,a-n-A-C-F
39697976,2016,a-n-A-C-F-m
39696963,2037,a-n-A-C-F-m
39711430,2074,a-n-A-C-F
39756138,1959,a-n-A-C-F-m
39686751,1851,a-n-A-C-F-m
39685022,2163,a-n-A-C-F-m
39735327,2232,a-n-A-C-F-m
39691507,2073,a-n-A-C-F-m
39788527,2031,a-n-A-C-F-m
39702649,1842,a-n-A-C-F-m
39737201,2232,a-n-A-C-F-m
39669017,1964,a-n-A-C-F-m
39722546,2021,a-n-A-C-F-m
39675396,1882,a-n-A-C-F-m
39763923,2148,a-n-A-C-F
39736085,2219,a-n-A-C-F-m
39660115,2135,a-n-A-C-F-m
39780531,2091,a-n-A-C-F-m
39776169,2235,a-n-A-C-F-m
39782523,1835,a-n-A-C-F-m
39701720,1842,a-n-A-C-F-m
39806645,2178,a-n-A-C-F-m
39728439,2219,a-n-A-C-F-m
39775431,1900,a-n-A-C-F
39794380,1851,a-n-A-C-F-m
39663598,1946,a-n-A-C-F-m
39733465,1847,a-n-A-C-F-m
39777101,2141,a-n-A-C-F
39734339,1847,a-n-A-C-F-m
39664554,1841,a-n-A-C-F-m
39701353,1842,a-n-A-C-F-m
39808853,2078,a-n-A-C-F-m
39793394,1851,a-n-A-C-F-m
39794409,2142,a-n-A-C-F-m
39793533,1824,a-n-A-C-F-m
39710895,2118,a-n-A-C-F-m
39803465,2231,a-n-A-C-F-m
39726471,1909,a-n-A-C-F-m
39681780,1943,a-n-A-C-F-m
39770013,2120,a-n-A-C-F-m
39736003,1978,a-n-A-C-F-m
39769671,1930,a-n-A-C-F-m
39734128,1805,a-n-A-C-F-m
39680520,2064,a-n-A-C-F-m
39799854,2178,a-n-A-C-F-m
39723945,1879,a-n-A-C-F-m
39660203,2135,a-n-A-C-F-m
39673090,2210,a-n-A-C-F-m
39792147,2214,a-n-A-C-F-m
39670797,2033,a-n-A-C-F-m
39679506,1882,a-n-A-C-F-m
39719853,1991,a-n-A-C-F-m
39675963,2064,a-n-A-C-F-m
39662563,2033,a-n-A-C-F-m
39730944,2219,a-n-A-C-F-m
39709315,2145,a-n-A-C-F-m
39678836,1882,a-n-A-C-F-m
