id,source_id,cot_type
39791137,1810,a-n-A-C-F-s
39791310,1810,a-n-A-C-F-s
39792025,2041,a-n-A-C-F-s
39681527,1996,a-n-A-C-F-s
39786195,1934,a-n-A-C-F-s
39791516,1810,a-n-A-C-F-s
39677015,1996,a-n-A-C-F-s
39675653,1996,a-n-A-C-F-s
39679400,1996,a-n-A-C-F-s
39790972,1810,a-n-A-C-F-s
39788270,1934,a-n-A-C-F-s
39765308,2132,a-n-A-C-F-s
39791800,1810,a-n-A-C-F-s
39791672,1810,a-n-A-C-F-s
39791756,1810,a-n-A-C-F-s
39680308,1996,a-n-A-C-F-s
39791581,1810,a-n-A-C-F-s
39791046,1810,a-n-A-C-F-s
39677256,1996,a-n-A-C-F-s
39680782,1996,a-n-A-C-F-s
39790990,1810,a-n-A-C-F-s
39791000,1810,a-n-A-C-F-s
39679575,1996,a-n-A-C-F-s
39791724,1810,a-n-A-C-F-s
39679373,1996,a-n-A-C-F-s
39791396,1810,a-n-A-C-F-s
39790986,1810,a-n-A-C-F-s
39790974,1810,a-n-A-C-F-s
39677867,1996,a-n-A-C-F-s
39682080,1996,a-n-A-C-F-s
39791127,1810,a-n-A-C-F-s
39790881,1810,a-n-A-C-F-s
39837696,2036,a-n-A-C-F-s
39676795,1979,a-n-A-C-F-s
39792033,2041,a-n-A-C-F-s
39791938,2041,a-n-A-C-F-s
39791947,2041,a-n-A-C-F-s
39679223,1996,a-n-A-C-F-s
39679099,1996,a-n-A-C-F-s
39788303,1934,a-n-A-C-F-s
39791165,1810,a-n-A-C-F-s
39674679,1996,a-n-A-C-F-s
39791070,1810,a-n-A-C-F-s
39791195,1810,a-n-A-C-F-s
39791532,1810,a-n-A-C-F-s
39788276,1934,a-n-A-C-F-s
39791141,1810,a-n-A-C-F-s
39791699,1810,a-n-A-C-F-s
39765203,2132,a-n-A-C-F-s
39791037,1810,a-n-A-C-F-s
39791627,1810,a-n-A-C-F-s
39791068,1810,a-n-A-C-F-s
39681713,1996,a-n-A-C-F-s
39791948,2041,a-n-A-C-F-s
39682521,1996,a-n-A-C-F-s
39791282,1810,a-n-A-C-F-s
39791374,1810,a-n-A-C-F-s
39676282,1996,a-n-A-C-F-s
39677394,1996,a-n-A-C-F-s
39791592,1810,a-n-A-C-F-s
39677590,1979,a-n-A-C-F-s
39681502,1996,a-n-A-C-F-s
39791101,1810,a-n-A-C-F-s
39791355,1810,a-n-A-C-F-s
39792029,2041,a-n-A-C-F-s
39791464,1810,a-n-A-C-F-s
39677413,1996,a-n-A-C-F-s
39786835,1917,a-n-A-C-F-s
39791536,1810,a-n-A-C-F-s
39791125,1810,a-n-A-C-F-s
39791086,1810,a-n-A-C-F-s
39679251,1996,a-n-A-C-F-s
39791412,1810,a-n-A-C-F-s
39791087,1810,a-n-A-C-F-s
39835621,2036,a-n-A-C-F-s
39681834,1996,a-n-A-C-F-s
39835968,2036,a-n-A-C-F-s
39790924,1810,a-n-A-C-F-s
39786213,1934,a-n-A-C-F-s
39682236,1996,a-n-A-C-F-s
39677111,1996,a-n-A-C-F-s
39791229,1810,a-n-A-C-F-s
39786853,1917,a-n-A-C-F-s
39791039,1810,a-n-A-C-F-s
39786219,1934,a-n-A-C-F-s
39681608,1996,a-n-A-C-F-s
39682472,1996,a-n-A-C-F-s
39791109,1810,a-n-A-C-F-s
39791438,1810,a-n-A-C-F-s
39788286,1934,a-n-A-C-F-s
39786218,1934,a-n-A-C-F-s
39790932,1810,a-n-A-C-F-s
39791138,1810,a-n-A-C-F-s
39791027,1810,a-n-A-C-F-s
39791328,1810,a-n-A-C-F-s
39678342,1996,a-n-A-C-F-s
39681120,1996,a-n-A-C-F-s
39791060,1810,a-n-A-C-F-s
39791316,1810,a-n-A-C-F-s
39791551,1810,a-n-A-C-F-s
39786846,1917,a-n-A-C-F-s
39791079,1810,a-n-A-C-F-s
39676043,1996,a-n-A-C-F-s
39791484,1810,a-n-A-C-F-s
39791408,1810,a-n-A-C-F-s
39677935,1996,a-n-A-C-F-s
39677855,1996,a-n-A-C-F-s
39790933,1810,a-n-A-C-F-s
39788275,1934,a-n-A-C-F-s
39678749,1996,a-n-A-C-F-s
39791403,1810,a-n-A-C-F-s
39791116,1810,a-n-A-C-F-s
39791020,1810,a-n-A-C-F-s
39679381,1996,a-n-A-C-F-s
39788278,1934,a-n-A-C-F-s
39680946,1996,a-n-A-C-F-s
39790943,1810,a-n-A-C-F-s
39792027,2041,a-n-A-C-F-s
39791675,1810,a-n-A-C-F-s
39791605,1810,a-n-A-C-F-s
39677491,1996,a-n-A-C-F-s
39791177,1810,a-n-A-C-F-s
39791973,2041,a-n-A-C-F-s
39791259,1810,a-n-A-C-F-s
39791174,1810,a-n-A-C-F-s
39680510,1996,a-n-A-C-F-s
39791284,1810,a-n-A-C-F-s
39791661,1810,a-n-A-C-F-s
39788305,1934,a-n-A-C-F-s
39790921,1810,a-n-A-C-F-s
39791302,1810,a-n-A-C-F-s
39681352,1996,a-n-A-C-F-s
39791547,1810,a-n-A-C-F-s
39790971,1810,a-n-A-C-F-s
39791450,1810,a-n-A-C-F-s
39791710,1810,a-n-A-C-F-s
39791364,1810,a-n-A-C-F-s
39791366,1810,a-n-A-C-F-s
39791731,1810,a-n-A-C-F-s
39791455,1810,a-n-A-C-F-s
39676740,1996,a-n-A-C-F-s
39786861,1917,a-n-A-C-F-s
39678434,1996,a-n-A-C-F-s
39678240,1996,a-n-A-C-F-s
39791040,1810,a-n-A-C-F-s
39791325,1810,a-n-A-C-F-s
39679735,1996,a-n-A-C-F-s
39678905,1996,a-n-A-C-F-s
39790926,1810,a-n-A-C-F-s
39678380,1996,a-n-A-C-F-s
39679158,1996,a-n-A-C-F-s
39678331,1996,a-n-A-C-F-s
39791194,1810,a-n-A-C-F-s
39791430,1810,a-n-A-C-F-s
39791767,1810,a-n-A-C-F-s
39790913,1810,a-n-A-C-F-s
39790928,1810,a-n-A-C-F-s
39791612,1810,a-n-A-C-F-s
39791077,1810,a-n-A-C-F-s
39791184,1810,a-n-A-C-F-s
39791050,1810,a-n-A-C-F-s
39679585,1996,a-n-A-C-F-s
39676783,1996,a-n-A-C-F-s
39681724,1996,a-n-A-C-F-s
39791543,1810,a-n-A-C-F-s
39791131,1810,a-n-A-C-F-s
39791601,1810,a-n-A-C-F-s
39791681,1810,a-n-A-C-F-s
39678307,1996,a-n-A-C-F-s
39676360,1996,a-n-A-C-F-s
39682107,1996,a-n-A-C-F-s
39680074,1996,a-n-A-C-F-s
39791361,1810,a-n-A-C-F-s
39788265,1934,a-n-A-C-F-s
39679846,1996,a-n-A-C-F-s
39791089,1810,a-n-A-C-F-s
39790908,1810,a-n-A-C-F-s
39791751,1810,a-n-A-C-F-s
39678484,1996,a-n-A-C-F-s
39791481,1810,a-n-A-C-F-s
39791634,1810,a-n-A-C-F-s
39791538,1810,a-n-A-C-F-s
39681221,1996,a-n-A-C-F-s
39786897,1917,a-n-A-C-F-s
39788279,1934,a-n-A-C-F-s
39791146,1810,a-n-A-C-F-s
39791384,1810,a-n-A-C-F-s
39786282,1934,a-n-A-C-F-s
39791371,1810,a-n-A-C-F-s
39791644,1810,a-n-A-C-F-s
39786204,1934,a-n-A-C-F-s
39791933,1810,a-n-A-C-F-s
39791016,1810,a-n-A-C-F-s
39791120,1810,a-n-A-C-F-s
39676912,1996,a-n-A-C-F-s
39681171,1996,a-n-A-C-F-s
39791498,1810,a-n-A-C-F-s
39790981,1810,a-n-A-C-F-s
39677501,1996,a-n-A-C-F-s
39791147,1810,a-n-A-C-F-s
39791002,1810,a-n-A-C-F-s
39791336,1810,a-n-A-C-F-s
39791718,1810,a-n-A-C-F-s
39790935,1810,a-n-A-C-F-s
39786217,1934,a-n-A-C-F-s
39676659,1996,a-n-A-C-F-s
39681080,1996,a-n-A-C-F-s
39679029,1996,a-n-A-C-F-s
39681599,1996,a-n-A-C-F-s
39791779,1810,a-n-A-C-F-s
39786224,1934,a-n-A-C-F-s
39791156,1810,a-n-A-C-F-s
39791387,1810,a-n-A-C-F-s
39677474,1996,a-n-A-C-F-s
39791506,1810,a-n-A-C-F-s
39791114,1810,a-n-A-C-F-s
39676539,1996,a-n-A-C-F-s
39791466,1810,a-n-A-C-F-s
39791333,1810,a-n-A-C-F-s
39791176,1810,a-n-A-C-F-s
39790951,1810,a-n-A-C-F-s
39791651,1810,a-n-A-C-F-s
39788290,1934,a-n-A-C-F-s
39790979,1810,a-n-A-C-F-s
39791410,1810,a-n-A-C-F-s
39790910,1810,a-n-A-C-F-s
39791470,1810,a-n-A-C-F-s
39790973,1810,a-n-A-C-F-s
39791623,1810,a-n-A-C-F-s
39791035,1810,a-n-A-C-F-s
39791442,1810,a-n-A-C-F-s
39681136,1996,a-n-A-C-F-s
39677881,1996,a-n-A-C-F-s
39791812,1810,a-n-A-C-F-s
39791480,1810,a-n-A-C-F-s
39791267,1810,a-n-A-C-F-s
39786890,1917,a-n-A-C-F-s
39676801,1996,a-n-A-C-F-s
39680217,1996,a-n-A-C-F-s
39791200,1810,a-n-A-C-F-s
39788277,1934,a-n-A-C-F-s
39676440,1996,a-n-A-C-F-s
39791142,1810,a-n-A-C-F-s
39678386,1996,a-n-A-C-F-s
39786849,1917,a-n-A-C-F-s
39791108,1810,a-n-A-C-F-s
39791332,1810,a-n-A-C-F-s
39786838,1917,a-n-A-C-F-s
39675971,1996,a-n-A-C-F-s
39675621,1996,a-n-A-C-F-s
39791048,1810,a-n-A-C-F-s
39682355,1996,a-n-A-C-F-s
39790961,1810,a-n-A-C-F-s
39791720,1810,a-n-A-C-F-s
39791117,1810,a-n-A-C-F-s
39676194,1996,a-n-A-C-F-s
39791560,1810,a-n-A-C-F-s
39678446,1996,a-n-A-C-F-s
39791529,1810,a-n-A-C-F-s
39791241,1810,a-n-A-C-F-s
39788295,1934,a-n-A-C-F-s
39679297,1996,a-n-A-C-F-s
39682161,1996,a-n-A-C-F-s
39791276,1810,a-n-A-C-F-s
39786856,1917,a-n-A-C-F-s
39681000,1996,a-n-A-C-F-s
39791113,1810,a-n-A-C-F-s
39786227,1934,a-n-A-C-F-s
39791771,1810,a-n-A-C-F-s
39790917,1810,a-n-A-C-F-s
39792048,2041,a-n-A-C-F-s
39675202,1996,a-n-A-C-F-s
39791765,1810,a-n-A-C-F-s
39679837,1996,a-n-A-C-F-s
39786863,1917,a-n-A-C-F-s
39681577,1996,a-n-A-C-F-s
39786249,1934,a-n-A-C-F-s
39681159,1996,a-n-A-C-F-s
39680964,1996,a-n-A-C-F-s
39681674,1996,a-n-A-C-F-s
39791380,1810,a-n-A-C-F-s
39792004,2041,a-n-A-C-F-s
39786203,1934,a-n-A-C-F-s
39791574,1810,a-n-A-C-F-s
39786848,1917,a-n-A-C-F-s
39791452,1810,a-n-A-C-F-s
39682046,1996,a-n-A-C-F-s
39791600,1810,a-n-A-C-F-s
39679648,1996,a-n-A-C-F-s
39791390,1810,a-n-A-C-F-s
39788274,1934,a-n-A-C-F-s
39791513,1810,a-n-A-C-F-s
39791519,1810,a-n-A-C-F-s
39790967,1810,a-n-A-C-F-s
39791318,1810,a-n-A-C-F-s
39681888,1996,a-n-A-C-F-s
39680423,1996,a-n-A-C-F-s
39679021,1996,a-n-A-C-F-s
39791527,1810,a-n-A-C-F-s
39786220,1934,a-n-A-C-F-s
39679633,1996,a-n-A-C-F-s
39791081,1810,a-n-A-C-F-s
39791943,2041,a-n-A-C-F-s
39681740,1996,a-n-A-C-F-s
39681073,1996,a-n-A-C-F-s
39791052,1810,a-n-A-C-F-s
39678714,1996,a-n-A-C-F-s
39786226,1934,a-n-A-C-F-s
39681901,1996,a-n-A-C-F-s
39791603,1810,a-n-A-C-F-s
39791072,1810,a-n-A-C-F-s
39790929,1810,a-n-A-C-F-s
39790985,1810,a-n-A-C-F-s
39791531,1810,a-n-A-C-F-s
39681961,1996,a-n-A-C-F-s
39681031,1996,a-n-A-C-F-s
39681736,1996,a-n-A-C-F-s
39791083,1810,a-n-A-C-F-s
39676638,1996,a-n-A-C-F-s
39679431,1996,a-n-A-C-F-s
39681802,1996,a-n-A-C-F-s
39788283,1934,a-n-A-C-F-s
39786864,1917,a-n-A-C-F-s
39677197,1996,a-n-A-C-F-s
39790954,1810,a-n-A-C-F-s
39791678,1810,a-n-A-C-F-s
39791033,1810,a-n-A-C-F-s
39791964,1810,a-n-A-C-F-s
39765259,2132,a-n-A-C-F-s
39788282,1934,a-n-A-C-F-s
39681392,1996,a-n-A-C-F-s
39791667,1810,a-n-A-C-F-s
39790968,1810,a-n-A-C-F-s
39791185,1810,a-n-A-C-F-s
39679858,1996,a-n-A-C-F-s
39791028,1810,a-n-A-C-F-s
39791178,1810,a-n-A-C-F-s
39788264,1934,a-n-A-C-F-s
39791554,1810,a-n-A-C-F-s
39791222,1810,a-n-A-C-F-s
39765256,2132,a-n-A-C-F-s
39791939,2041,a-n-A-C-F-s
39791233,1810,a-n-A-C-F-s
39791478,1810,a-n-A-C-F-s
