id,cot_type,servertime
39772322,a-n-A-C-F-m,201705072010
39766691,a-n-A-C-F,201705071855
39774860,a-n-A-C-F-m,201705072035
39755078,a-n-A-C-F-m,201705071800
39673159,a-n-A-C-F-m,201705071655
39673520,a-n-A-C-F-m,201705071655
39664102,a-n-A-C-F-m,201705071645
39737051,a-n-A-C-F,201705071755
39768400,a-n-A-C-F-m,201705071910
39683602,a-n-A-C-F-m,201705071700
39705756,a-n-A-C-F-m,201705071720
39665342,a-n-A-C-F-m,201705071645
39685970,a-n-A-C-F-m,201705071705
39800014,a-n-A-C-F-m,201705080850
39663577,a-n-A-C-F-m,201705071645
39716418,a-n-A-C-F-m,201705071725
39659289,a-n-A-C-F-m,201705071640
39658258,a-n-A-C-F-m,201705071635
39788580,a-n-A-C-F-m,201705080745
39789283,a-n-A-C-F,201705080800
39699118,a-n-A-C-F-m,201705071715
39680207,a-n-A-C-F-m,201705071700
39743618,a-n-A-C-F-m,201705071800
39769932,a-n-A-C-F,201705071935
39775022,a-n-A-C-F-m,201705072035
39799499,a-n-A-C-F-m,201705080850
39768291,a-n-A-C-F,201705071910
39756694,a-n-A-C-F-m,201705071805
39766813,a-n-A-C-F-m,201705071855
39660475,a-n-A-C-F-m,201705071640
39661643,a-n-A-C-F-m,201705071640
39666139,a-n-A-C-F-m,201705071645
39723824,a-n-A-C-F-m,201705071740
39785602,a-n-A-C-F-m,201705080635
39692830,a-n-A-C-F-m,201705071710
39723106,a-n-A-C-F,201705071740
39670123,a-n-A-C-F-m,201705071650
39681165,a-n-A-C-F-m,201705071700
39758679,a-n-A-C-F-m,201705071805
39659488,a-n-A-C-F-m,201705071640
39755897,a-n-A-C-F-m,201705071805
39715777,a-n-A-C-F-m,201705071725
39678752,a-n-A-C-F-m,201705071700
39687758,a-n-A-C-F-m,201705071705
39751435,a-n-A-C-F-m,201705071800
39658338,a-n-A-C-F-m,201705071635
39806223,a-n-A-C-F-m,201705080850
39663416,a-n-A-C-F-m,201705071645
39703407,a-n-A-C-F-m,201705071715
39688658,a-n-A-C-F-m,201705071705
39754099,a-n-A-C-F-m,201705071800
39771013,a-n-A-C-F-m,201705071950
39697708,a-n-A-C-F-m,201705071715
39719048,a-n-A-C-F-m,201705071730
39678639,a-n-A-C-F-m,201705071700
39736100,a-n-A-C-F-m,201705071755
39771606,a-n-A-C-F,201705071955
39790603,a-n-A-C-F-m,201705080825
39672508,a-n-A-C-F-m,201705071655
39719915,a-n-A-C-F-m,201705071730
39764261,a-n-A-C-F-m,201705071815
39738003,a-n-A-C-F-m,201705071755
39739024,a-n-A-C-F-m,201705071755
39794259,a-n-A-C-F-m,201705080845
39780497,a-n-A-C-F-m,201705072320
39770929,a-n-A-C-F,201705071945
39808515,a-n-A-C-F-m,201705080850
39762927,a-n-A-C-F-m,201705071810
39783358,a-n-A-C-F-m,201705080425
39727093,a-n-A-C-F-m,201705071745
39774258,a-n-A-C-F-m,201705072035
39677951,a-n-A-C-F-m,201705071655
39780683,a-n-A-C-F-m,201705072325
39771240,a-n-A-C-F-m,201705071950
39768714,a-n-A-C-F-m,201705071915
39683673,a-n-A-C-F-m,201705071700
39764189,a-n-A-C-F,201705071815
39732789,a-n-A-C-F-m,201705071750
39702072,a-n-A-C-F-m,201705071715
39663752,a-n-A-C-F-m,201705071645
39732716,a-n-A-C-F-m,201705071750
39699197,a-n-A-C-F-m,201705071715
39675833,a-n-A-C-F-m,201705071655
39757547,a-n-A-C-F-m,201705071805
39771148,a-n-A-C-F-m,201705071950
39760201,a-n-A-C-F-m,201705071805
39780289,a-n-A-C-F,201705072310
39755662,a-n-A-C-F-m,201705071805
39732597,a-n-A-C-F-m,201705071750
39725907,a-n-A-C-F-m,201705071745
39730582,a-n-A-C-F-m,201705071750
39793601,a-n-A-C-F-m,201705080845
39769594,a-n-A-C-F,201705071930
39700702,a-n-A-C-F-m,201705071715
39694761,a-n-A-C-F-m,201705071710
39788279,a-n-A-C-F-s,201705080735
39768947,a-n-A-C-F,201705071925
39690043,a-n-A-C-F-m,201705071710
39681318,a-n-A-C-F-m,201705071700
39696303,a-n-A-C-F-m,201705071710
39733629,a-n-A-C-F-m,201705071750
39713754,a-n-A-C-F-m,201705071725
39741044,a-n-A-C-F-m,201705071755
39703319,a-n-A-C-F-m,201705071715
39756773,a-n-A-C-F-m,201705071805
39675631,a-n-A-C-F-m,201705071655
39694545,a-n-A-C-F-m,201705071710
39807447,a-n-A-C-F-m,201705080850
39679639,a-n-A-C-F-m,201705071700
39674000,a-n-A-C-F-m,201705071655
39740469,a-n-A-C-F-m,201705071755
39780575,a-n-A-C-F-m,201705072320
39720458,a-n-A-C-F-m,201705071735
39758714,a-n-A-C-F-m,201705071805
39779617,a-n-A-C-F-m,201705072250
39754986,a-n-A-C-F-m,201705071800
39792370,a-n-A-C-F-m,201705080845
39745688,a-n-A-C-F-m,201705071800
39807910,a-n-A-C-F-m,201705080850
39762731,a-n-A-C-F-m,201705071810
39734379,a-n-A-C-F-m,201705071750
39707678,a-n-A-C-F-m,201705071720
39779338,a-n-A-C-F-m,201705072245
39799353,a-n-A-C-F-m,201705080850
39791022,a-n-A-C-F-s,201705080835
39734405,a-n-A-C-F-m,201705071750
39706492,a-n-A-C-F-m,201705071720
39735961,a-n-A-C-F-m,201705071755
39779587,a-n-A-C-F,201705072250
39806901,a-n-A-C-F,201705080850
39686720,a-n-A-C-F-m,201705071705
39682955,a-n-A-C-F-m,201705071700
39709066,a-n-A-C-F-m,201705071720
39803039,a-n-A-C-F-m,201705080850
39789218,a-n-A-C-F-m,201705080800
39682700,a-n-A-C-F-m,201705071700
39710197,a-n-A-C-F-m,201705071720
39669353,a-n-A-C-F-m,201705071650
39727798,a-n-A-C-F-m,201705071745
39775501,a-n-A-C-F,201705072045
39776667,a-n-A-C-F-m,201705072125
39672099,a-n-A-C-F-m,201705071655
39787095,a-n-A-C-F-m,201705080710
39684065,a-n-A-C-F-m,201705071705
39787998,a-n-A-C-F-m,201705080730
39685050,a-n-A-C-F-m,201705071705
39768659,a-n-A-C-F-m,201705071915
39665646,a-n-A-C-F-m,201705071645
39798864,a-n-A-C-F-m,201705080850
39770346,a-n-A-C-F,201705071940
39670412,a-n-A-C-F-m,201705071650
39660405,a-n-A-C-F-m,201705071640
39703855,a-n-A-C-F-m,201705071720
39695260,a-n-A-C-F-m,201705071710
39669939,a-n-A-C-F-m,201705071650
39767884,a-n-A-C-F-m,201705071905
39680932,a-n-A-C-F-m,201705071700
39716970,a-n-A-C-F-m,201705071730
39762501,a-n-A-C-F-m,201705071810
39777153,a-n-A-C-F,201705072140
39688243,a-n-A-C-F-m,201705071705
39733171,a-n-A-C-F-m,201705071750
39783110,a-n-A-C-F,201705080335
39736208,a-n-A-C-F-m,201705071755
39664842,a-n-A-C-F-m,201705071645
39721249,a-n-A-C-F-m,201705071735
39663755,a-n-A-C-F-m,201705071645
39782844,a-n-A-C-F,201705080210
39759067,a-n-A-C-F-m,201705071805
39718697,a-n-A-C-F-m,201705071730
39763890,a-n-A-C-F,201705071810
39771184,a-n-A-C-F-m,201705071950
39772122,a-n-A-C-F-m,201705072005
39669772,a-n-A-C-F-m,201705071650
39787287,a-n-A-C-F-m,201705080720
39698104,a-n-A-C-F-m,201705071715
39729531,a-n-A-C-F-m,201705071750
39669889,a-n-A-C-F-m,201705071650
39746105,a-n-A-C-F-m,201705071800
39715858,a-n-A-C-F-m,201705071725
39769739,a-n-A-C-F-m,201705071935
39754769,a-n-A-C-F-m,201705071800
39779117,a-n-A-C-F-m,201705072245
39683246,a-n-A-C-F-m,201705071700
39710332,a-n-A-C-F-m,201705071725
39721074,a-n-A-C-F-m,201705071735
39720054,a-n-A-C-F-m,201705071730
39734167,a-n-A-C-F-m,201705071750
39797493,a-n-A-C-F-m,201705080850
39783069,a-n-A-C-F,201705080335
39695686,a-n-A-C-F-m,201705071710
39777185,a-n-A-C-F,201705072140
39744286,a-n-A-C-F-m,201705071800
39698335,a-n-A-C-F-m,201705071715
39681303,a-n-A-C-F-m,201705071700
39790577,a-n-A-C-F-m,201705080825
39717258,a-n-A-C-F-m,201705071730
39666681,a-n-A-C-F-m,201705071650
39689462,a-n-A-C-F-m,201705071705
39695055,a-n-A-C-F-m,201705071710
39693162,a-n-A-C-F-m,201705071710
39783153,a-n-A-C-F,201705080340
39699199,a-n-A-C-F-m,201705071715
39767547,a-n-A-C-F-m,201705071905
39767722,a-n-A-C-F,201705071905
39769355,a-n-A-C-F,201705071930
39705309,a-n-A-C-F-m,201705071720
39765489,a-n-A-C-F-m,201705071830
39689981,a-n-A-C-F-m,201705071710
39658830,a-n-A-C-F-m,201705071640
39759971,a-n-A-C-F-m,201705071805
39680563,a-n-A-C-F-m,201705071700
39664167,a-n-A-C-F-m,201705071645
39795072,a-n-A-C-F-m,201705080845
39695333,a-n-A-C-F-m,201705071710
39731734,a-n-A-C-F-m,201705071750
39659361,a-n-A-C-F-m,201705071640
39731706,a-n-A-C-F-m,201705071750
39715628,a-n-A-C-F-m,201705071725
39785215,a-n-A-C-F-m,201705080625
39777754,a-n-A-C-F,201705072210
39725009,a-n-A-C-F-m,201705071740
39795462,a-n-A-C-F-m,201705080845
39723769,a-n-A-C-F-m,201705071740
39684020,a-n-A-C-F-m,201705071705
39676542,a-n-A-C-F-m,201705071655
39671914,a-n-A-C-F-m,201705071655
39678858,a-n-A-C-F-m,201705071700
39658733,a-n-A-C-F-m,201705071640
39666987,a-n-A-C-F-m,201705071650
39720395,a-n-A-C-F-m,201705071735
39780482,a-n-A-C-F-m,201705072315
39704668,a-n-A-C-F-m,201705071720
39718062,a-n-A-C-F-m,201705071730
39762705,a-n-A-C-F-m,201705071810
39665355,a-n-A-C-F-m,201705071645
39694332,a-n-A-C-F-m,201705071710
39665419,a-n-A-C-F-m,201705071645
39685128,a-n-A-C-F-m,201705071705
39726789,a-n-A-C-F-m,201705071745
39733731,a-n-A-C-F-m,201705071750
39723295,a-n-A-C-F-m,201705071740
39768039,a-n-A-C-F-m,201705071910
39764882,a-n-A-C-F,201705071820
39720946,a-n-A-C-F-m,201705071735
39682171,a-n-A-C-F-m,201705071700
39685445,a-n-A-C-F-m,201705071705
39774674,a-n-A-C-F-m,201705072035
39687572,a-n-A-C-F-m,201705071705
39768412,a-n-A-C-F-m,201705071910
39661830,a-n-A-C-F-m,201705071640
39768538,a-n-A-C-F-m,201705071910
39663681,a-n-A-C-F-m,201705071645
39772781,a-n-A-C-F-m,201705072015
39783680,a-n-A-C-F-m,201705080520
39773097,a-n-A-C-F-m,201705072015
39793047,a-n-A-C-F-m,201705080845
39680417,a-n-A-C-F-m,201705071700
39707736,a-n-A-C-F-m,201705071720
39720149,a-n-A-C-F-m,201705071730
39663387,a-n-A-C-F-m,201705071645
39741358,a-n-A-C-F-m,201705071755
39763979,a-n-A-C-F,201705071810
39718512,a-n-A-C-F-m,201705071730
39670586,a-n-A-C-F-m,201705071650
39743125,a-n-A-C-F-m,201705071755
39725056,a-n-A-C-F-m,201705071740
39666212,a-n-A-C-F-m,201705071645
39774696,a-n-A-C-F-m,201705072035
39714396,a-n-A-C-F-m,201705071725
39790503,a-n-A-C-F-m,201705080825
39778805,a-n-A-C-F,201705072235
39765253,a-n-A-C-F-m,201705071820
39725790,a-n-A-C-F-m,201705071745
39667872,a-n-A-C-F-m,201705071650
39709587,a-n-A-C-F-m,201705071720
39698277,a-n-A-C-F-m,201705071715
39660976,a-n-A-C-F-m,201705071640
39761467,a-n-A-C-F-m,201705071805
39795667,a-n-A-C-F-m,201705080845
39706240,a-n-A-C-F-m,201705071720
39763898,a-n-A-C-F-m,201705071810
39721264,a-n-A-C-F-m,201705071735
39767000,a-n-A-C-F-m,201705071855
39733781,a-n-A-C-F-m,201705071750
39771055,a-n-A-C-F-m,201705071950
39785488,a-n-A-C-F-m,201705080630
39731248,a-n-A-C-F-m,201705071750
39794640,a-n-A-C-F-m,201705080845
39672915,a-n-A-C-F-m,201705071655
39776053,a-n-A-C-F-m,201705072055
39669923,a-n-A-C-F-m,201705071650
39657887,a-n-A-C-F-m,201705071635
39793842,a-n-A-C-F-m,201705080845
39662932,a-n-A-C-F-m,201705071645
39802229,a-n-A-C-F-m,201705080850
39673328,a-n-A-C-F-m,201705071655
39660202,a-n-A-C-F-m,201705071640
39761967,a-n-A-C-F-m,201705071805
39668073,a-n-A-C-F-m,201705071650
39780339,a-n-A-C-F-m,201705072315
39764673,a-n-A-C-F-m,201705071815
39757017,a-n-A-C-F-m,201705071805
39766226,a-n-A-C-F-m,201705071845
39719079,a-n-A-C-F-m,201705071730
39716613,a-n-A-C-F-m,201705071730
39769363,a-n-A-C-F,201705071930
39682715,a-n-A-C-F-m,201705071700
39723830,a-n-A-C-F-m,201705071740
39760696,a-n-A-C-F-m,201705071805
39798690,a-n-A-C-F-m,201705080850
39657111,a-n-A-C-F-m,201705071635
39686623,a-n-A-C-F-m,201705071705
39692415,a-n-A-C-F-m,201705071710
39729695,a-n-A-C-F-m,201705071750
39786727,a-n-A-C-F-m,201705080700
39684806,a-n-A-C-F-m,201705071705
39774165,a-n-A-C-F-m,201705072030
39664754,a-n-A-C-F-m,201705071645
39776365,a-n-A-C-F-m,201705072105
39794655,a-n-A-C-F-m,201705080845
39729488,a-n-A-C-F-m,201705071750
39658531,a-n-A-C-F-m,201705071635
39760451,a-n-A-C-F-m,201705071805
39768778,a-n-A-C-F-m,201705071920
39778710,a-n-A-C-F,201705072235
39728297,a-n-A-C-F-m,201705071745
39785171,a-n-A-C-F-m,201705080625
39762227,a-n-A-C-F-m,201705071805
39771139,a-n-A-C-F-m,201705071950
39776749,a-n-A-C-F-m,201705072130
39705283,a-n-A-C-F-m,201705071720
39725552,a-n-A-C-F-m,201705071745
39730527,a-n-A-C-F-m,201705071750
39773174,a-n-A-C-F-m,201705072020
39765729,a-n-A-C-F,201705071830
39769047,a-n-A-C-F,201705071925
39665937,a-n-A-C-F-m,201705071645
39793852,a-n-A-C-F-m,201705080845
39808185,a-n-A-C-F-m,201705080850
39798558,a-n-A-C-F-m,201705080850
39762131,a-n-A-C-F-m,201705071805
39727992,a-n-A-C-F-m,201705071745
39696061,a-n-A-C-F-m,201705071710
39771756,a-n-A-C-F,201705071955
39659532,a-n-A-C-F-m,201705071640
39669554,a-n-A-C-F-m,201705071650
39682788,a-n-A-C-F-m,201705071700
39794636,a-n-A-C-F-m,201705080845
39688120,a-n-A-C-F-m,201705071705
39716938,a-n-A-C-F-m,201705071730
39715925,a-n-A-C-F-m,201705071725
39666508,a-n-A-C-F-m,201705071650
39729934,a-n-A-C-F-m,201705071750
39766762,a-n-A-C-F-m,201705071855
39727109,a-n-A-C-F-m,201705071745
39715183,a-n-A-C-F-m,201705071725
39667665,a-n-A-C-F-m,201705071650
39749981,a-n-A-C-F-m,201705071800
39753759,a-n-A-C-F-m,201705071800
39780162,a-n-A-C-F-m,201705072305
39769894,a-n-A-C-F,201705071935
39677876,a-n-A-C-F-m,201705071655
39770902,a-n-A-C-F-m,201705071945
39787060,a-n-A-C-F-m,201705080710
39701515,a-n-A-C-F-m,201705071715
39697009,a-n-A-C-F-m,201705071715
39763515,a-n-A-C-F-m,201705071810
39730994,a-n-A-C-F-m,201705071750
39678174,a-n-A-C-F-m,201705071655
39682906,a-n-A-C-F-m,201705071700
39659735,a-n-A-C-F-m,201705071640
39758002,a-n-A-C-F-m,201705071805
39684146,a-n-A-C-F-m,201705071705
39665876,a-n-A-C-F-m,201705071645
39688234,a-n-A-C-F-m,201705071705
39701183,a-n-A-C-F-m,201705071715
39731550,a-n-A-C-F-m,201705071750
39754075,a-n-A-C-F-m,201705071800
39660534,a-n-A-C-F-m,201705071640
39776416,a-n-A-C-F,201705072115
39757038,a-n-A-C-F-m,201705071805
39790606,a-n-A-C-F-m,201705080825
39720581,a-n-A-C-F-m,201705071735
39658568,a-n-A-C-F-m,201705071640
39767170,a-n-A-C-F-m,201705071900
39783897,a-n-A-C-F-m,201705080540
39794607,a-n-A-C-F-m,201705080845
39720910,a-n-A-C-F-m,201705071735
39787980,a-n-A-C-F-m,201705080730
39768091,a-n-A-C-F,201705071910
39672192,a-n-A-C-F-m,201705071655
39726265,a-n-A-C-F-m,201705071745
39726518,a-n-A-C-F-m,201705071745
39783111,a-n-A-C-F,201705080335
39786991,a-n-A-C-F-m,201705080710
39695565,a-n-A-C-F-m,201705071710
39658745,a-n-A-C-F-m,201705071640
39719874,a-n-A-C-F-m,201705071730
39734239,a-n-A-C-F-m,201705071750
39772205,a-n-A-C-F-m,201705072010
39773210,a-n-A-C-F-m,201705072020
39733290,a-n-A-C-F-m,201705071750
39803936,a-n-A-C-F-m,201705080850
39780113,a-n-A-C-F-m,201705072305
39760666,a-n-A-C-F-m,201705071805
39730927,a-n-A-C-F-m,201705071750
39681726,a-n-A-C-F-m,201705071700
39718532,a-n-A-C-F-m,201705071730
39784754,a-n-A-C-F-m,201705080615
39757218,a-n-A-C-F-m,201705071805
39660654,a-n-A-C-F-m,201705071640
39731555,a-n-A-C-F-m,201705071750
39687649,a-n-A-C-F-m,201705071705
39671407,a-n-A-C-F-m,201705071655
39713909,a-n-A-C-F-m,201705071725
39779288,a-n-A-C-F-m,201705072245
39761992,a-n-A-C-F-m,201705071805
39730361,a-n-A-C-F-m,201705071750
39703985,a-n-A-C-F-m,201705071720
39716010,a-n-A-C-F-m,201705071725
39763962,a-n-A-C-F,201705071810
39730117,a-n-A-C-F-m,201705071750
39733110,a-n-A-C-F-m,201705071750
39777406,a-n-A-C-F,201705072150
39796506,a-n-A-C-F-m,201705080845
39658260,a-n-A-C-F-m,201705071635
39696169,a-n-A-C-F-m,201705071710
39727055,a-n-A-C-F-m,201705071745
39658053,a-n-A-C-F-m,201705071635
39719434,a-n-A-C-F-m,201705071730
39663419,a-n-A-C-F-m,201705071645
39762639,a-n-A-C-F-m,201705071810
39778547,a-n-A-C-F,201705072230
39786903,a-n-A-C-F-m,201705080705
39779740,a-n-A-C-F,201705072250
39803670,a-n-A-C-F-m,201705080850
39772938,a-n-A-C-F-m,201705072015
39776885,a-n-A-C-F-m,201705072130
39719584,a-n-A-C-F-m,201705071730
39659475,a-n-A-C-F-m,201705071640
39716803,a-n-A-C-F-m,201705071730
39724559,a-n-A-C-F-m,201705071740
39733307,a-n-A-C-F-m,201705071750
39777437,a-n-A-C-F,201705072150
39750794,a-n-A-C-F-m,201705071800
39723014,a-n-A-C-F-m,201705071740
39659263,a-n-A-C-F-m,201705071640
39669512,a-n-A-C-F-m,201705071650
39792041,a-n-A-C-F-m,201705080840
39726455,a-n-A-C-F-m,201705071745
39669934,a-n-A-C-F-m,201705071650
39780181,a-n-A-C-F,201705072310
39686696,a-n-A-C-F-m,201705071705
39728321,a-n-A-C-F-m,201705071745
39704846,a-n-A-C-F-m,201705071720
39722445,a-n-A-C-F-m,201705071740
39695738,a-n-A-C-F-m,201705071710
39679183,a-n-A-C-F-m,201705071700
39691558,a-n-A-C-F-m,201705071710
39714104,a-n-A-C-F-m,201705071725
39784076,a-n-A-C-F-m,201705080550
39787041,a-n-A-C-F-m,201705080710
39787467,a-n-A-C-F-m,201705080720
39703521,a-n-A-C-F-m,201705071715
39702167,a-n-A-C-F-m,201705071715
39779620,a-n-A-C-F-m,201705072250
39767031,a-n-A-C-F-m,201705071855
39687856,a-n-A-C-F-m,201705071705
39704304,a-n-A-C-F-m,201705071720
39773168,a-n-A-C-F-m,201705072020
39787417,a-n-A-C-F-m,201705080720
39731099,a-n-A-C-F-m,201705071750
39705888,a-n-A-C-F-m,201705071720
39666328,a-n-A-C-F-m,201705071650
39754610,a-n-A-C-F-m,201705071800
39662973,a-n-A-C-F-m,201705071645
39686852,a-n-A-C-F-m,201705071705
39724456,a-n-A-C-F-m,201705071740
39788014,a-n-A-C-F-m,201705080730
39707196,a-n-A-C-F-m,201705071720
39711191,a-n-A-C-F-m,201705071725
39686767,a-n-A-C-F-m,201705071705
39659087,a-n-A-C-F-m,201705071640
39770182,a-n-A-C-F-m,201705071940
39784839,a-n-A-C-F-m,201705080615
39763815,a-n-A-C-F,201705071810
39788070,a-n-A-C-F-m,201705080730
39787276,a-n-A-C-F-m,201705080720
39769658,a-n-A-C-F,201705071935
39784176,a-n-A-C-F-m,201705080550
39791162,a-n-A-C-F-s,201705080835
39701939,a-n-A-C-F-m,201705071715
39795400,a-n-A-C-F-m,201705080845
39693427,a-n-A-C-F-m,201705071710
39779000,a-n-A-C-F,201705072240
39744959,a-n-A-C-F-m,201705071800
39761434,a-n-A-C-F-m,201705071805
39774476,a-n-A-C-F-m,201705072035
39661969,a-n-A-C-F-m,201705071640
39778757,a-n-A-C-F-m,201705072235
39769590,a-n-A-C-F,201705071930
39673875,a-n-A-C-F-m,201705071655
39709585,a-n-A-C-F-m,201705071720
39693408,a-n-A-C-F-m,201705071710
39670180,a-n-A-C-F-m,201705071650
39762697,a-n-A-C-F-m,201705071810
39673528,a-n-A-C-F-m,201705071655
39770700,a-n-A-C-F,201705071945
39713525,a-n-A-C-F-m,201705071725
39695480,a-n-A-C-F-m,201705071710
39764023,a-n-A-C-F-m,201705071810
39769817,a-n-A-C-F,201705071935
39776168,a-n-A-C-F,201705072055
39669311,a-n-A-C-F-m,201705071650
39663549,a-n-A-C-F-m,201705071645
39669128,a-n-A-C-F-m,201705071650
39763527,a-n-A-C-F-m,201705071810
39714929,a-n-A-C-F-m,201705071725
39746191,a-n-A-C-F-m,201705071800
39704624,a-n-A-C-F-m,201705071720
39762090,a-n-A-C-F-m,201705071805
39769074,a-n-A-C-F-m,201705071925
39770678,a-n-A-C-F-m,201705071945
39754402,a-n-A-C-F-m,201705071800
39680158,a-n-A-C-F-m,201705071700
39678481,a-n-A-C-F-m,201705071700
39784952,a-n-A-C-F-m,201705080620
39686566,a-n-A-C-F-m,201705071705
39703969,a-n-A-C-F-m,201705071720
39787770,a-n-A-C-F-m,201705080725
39767914,a-n-A-C-F-m,201705071905
39664979,a-n-A-C-F-m,201705071645
39660067,a-n-A-C-F-m,201705071640
39750132,a-n-A-C-F-m,201705071800
39659060,a-n-A-C-F-m,201705071640
39722073,a-n-A-C-F-m,201705071735
39662632,a-n-A-C-F-m,201705071645
39761389,a-n-A-C-F-m,201705071805
39668251,a-n-A-C-F-m,201705071650
39681332,a-n-A-C-F-m,201705071700
39779947,a-n-A-C-F,201705072300
39677425,a-n-A-C-F-m,201705071655
39660280,a-n-A-C-F-m,201705071640
39721006,a-n-A-C-F-m,201705071735
39657145,a-n-A-C-F-m,201705071635
39734051,a-n-A-C-F-m,201705071750
39785319,a-n-A-C-F-m,201705080630
39743006,a-n-A-C-F-m,201705071755
39772605,a-n-A-C-F-m,201705072015
39798410,a-n-A-C-F-m,201705080850
39676914,a-n-A-C-F-m,201705071655
39683607,a-n-A-C-F-m,201705071700
39806007,a-n-A-C-F-m,201705080850
39769710,a-n-A-C-F-m,201705071935
39666609,a-n-A-C-F-m,201705071650
39721763,a-n-A-C-F-m,201705071735
39695056,a-n-A-C-F-m,201705071710
39761632,a-n-A-C-F-m,201705071805
39710160,a-n-A-C-F-m,201705071720
39770436,a-n-A-C-F,201705071940
39782619,a-n-A-C-F-m,201705080110
39758906,a-n-A-C-F-m,201705071805
39671545,a-n-A-C-F-m,201705071655
