id,source_id,cot_type,how
39657964,1830,a-n-A-C-F-m,m-g
39657747,1830,a-n-A-C-F-m,m-g
39657017,2212,a-n-A-C-F-m,m-g
39657878,2199,a-n-A-C-F-m,m-g
39658192,2170,a-n-A-C-F,m-g
39656929,2199,a-n-A-C-F-m,m-g
39658179,1830,a-n-A-C-F-m,m-g
39656925,2199,a-n-A-C-F-m,m-g
39657722,1935,a-n-A-C-F-m,m-g
39658084,2156,a-n-A-C-F-m,m-g
39657435,1935,a-n-A-C-F-m,m-g
39658030,2199,a-n-A-C-F-m,m-g
39657732,2199,a-n-A-C-F-m,m-g
39657880,1935,a-n-A-C-F-m,m-g
39658174,2199,a-n-A-C-F-m,m-g
39657838,1830,a-n-A-C-F-m,m-g
39656973,2199,a-n-A-C-F-m,m-g
39658433,1935,a-n-A-C-F-m,m-g
39657239,2199,a-n-A-C-F-m,m-g
39657342,2199,a-n-A-C-F-m,m-g
39658544,1830,a-n-A-C-F-m,m-g
39656979,1935,a-n-A-C-F-m,m-g
39658265,1935,a-n-A-C-F-m,m-g
39657926,2199,a-n-A-C-F-m,m-g
39657311,1830,a-n-A-C-F-m,m-g
39657788,1935,a-n-A-C-F-m,m-g
39657263,2212,a-n-A-C-F-m,m-g
39657924,1935,a-n-A-C-F-m,m-g
39658149,2199,a-n-A-C-F-m,m-g
39657859,1935,a-n-A-C-F-m,m-g
39658453,1830,a-n-A-C-F-m,m-g
39658204,1830,a-n-A-C-F-m,m-g
39657675,1830,a-n-A-C-F-m,m-g
39657202,1935,a-n-A-C-F-m,m-g
39657741,1935,a-n-A-C-F-m,m-g
39657041,1935,a-n-A-C-F-m,m-g
39658381,1830,a-n-A-C-F-m,m-g
39658044,2199,a-n-A-C-F-m,m-g
39657389,2199,a-n-A-C-F-m,m-g
39658435,1935,a-n-A-C-F-m,m-g
39657231,1830,a-n-A-C-F-m,m-g
39658444,1830,a-n-A-C-F-m,m-g
39658510,1935,a-n-A-C-F-m,m-g
39657001,2199,a-n-A-C-F-m,m-g
39658466,2199,a-n-A-C-F-m,m-g
39657491,2199,a-n-A-C-F-m,m-g
39657858,1935,a-n-A-C-F-m,m-g
39657417,2199,a-n-A-C-F-m,m-g
39656947,1935,a-n-A-C-F-m,m-g
39658159,2156,a-n-A-C-F-m,m-g
39658233,2170,a-n-A-C-F,m-g
39657768,2199,a-n-A-C-F-m,m-g
39658477,1830,a-n-A-C-F-m,m-g
39658519,1935,a-n-A-C-F-m,m-g
39657854,2199,a-n-A-C-F-m,m-g
39657975,1830,a-n-A-C-F-m,m-g
39657047,1935,a-n-A-C-F-m,m-g
39658198,2199,a-n-A-C-F-m,m-g
39657958,2156,a-n-A-C-F-m,m-g
39657905,1830,a-n-A-C-F-m,m-g
39656997,1830,a-n-A-C-F-m,m-g
39658031,1830,a-n-A-C-F-m,m-g
39657454,2199,a-n-A-C-F-m,m-g
39657480,1935,a-n-A-C-F-m,m-g
39657828,1935,a-n-A-C-F-m,m-g
39657683,1830,a-n-A-C-F-m,m-g
39658003,1935,a-n-A-C-F-m,m-g
39657408,1830,a-n-A-C-F-m,m-g
39657151,2199,a-n-A-C-F-m,m-g
39657776,1935,a-n-A-C-F-m,m-g
39658191,2212,a-n-A-C-F-m,m-g
39657050,2212,a-n-A-C-F-m,m-g
39657443,2199,a-n-A-C-F-m,m-g
39657698,2199,a-n-A-C-F-m,m-g
39658349,1935,a-n-A-C-F-m,m-g
39656907,1830,a-n-A-C-F-m,m-g
39657697,1935,a-n-A-C-F-m,m-g
39658434,1830,a-n-A-C-F-m,m-g
39657300,1935,a-n-A-C-F-m,m-g
39657333,2212,a-n-A-C-F-m,m-g
39657025,1935,a-n-A-C-F-m,m-g
39658040,2199,a-n-A-C-F-m,m-g
39657426,1935,a-n-A-C-F-m,m-g
39657305,1935,a-n-A-C-F-m,m-g
39657330,2199,a-n-A-C-F-m,m-g
39657725,2212,a-n-A-C-F-m,m-g
39657364,1935,a-n-A-C-F-m,m-g
39657274,2156,a-n-A-C-F-m,m-g
39658405,1830,a-n-A-C-F-m,m-g
39656918,1830,a-n-A-C-F-m,m-g
39657999,2156,a-n-A-C-F-m,m-g
39658324,2175,a-n-A-C-F-m,m-g
39658081,1830,a-n-A-C-F-m,m-g
39657008,2199,a-n-A-C-F-m,m-g
39658247,2199,a-n-A-C-F-m,m-g
39658271,2199,a-n-A-C-F-m,m-g
39658098,1830,a-n-A-C-F-m,m-g
39658459,1935,a-n-A-C-F-m,m-g
39657875,2199,a-n-A-C-F-m,m-g
39658197,2199,a-n-A-C-F-m,m-g
39656896,2057,a-n-A-C-F-m,m-g
39657390,2199,a-n-A-C-F-m,m-g
39657498,2199,a-n-A-C-F-m,m-g
39657824,2199,a-n-A-C-F-m,m-g
39657203,2199,a-n-A-C-F-m,m-g
39658239,2199,a-n-A-C-F-m,m-g
39657937,1935,a-n-A-C-F-m,m-g
39657551,1935,a-n-A-C-F-m,m-g
39657232,1935,a-n-A-C-F-m,m-g
39658002,1830,a-n-A-C-F-m,m-g
39657393,2199,a-n-A-C-F-m,m-g
39657626,1935,a-n-A-C-F-m,m-g
39657803,1935,a-n-A-C-F-m,m-g
39657589,2199,a-n-A-C-F-m,m-g
39657876,1830,a-n-A-C-F-m,m-g
39658076,1830,a-n-A-C-F-m,m-g
39658549,2199,a-n-A-C-F-m,m-g
39657891,1935,a-n-A-C-F-m,m-g
39657446,1935,a-n-A-C-F-m,m-g
39658020,2199,a-n-A-C-F-m,m-g
39656948,2199,a-n-A-C-F-m,m-g
39657021,1830,a-n-A-C-F-m,m-g
39657016,2212,a-n-A-C-F-m,m-g
39657348,2057,a-n-A-C-F-m,m-g
39656990,1830,a-n-A-C-F-m,m-g
39658420,1935,a-n-A-C-F-m,m-g
39657946,1935,a-n-A-C-F-m,m-g
39657470,2199,a-n-A-C-F-m,m-g
39657368,1935,a-n-A-C-F-m,m-g
39658465,1830,a-n-A-C-F-m,m-g
39656912,1830,a-n-A-C-F-m,m-g
39657932,2199,a-n-A-C-F-m,m-g
39658045,1830,a-n-A-C-F-m,m-g
39657432,1935,a-n-A-C-F-m,m-g
39658202,2199,a-n-A-C-F-m,m-g
39657431,2199,a-n-A-C-F-m,m-g
39657104,2199,a-n-A-C-F-m,m-g
39657587,2199,a-n-A-C-F-m,m-g
39658005,1935,a-n-A-C-F-m,m-g
39657209,2199,a-n-A-C-F-m,m-g
39657022,1830,a-n-A-C-F-m,m-g
39658353,1830,a-n-A-C-F-m,m-g
39657253,1935,a-n-A-C-F-m,m-g
39657516,2156,a-n-A-C-F-m,m-g
39658172,2212,a-n-A-C-F-m,m-g
39658150,1830,a-n-A-C-F-m,m-g
39657997,1935,a-n-A-C-F-m,m-g
39657790,1830,a-n-A-C-F-m,m-g
39658469,2135,a-n-A-C-F-m,m-g
39657920,1935,a-n-A-C-F-m,m-g
39658069,1830,a-n-A-C-F-m,m-g
39657715,2199,a-n-A-C-F-m,m-g
39658296,1935,a-n-A-C-F-m,m-g
39657038,2212,a-n-A-C-F-m,m-g
39658095,1793,a-n-A-C-F-m,m-g
39657321,2057,a-n-A-C-F-m,m-g
39657688,2199,a-n-A-C-F-m,m-g
39657206,1830,a-n-A-C-F-m,m-g
39657270,1935,a-n-A-C-F-m,m-g
39658356,2199,a-n-A-C-F-m,m-g
39657850,2156,a-n-A-C-F-m,m-g
39657917,2199,a-n-A-C-F-m,m-g
39657225,1935,a-n-A-C-F-m,m-g
39657737,2199,a-n-A-C-F-m,m-g
39657477,2199,a-n-A-C-F-m,m-g
39657382,1935,a-n-A-C-F-m,m-g
39656966,2199,a-n-A-C-F-m,m-g
39657472,1830,a-n-A-C-F-m,m-g
39657742,1935,a-n-A-C-F-m,m-g
39657711,2057,a-n-A-C-F-m,m-g
39657819,2199,a-n-A-C-F-m,m-g
39657849,1830,a-n-A-C-F-m,m-g
39658155,2199,a-n-A-C-F-m,m-g
39658021,2199,a-n-A-C-F-m,m-g
39657155,2199,a-n-A-C-F-m,m-g
39657272,1830,a-n-A-C-F-m,m-g
39658486,1830,a-n-A-C-F-m,m-g
39657495,1935,a-n-A-C-F-m,m-g
39657536,2199,a-n-A-C-F-m,m-g
39658008,2199,a-n-A-C-F-m,m-g
39657730,2199,a-n-A-C-F-m,m-g
39657534,1793,a-n-A-C-F-m,m-g
39658408,2156,a-n-A-C-F-m,m-g
39658360,1830,a-n-A-C-F-m,m-g
39657873,2199,a-n-A-C-F-m,m-g
39658443,1830,a-n-A-C-F-m,m-g
39658038,2199,a-n-A-C-F-m,m-g
39657425,2199,a-n-A-C-F-m,m-g
39657631,1935,a-n-A-C-F-m,m-g
39658140,2199,a-n-A-C-F-m,m-g
39657795,1935,a-n-A-C-F-m,m-g
39657483,1935,a-n-A-C-F-m,m-g
39657003,2199,a-n-A-C-F-m,m-g
39657137,1830,a-n-A-C-F-m,m-g
39658491,2156,a-n-A-C-F-m,m-g
39656975,1935,a-n-A-C-F-m,m-g
39658175,1935,a-n-A-C-F-m,m-g
39657568,1935,a-n-A-C-F-m,m-g
39658421,1935,a-n-A-C-F-m,m-g
39657434,1935,a-n-A-C-F-m,m-g
39657759,2199,a-n-A-C-F-m,m-g
39658067,1830,a-n-A-C-F-m,m-g
39657081,1935,a-n-A-C-F-m,m-g
39657868,1830,a-n-A-C-F-m,m-g
39657005,1830,a-n-A-C-F-m,m-g
39657651,1935,a-n-A-C-F-m,m-g
39658400,1830,a-n-A-C-F-m,m-g
39658499,2135,a-n-A-C-F-m,m-g
39657061,2199,a-n-A-C-F-m,m-g
39657014,2212,a-n-A-C-F-m,m-g
39657402,2199,a-n-A-C-F-m,m-g
39657018,2199,a-n-A-C-F-m,m-g
39657992,1830,a-n-A-C-F-m,m-g
39658543,1830,a-n-A-C-F-m,m-g
39657762,2212,a-n-A-C-F-m,m-g
39658001,1830,a-n-A-C-F-m,m-g
39658364,1830,a-n-A-C-F-m,m-g
39657093,2170,a-n-A-C-F,m-g
39657265,2212,a-n-A-C-F-m,m-g
39657143,1935,a-n-A-C-F-m,m-g
39657145,1935,a-n-A-C-F-m,m-g
39657451,2199,a-n-A-C-F-m,m-g
39657463,2199,a-n-A-C-F-m,m-g
39658134,2199,a-n-A-C-F-m,m-g
39657139,1935,a-n-A-C-F-m,m-g
39657558,1830,a-n-A-C-F-m,m-g
39657596,1830,a-n-A-C-F-m,m-g
39658397,1830,a-n-A-C-F-m,m-g
39657740,2199,a-n-A-C-F-m,m-g
39658368,1830,a-n-A-C-F-m,m-g
39658321,1830,a-n-A-C-F-m,m-g
39658470,1830,a-n-A-C-F-m,m-g
39656935,2212,a-n-A-C-F-m,m-g
39657238,1935,a-n-A-C-F-m,m-g
39657296,2199,a-n-A-C-F-m,m-g
39657310,1830,a-n-A-C-F-m,m-g
39658416,1935,a-n-A-C-F-m,m-g
39658128,2199,a-n-A-C-F-m,m-g
39657951,2199,a-n-A-C-F-m,m-g
39657395,1830,a-n-A-C-F-m,m-g
39658085,1830,a-n-A-C-F-m,m-g
39657357,1935,a-n-A-C-F-m,m-g
39658096,1935,a-n-A-C-F-m,m-g
39657163,1830,a-n-A-C-F-m,m-g
39658116,1935,a-n-A-C-F-m,m-g
39657036,2199,a-n-A-C-F-m,m-g
39657984,2199,a-n-A-C-F-m,m-g
39658322,1935,a-n-A-C-F-m,m-g
39657064,1830,a-n-A-C-F-m,m-g
39656968,1935,a-n-A-C-F-m,m-g
39658166,1830,a-n-A-C-F-m,m-g
39658261,2212,a-n-A-C-F-m,m-g
39657420,2199,a-n-A-C-F-m,m-g
39657991,2199,a-n-A-C-F-m,m-g
39658208,2199,a-n-A-C-F-m,m-g
39657032,2212,a-n-A-C-F-m,m-g
39657049,1935,a-n-A-C-F-m,m-g
39657349,1935,a-n-A-C-F-m,m-g
39658013,2199,a-n-A-C-F-m,m-g
39658494,1830,a-n-A-C-F-m,m-g
39657095,1830,a-n-A-C-F-m,m-g
39658315,1935,a-n-A-C-F-m,m-g
39658302,1935,a-n-A-C-F-m,m-g
39657911,2199,a-n-A-C-F-m,m-g
39657414,1830,a-n-A-C-F-m,m-g
39657467,1935,a-n-A-C-F-m,m-g
39656946,2212,a-n-A-C-F-m,m-g
39656911,2199,a-n-A-C-F-m,m-g
39657221,1830,a-n-A-C-F-m,m-g
39657374,2199,a-n-A-C-F-m,m-g
39658436,1830,a-n-A-C-F-m,m-g
39658415,1830,a-n-A-C-F-m,m-g
39656894,1935,a-n-A-C-F-m,m-g
39657874,1935,a-n-A-C-F-m,m-g
39657672,2199,a-n-A-C-F-m,m-g
39657710,1935,a-n-A-C-F-m,m-g
39658299,1828,a-n-A-C-F,m-g
39656901,1830,a-n-A-C-F-m,m-g
39658168,2170,a-n-A-C-F,m-g
39658383,2199,a-n-A-C-F-m,m-g
39658108,1935,a-n-A-C-F-m,m-g
39657813,1830,a-n-A-C-F-m,m-g
39657059,1830,a-n-A-C-F-m,m-g
39657011,2199,a-n-A-C-F-m,m-g
39657567,2199,a-n-A-C-F-m,m-g
39657681,1830,a-n-A-C-F-m,m-g
39658033,1830,a-n-A-C-F-m,m-g
39658312,1935,a-n-A-C-F-m,m-g
39658264,1935,a-n-A-C-F-m,m-g
39657216,1935,a-n-A-C-F-m,m-g
39657523,1935,a-n-A-C-F-m,m-g
39656980,2170,a-n-A-C-F,m-g
39657666,2199,a-n-A-C-F-m,m-g
39657939,2199,a-n-A-C-F-m,m-g
39657074,2212,a-n-A-C-F-m,m-g
39656943,2170,a-n-A-C-F,m-g
39658476,2199,a-n-A-C-F-m,m-g
39657886,2199,a-n-A-C-F-m,m-g
39657987,2199,a-n-A-C-F-m,m-g
39658050,1935,a-n-A-C-F-m,m-g
39657781,1830,a-n-A-C-F-m,m-g
39658012,1828,a-n-A-C-F,m-g
39657116,2170,a-n-A-C-F,m-g
39657938,1935,a-n-A-C-F-m,m-g
39657533,1830,a-n-A-C-F-m,m-g
39658006,1935,a-n-A-C-F-m,m-g
39657323,1830,a-n-A-C-F-m,m-g
39657598,1830,a-n-A-C-F-m,m-g
39658403,1935,a-n-A-C-F-m,m-g
39657140,2199,a-n-A-C-F-m,m-g
39658260,1830,a-n-A-C-F-m,m-g
39658034,1935,a-n-A-C-F-m,m-g
39658165,2199,a-n-A-C-F-m,m-g
39657506,1935,a-n-A-C-F-m,m-g
39658205,1868,a-n-A-C-F-m,m-g
39657757,1935,a-n-A-C-F-m,m-g
39657708,1935,a-n-A-C-F-m,m-g
39658311,1830,a-n-A-C-F-m,m-g
39657532,2199,a-n-A-C-F-m,m-g
39657809,2199,a-n-A-C-F-m,m-g
39657892,2199,a-n-A-C-F-m,m-g
39658212,2199,a-n-A-C-F-m,m-g
39656967,2199,a-n-A-C-F-m,m-g
39657340,1830,a-n-A-C-F-m,m-g
39657853,1830,a-n-A-C-F-m,m-g
39657384,1935,a-n-A-C-F-m,m-g
39657290,1830,a-n-A-C-F-m,m-g
39658122,1830,a-n-A-C-F-m,m-g
39657881,1935,a-n-A-C-F-m,m-g
39657234,1935,a-n-A-C-F-m,m-g
39657457,1830,a-n-A-C-F-m,m-g
39657057,2199,a-n-A-C-F-m,m-g
39657861,2199,a-n-A-C-F-m,m-g
39657406,2199,a-n-A-C-F-m,m-g
39657077,1935,a-n-A-C-F-m,m-g
39658526,1830,a-n-A-C-F-m,m-g
39657860,1830,a-n-A-C-F-m,m-g
39657899,1935,a-n-A-C-F-m,m-g
39657490,2199,a-n-A-C-F-m,m-g
39658418,1830,a-n-A-C-F-m,m-g
39657165,1830,a-n-A-C-F-m,m-g
39657090,1830,a-n-A-C-F-m,m-g
39658199,2156,a-n-A-C-F-m,m-g
39657257,1830,a-n-A-C-F-m,m-g
39657313,1935,a-n-A-C-F-m,m-g
39657183,1830,a-n-A-C-F-m,m-g
39657336,2199,a-n-A-C-F-m,m-g
39657329,2199,a-n-A-C-F-m,m-g
39657728,1830,a-n-A-C-F-m,m-g
39657712,1935,a-n-A-C-F-m,m-g
39657159,1830,a-n-A-C-F-m,m-g
39657160,1830,a-n-A-C-F-m,m-g
39657119,1830,a-n-A-C-F-m,m-g
39657354,2199,a-n-A-C-F-m,m-g
39658253,2156,a-n-A-C-F-m,m-g
39657908,2199,a-n-A-C-F-m,m-g
39658504,1830,a-n-A-C-F-m,m-g
39657134,2199,a-n-A-C-F-m,m-g
39658329,1868,a-n-A-C-F-m,m-g
39657978,2156,a-n-A-C-F-m,m-g
39658536,1935,a-n-A-C-F-m,m-g
39657387,1935,a-n-A-C-F-m,m-g
39658287,1830,a-n-A-C-F-m,m-g
39658185,1935,a-n-A-C-F-m,m-g
39657673,2199,a-n-A-C-F-m,m-g
39658223,2199,a-n-A-C-F-m,m-g
39657820,1830,a-n-A-C-F-m,m-g
39658083,2212,a-n-A-C-F-m,m-g
39658056,1935,a-n-A-C-F-m,m-g
39657760,1935,a-n-A-C-F-m,m-g
39658473,2199,a-n-A-C-F-m,m-g
39657500,1830,a-n-A-C-F-m,m-g
39657639,2199,a-n-A-C-F-m,m-g
39657934,1830,a-n-A-C-F-m,m-g
39657704,1830,a-n-A-C-F-m,m-g
39657663,1935,a-n-A-C-F-m,m-g
39658106,2199,a-n-A-C-F-m,m-g
39657594,1935,a-n-A-C-F-m,m-g
39657223,1935,a-n-A-C-F-m,m-g
39657396,1935,a-n-A-C-F-m,m-g
39657993,2199,a-n-A-C-F-m,m-g
39657299,2199,a-n-A-C-F-m,m-g
39657659,2199,a-n-A-C-F-m,m-g
39658252,2199,a-n-A-C-F-m,m-g
39658534,1830,a-n-A-C-F-m,m-g
39657129,1793,a-n-A-C-F-m,m-g
39657058,2199,a-n-A-C-F-m,m-g
39657682,2199,a-n-A-C-F-m,m-g
39656984,2199,a-n-A-C-F-m,m-g
39657835,1830,a-n-A-C-F-m,m-g
39657466,1830,a-n-A-C-F-m,m-g
39657053,2199,a-n-A-C-F-m,m-g
39657525,1935,a-n-A-C-F-m,m-g
39658148,1830,a-n-A-C-F-m,m-g
39658255,2199,a-n-A-C-F-m,m-g
39658173,2199,a-n-A-C-F-m,m-g
39658145,2199,a-n-A-C-F-m,m-g
39658343,2199,a-n-A-C-F-m,m-g
39657248,1935,a-n-A-C-F-m,m-g
39658450,1935,a-n-A-C-F-m,m-g
39657337,1935,a-n-A-C-F-m,m-g
39656971,2199,a-n-A-C-F-m,m-g
39657602,2199,a-n-A-C-F-m,m-g
39657642,2199,a-n-A-C-F-m,m-g
39657291,1935,a-n-A-C-F-m,m-g
39657418,1830,a-n-A-C-F-m,m-g
39656917,1935,a-n-A-C-F-m,m-g
39656959,2212,a-n-A-C-F-m,m-g
39657998,2199,a-n-A-C-F-m,m-g
39657550,2199,a-n-A-C-F-m,m-g
39657714,1935,a-n-A-C-F-m,m-g
39657641,2156,a-n-A-C-F-m,m-g
39658065,1935,a-n-A-C-F-m,m-g
39657969,1830,a-n-A-C-F-m,m-g
39658348,1830,a-n-A-C-F-m,m-g
39657346,1830,a-n-A-C-F-m,m-g
39657583,1830,a-n-A-C-F-m,m-g
39657141,2170,a-n-A-C-F,m-g
39658327,1935,a-n-A-C-F-m,m-g
39657493,1830,a-n-A-C-F-m,m-g
39658080,1830,a-n-A-C-F-m,m-g
39658102,1935,a-n-A-C-F-m,m-g
39657796,1830,a-n-A-C-F-m,m-g
39656978,1830,a-n-A-C-F-m,m-g
39657188,1935,a-n-A-C-F-m,m-g
39658365,1830,a-n-A-C-F-m,m-g
39657538,2199,a-n-A-C-F-m,m-g
39657287,2199,a-n-A-C-F-m,m-g
39658082,2199,a-n-A-C-F-m,m-g
39658101,1828,a-n-A-C-F,m-g
39657210,2199,a-n-A-C-F-m,m-g
39657043,2199,a-n-A-C-F-m,m-g
39658522,1830,a-n-A-C-F-m,m-g
39658063,1828,a-n-A-C-F,m-g
39658382,1935,a-n-A-C-F-m,m-g
39657303,1830,a-n-A-C-F-m,m-g
39656893,2199,a-n-A-C-F-m,m-g
39657334,1935,a-n-A-C-F-m,m-g
39657863,2199,a-n-A-C-F-m,m-g
39658376,1830,a-n-A-C-F-m,m-g
39658410,1935,a-n-A-C-F-m,m-g
39658226,1935,a-n-A-C-F-m,m-g
39656932,2212,a-n-A-C-F-m,m-g
39657578,1830,a-n-A-C-F-m,m-g
39657837,2199,a-n-A-C-F-m,m-g
39658258,2199,a-n-A-C-F-m,m-g
39657004,1935,a-n-A-C-F-m,m-g
39657161,1830,a-n-A-C-F-m,m-g
39658291,1830,a-n-A-C-F-m,m-g
39658164,1830,a-n-A-C-F-m,m-g
39658447,1830,a-n-A-C-F-m,m-g
39657376,1828,a-n-A-C-F,m-g
39658136,2199,a-n-A-C-F-m,m-g
39657548,1935,a-n-A-C-F-m,m-g
39657298,2057,a-n-A-C-F-m,m-g
39658029,1935,a-n-A-C-F-m,m-g
39657800,2199,a-n-A-C-F-m,m-g
39657771,1935,a-n-A-C-F-m,m-g
39657179,2199,a-n-A-C-F-m,m-g
39658338,2199,a-n-A-C-F-m,m-g
39658539,1935,a-n-A-C-F-m,m-g
39658288,1935,a-n-A-C-F-m,m-g
39657366,1793,a-n-A-C-F-m,m-g
