source_id,name,id,servertime,tilex,tiley
1966,AA7C64,39716795,201705071730,18886,25640
1966,AA7C64,39718703,201705071730,18911,25575
1966,AA7C64,39717088,201705071730,18889,25632
1966,AA7C64,39719391,201705071730,18921,25548
1966,AA7C64,39719820,201705071730,18928,25530
1966,AA7C64,39717834,201705071730,18899,25608
1966,AA7C64,39719101,201705071730,18917,25559
1966,AA7C64,39719805,201705071730,18928,25530
1966,AA7C64,39719939,201705071730,18930,25524
1966,AA7C64,39718287,201705071730,18906,25589
1966,AA7C64,39718651,201705071730,18910,25577
1966,AA7C64,39719541,201705071730,18924,25541
1966,AA7C64,39718713,201705071730,18911,25574
1966,AA7C64,39720148,201705071730,18934,25515
1966,AA7C64,39717613,201705071730,18896,25615
1966,AA7C64,39717503,201705071730,18895,25618
1966,AA7C64,39719821,201705071730,18928,25530
1966,AA7C64,39718765,201705071730,18911,25574
1966,AA7C64,39718027,201705071730,18902,25598
1966,AA7C64,39718167,201705071730,18904,25593
1966,AA7C64,39719092,201705071730,18917,25559
1966,AA7C64,39718159,201705071730,18904,25594
1966,AA7C64,39718744,201705071730,18911,25574
1966,AA7C64,39718078,201705071730,18903,25598
1987,ICAO-4CAA33,39718111,201705071730,19791,24419
1991,ICAO-AA931D,39720342,201705071735,19864,24267
1998,3C64EC,39716401,201705071725,18585,25640
1998,3C64EC,39721504,201705071735,18793,25463
1998,3C64EC,39720408,201705071735,18722,25522
1998,3C64EC,39721597,201705071735,18794,25462
1998,3C64EC,39721120,201705071735,18762,25489
1998,3C64EC,39721203,201705071735,18768,25484
1998,3C64EC,39720577,201705071735,18729,25517
1998,3C64EC,39720903,201705071735,18747,25502
1998,3C64EC,39721125,201705071735,18762,25489
1998,3C64EC,39720360,201705071735,18722,25523
1998,3C64EC,39721076,201705071735,18758,25492
1998,3C64EC,39720501,201705071735,18726,25519
1998,3C64EC,39721515,201705071735,18793,25463
1998,3C64EC,39720925,201705071735,18748,25501
1998,3C64EC,39720571,201705071735,18729,25517
1998,3C64EC,39720470,201705071735,18726,25519
1998,3C64EC,39721228,201705071735,18770,25482
1998,3C64EC,39720327,201705071735,18721,25524
1998,3C64EC,39720610,201705071735,18730,25516
1998,3C64EC,39720871,201705071735,18745,25503
1998,3C64EC,39722200,201705071735,18830,25431
2006,AA6BED,39682682,201705071700,18643,25463
2012,ICAO-A24CE0,39713372,201705071725,19058,24066
2012,ICAO-A24CE0,39715287,201705071725,19019,24065
2012,ICAO-A24CE0,39715646,201705071725,19011,24065
2012,ICAO-A24CE0,39716230,201705071725,18989,24064
2016,A48681,39694263,201705071710,18947,25589
2016,A48681,39690212,201705071710,18981,25506
2016,A48681,39694573,201705071710,18945,25592
2016,A48681,39694073,201705071710,18948,25584
2016,A48681,39690937,201705071710,18976,25518
2016,A48681,39694826,201705071710,18944,25597
2016,A48681,39696401,201705071710,18932,25625
2016,A48681,39694916,201705071710,18942,25600
2016,A48681,39690585,201705071710,18978,25513
2016,A48681,39691108,201705071710,18974,25522
2016,A48681,39694255,201705071710,18947,25588
2026,ICAO-3C4B2A,39765461,201705071830,19794,24382
2035,ICAO-AA01A2,39755226,201705071800,19803,24283
2035,ICAO-AA01A2,39753938,201705071800,19812,24258
2046,AA7E7C,39669994,201705071650,18870,25444
2046,AA7E7C,39669728,201705071650,18873,25438
2046,AA7E7C,39669342,201705071650,18879,25427
2046,AA7E7C,39669693,201705071650,18873,25438
2046,AA7E7C,39669615,201705071650,18875,25435
2046,AA7E7C,39669990,201705071650,18870,25444
2046,AA7E7C,39669839,201705071650,18871,25442
2046,AA7E7C,39669834,201705071650,18871,25442
2046,AA7E7C,39669977,201705071650,18870,25444
2046,AA7E7C,39670338,201705071650,18866,25452
2046,AA7E7C,39669565,201705071650,18875,25435
2056,ICAO-AA6C50,39771686,201705071955,19730,24288
2056,ICAO-AA6C50,39771779,201705071955,19750,24247
2056,ICAO-AA6C50,39771612,201705071955,19719,24310
2056,ICAO-AA6C50,39771664,201705071955,19727,24294
2056,ICAO-AA6C50,39771662,201705071955,19727,24294
2056,ICAO-AA6C50,39771551,201705071955,19702,24329
2060,ICAO-4D2130,39780226,201705072310,19710,24268
2060,ICAO-4D2130,39780269,201705072310,19728,24253
2060,ICAO-4D2130,39780321,201705072310,19750,24234
2060,ICAO-4D2130,39780206,201705072310,19702,24275
2060,ICAO-4D2130,39780304,201705072310,19742,24240
2066,ICAO-A8B8BA,39788768,201705080750,19812,24213
2093,ICAO-A4460E,39787300,201705080720,19823,24280
2093,ICAO-A4460E,39787297,201705080720,19823,24280
2093,ICAO-A4460E,39787409,201705080720,19788,24277
2093,ICAO-A4460E,39787564,201705080720,19755,24275
2093,ICAO-A4460E,39787281,201705080720,19832,24281
2093,ICAO-A4460E,39787493,201705080720,19769,24276
2093,ICAO-A4460E,39787271,201705080720,19835,24281
2093,ICAO-A4460E,39787260,201705080720,19838,24281
2093,ICAO-A4460E,39787261,201705080720,19838,24281
2093,ICAO-A4460E,39787269,201705080720,19835,24281
2093,ICAO-A4460E,39787472,201705080720,19773,24276
2100,ICAO-43E9A6,39773928,201705072030,19767,24267
2100,ICAO-43E9A6,39773966,201705072030,19775,24259
2100,ICAO-43E9A6,39773978,201705072030,19778,24256
2102,A85FF5,39798866,201705080850,19004,25483
2102,A85FF5,39801189,201705080850,19003,25495
2102,A85FF5,39799080,201705080850,19004,25485
2103,AAF183,39697077,201705071715,18951,25433
2106,ICAO-A0012F,39770541,201705071940,19766,24317
2106,ICAO-A0012F,39770551,201705071940,19768,24315
2106,ICAO-A0012F,39770505,201705071940,19761,24322
2118,AA6F46,39716685,201705071730,18911,25465
2134,ICAO-ABE1B6,39783372,201705080430,19700,24268
2134,ICAO-ABE1B6,39783367,201705080430,19702,24264
2151,A96BA2,39691521,201705071710,18846,25560
2151,A96BA2,39690567,201705071710,18852,25546
2151,A96BA2,39693190,201705071710,18829,25596
2151,A96BA2,39695468,201705071710,18809,25637
2151,A96BA2,39690222,201705071710,18855,25540
2151,A96BA2,39694121,201705071710,18821,25612
2151,A96BA2,39692390,201705071710,18836,25581
2151,A96BA2,39696263,201705071710,18802,25652
2151,A96BA2,39690154,201705071710,18856,25539
2151,A96BA2,39692809,201705071710,18832,25588
2151,A96BA2,39691722,201705071710,18843,25565
2151,A96BA2,39690922,201705071710,18850,25551
2151,A96BA2,39692464,201705071710,18835,25583
2151,A96BA2,39695551,201705071710,18808,25638
2151,A96BA2,39694068,201705071710,18821,25612
2151,A96BA2,39691577,201705071710,18844,25563
2151,A96BA2,39690564,201705071710,18853,25545
2151,A96BA2,39692503,201705071710,18835,25583
2151,A96BA2,39690731,201705071710,18851,25549
2151,A96BA2,39695504,201705071710,18809,25637
2151,A96BA2,39696531,201705071710,18799,25657
2151,A96BA2,39691235,201705071710,18848,25556
2151,A96BA2,39691329,201705071710,18846,25559
2151,A96BA2,39692061,201705071710,18839,25573
2151,A96BA2,39691576,201705071710,18844,25563
2151,A96BA2,39691672,201705071710,18843,25565
2151,A96BA2,39689967,201705071710,18858,25535
2151,A96BA2,39690019,201705071710,18857,25537
2151,A96BA2,39696405,201705071710,18801,25654
2159,ICAO-A0EC4D,39765855,201705071835,18915,24189
2172,ICAO-34520B,39725562,201705071745,19744,24452
2185,ICAO-A967EB,39785630,201705080635,19719,24277
2185,ICAO-A967EB,39785611,201705080635,19726,24276
2185,ICAO-A967EB,39785570,201705080635,19736,24276
2196,ICAO-AAABF6,39770946,201705071945,19844,24287
2196,ICAO-AAABF6,39770915,201705071945,19855,24288
2196,ICAO-AAABF6,39770843,201705071945,19872,24285
2199,A6A7DC,39723196,201705071740,18880,25390
2203,ICAO-ABE65A,39785350,201705080630,19827,24434
2212,A583F5,39656944,201705071635,18598,25637
2212,A583F5,39657020,201705071635,18598,25634
2212,A583F5,39656927,201705071635,18598,25637
2212,A583F5,39657468,201705071635,18598,25623
2212,A583F5,39658231,201705071635,18598,25586
2218,ICAO-A6CB48,39702177,201705071715,19843,24285
2218,ICAO-A6CB48,39701885,201705071715,19848,24285
2218,ICAO-A6CB48,39703437,201705071715,19823,24285
2219,C0193B,39735223,201705071755,18775,25716
2219,C0193B,39735235,201705071755,18775,25716
2219,C0193B,39735864,201705071755,18771,25742
2219,C0193B,39735831,201705071755,18772,25741
2232,A0EFF1,39739613,201705071755,18839,25572
2232,A0EFF1,39740619,201705071755,18843,25568
2232,A0EFF1,39738200,201705071755,18832,25580
2232,A0EFF1,39739098,201705071755,18836,25575
2232,A0EFF1,39735480,201705071755,18814,25602
2232,A0EFF1,39735776,201705071755,18817,25598
2232,A0EFF1,39735327,201705071755,18812,25604
2232,A0EFF1,39738832,201705071755,18835,25577
