id,source_id,cot_type,how
39694466,2151,a-n-A-C-F-m,m-g
39725647,1879,a-n-A-C-F-m,m-g
39728875,2219,a-n-A-C-F-m,m-g
39679038,2183,a-n-A-C-F-m,m-g
39778704,1791,a-n-A-C-F,m-g
39722974,1998,a-n-A-C-F-m,m-g
39795261,1971,a-n-A-C-F-m,m-g
39717633,1948,a-n-A-C-F-m,m-g
39685929,2103,a-n-A-C-F-m,m-g
39791228,1810,a-n-A-C-F-s,m-g
39782058,2065,a-n-A-C-F,m-g
39796624,2142,a-n-A-C-F-m,m-g
39739777,1847,a-n-A-C-F-m,m-g
39698422,1842,a-n-A-C-F-m,m-g
39699637,2151,a-n-A-C-F-m,m-g
39792043,2214,a-n-A-C-F-m,m-g
39662745,2005,a-n-A-C-F-m,m-g
39685913,2103,a-n-A-C-F-m,m-g
39733882,1847,a-n-A-C-F-m,m-g
39750534,1945,a-n-A-C-F-m,m-g
39776552,2052,a-n-A-C-F,m-g
39719060,1998,a-n-A-C-F-m,m-g
39807460,1902,a-n-A-C-F-m,m-g
39727909,1909,a-n-A-C-F-m,m-g
39712841,2001,a-n-A-C-F-m,m-g
39658607,2199,a-n-A-C-F-m,m-g
39765330,1968,a-n-A-C-F,m-g
39769264,1865,a-n-A-C-F,m-g
39754378,2094,a-n-A-C-F-m,m-g
39710055,2118,a-n-A-C-F-m,m-g
39723421,2021,a-n-A-C-F-m,m-g
39699591,1988,a-n-A-C-F-m,m-g
39685442,2103,a-n-A-C-F-m,m-g
39796227,2078,a-n-A-C-F-m,m-g
39731613,1978,a-n-A-C-F-m,m-g
39775315,1798,a-n-A-C-F-m,m-g
39780833,1952,a-n-A-C-F-m,m-g
39723887,1944,a-n-A-C-F-m,m-g
39798549,2231,a-n-A-C-F-m,m-g
39798417,1971,a-n-A-C-F-m,m-g
39683091,1943,a-n-A-C-F-m,m-g
39670548,2064,a-n-A-C-F-m,m-g
39683027,1943,a-n-A-C-F-m,m-g
39712134,1903,a-n-A-C-F-m,m-g
39782738,1899,a-n-A-C-F,m-g
39662282,2208,a-n-A-C-F-m,m-g
39777802,1933,a-n-A-C-F,m-g
39684355,2073,a-n-A-C-F-m,m-g
39770670,1925,a-n-A-C-F,m-g
39775499,1839,a-n-A-C-F,m-g
39767280,1863,a-n-A-C-F-m,m-g
39770404,2164,a-n-A-C-F-m,m-g
39697532,1842,a-n-A-C-F-m,m-g
39733187,2219,a-n-A-C-F-m,m-g
39739630,2220,a-n-A-C-F-m,m-g
39668884,2005,a-n-A-C-F-m,m-g
39732037,1819,a-n-A-C-F-m,m-g
39788124,1855,a-n-A-C-F,m-g
39738446,1847,a-n-A-C-F-m,m-g
39747155,1847,a-n-A-C-F-m,m-g
39710933,2118,a-n-A-C-F-m,m-g
39724690,2021,a-n-A-C-F-m,m-g
39683966,1943,a-n-A-C-F-m,m-g
39736154,1978,a-n-A-C-F-m,m-g
39687423,2073,a-n-A-C-F-m,m-g
39660730,1975,a-n-A-C-F-m,m-g
39691462,2151,a-n-A-C-F-m,m-g
39683194,1943,a-n-A-C-F-m,m-g
39690839,1938,a-n-A-C-F-m,m-g
39659893,2208,a-n-A-C-F-m,m-g
39663236,2208,a-n-A-C-F-m,m-g
39774101,2117,a-n-A-C-F-m,m-g
39690435,2129,a-n-A-C-F-m,m-g
39725979,1861,a-n-A-C-F-m,m-g
39664942,1875,a-n-A-C-F-m,m-g
39792929,2147,a-n-A-C-F-m,m-g
39715179,1903,a-n-A-C-F-m,m-g
39680734,1943,a-n-A-C-F-m,m-g
39697043,1842,a-n-A-C-F-m,m-g
39779545,2230,a-n-A-C-F-m,m-g
39726096,1879,a-n-A-C-F-m,m-g
39732083,1847,a-n-A-C-F-m,m-g
39782546,1832,a-n-A-C-F-m,m-g
39718603,2167,a-n-A-C-F-m,m-g
39702065,2218,a-n-A-C-F-m,m-g
39762683,2094,a-n-A-C-F-m,m-g
39717580,2167,a-n-A-C-F-m,m-g
39808172,2078,a-n-A-C-F-m,m-g
39722000,2021,a-n-A-C-F-m,m-g
39658701,2199,a-n-A-C-F-m,m-g
39717778,2167,a-n-A-C-F-m,m-g
39773315,1831,a-n-A-C-F,m-g
39666205,1964,a-n-A-C-F-m,m-g
39680365,1811,a-n-A-C-F-m,m-g
39678038,1882,a-n-A-C-F-m,m-g
39675392,2064,a-n-A-C-F-m,m-g
39792318,2142,a-n-A-C-F-m,m-g
39802677,2024,a-n-A-C-F-m,m-g
39685496,1882,a-n-A-C-F-m,m-g
39755586,2000,a-n-A-C-F-m,m-g
39730530,2211,a-n-A-C-F-m,m-g
39724324,1944,a-n-A-C-F-m,m-g
39679737,1943,a-n-A-C-F-m,m-g
39697035,2048,a-n-A-C-F-m,m-g
39790933,1810,a-n-A-C-F-s,m-g
39701007,1842,a-n-A-C-F-m,m-g
39775153,2055,a-n-A-C-F-m,m-g
39697605,1842,a-n-A-C-F-m,m-g
39767273,1863,a-n-A-C-F-m,m-g
39773089,1876,a-n-A-C-F-m,m-g
39792186,2214,a-n-A-C-F-m,m-g
39672205,2046,a-n-A-C-F-m,m-g
39715549,2118,a-n-A-C-F-m,m-g
39700834,2048,a-n-A-C-F-m,m-g
39683180,1943,a-n-A-C-F-m,m-g
39676131,2046,a-n-A-C-F-m,m-g
39767672,2200,a-n-A-C-F-m,m-g
39667034,1946,a-n-A-C-F-m,m-g
39695698,1965,a-n-A-C-F-m,m-g
39722814,1998,a-n-A-C-F-m,m-g
39687572,2107,a-n-A-C-F-m,m-g
39727917,1909,a-n-A-C-F-m,m-g
39719444,1966,a-n-A-C-F-m,m-g
39677032,2064,a-n-A-C-F-m,m-g
39726120,1861,a-n-A-C-F-m,m-g
39703264,2037,a-n-A-C-F-m,m-g
39670673,2183,a-n-A-C-F-m,m-g
39684082,1811,a-n-A-C-F-m,m-g
39722095,1953,a-n-A-C-F,m-g
39658698,2135,a-n-A-C-F-m,m-g
39782094,2065,a-n-A-C-F,m-g
39658762,1830,a-n-A-C-F-m,m-g
39780959,1800,a-n-A-C-F,m-g
39785425,2185,a-n-A-C-F-m,m-g
39662622,2005,a-n-A-C-F-m,m-g
39761322,2094,a-n-A-C-F-m,m-g
39723134,1944,a-n-A-C-F-m,m-g
39719973,2021,a-n-A-C-F-m,m-g
39719136,1948,a-n-A-C-F-m,m-g
39660451,1830,a-n-A-C-F-m,m-g
39715013,2169,a-n-A-C-F-m,m-g
39721813,1944,a-n-A-C-F-m,m-g
39787455,1990,a-n-A-C-F-m,m-g
39784687,1974,a-n-A-C-F-m,m-g
39788612,1886,a-n-A-C-F-m,m-g
39689745,2151,a-n-A-C-F-m,m-g
39662174,2033,a-n-A-C-F-m,m-g
39798931,2078,a-n-A-C-F-m,m-g
39692623,1965,a-n-A-C-F-m,m-g
39794558,1824,a-n-A-C-F-m,m-g
39754529,1894,a-n-A-C-F-m,m-g
39661337,2135,a-n-A-C-F-m,m-g
39710785,1931,a-n-A-C-F-m,m-g
39670113,2210,a-n-A-C-F-m,m-g
39772119,1798,a-n-A-C-F-m,m-g
39692412,1965,a-n-A-C-F-m,m-g
39661513,2199,a-n-A-C-F-m,m-g
39672271,2064,a-n-A-C-F-m,m-g
39722830,1861,a-n-A-C-F-m,m-g
39663610,2208,a-n-A-C-F-m,m-g
39688794,2107,a-n-A-C-F-m,m-g
39736649,1847,a-n-A-C-F-m,m-g
39766913,1863,a-n-A-C-F-m,m-g
39770286,2164,a-n-A-C-F-m,m-g
39706103,1988,a-n-A-C-F-m,m-g
39681777,1851,a-n-A-C-F-m,m-g
39780678,1803,a-n-A-C-F,m-g
39718893,1948,a-n-A-C-F-m,m-g
39705578,1795,a-n-A-C-F-m,m-g
39752169,1894,a-n-A-C-F-m,m-g
39771602,1980,a-n-A-C-F-m,m-g
39785717,2221,a-n-A-C-F-m,m-g
39774192,2117,a-n-A-C-F-m,m-g
39786387,1798,a-n-A-C-F-m,m-g
39797325,2078,a-n-A-C-F-m,m-g
39739727,1896,a-n-A-C-F-m,m-g
39780631,1803,a-n-A-C-F,m-g
39695602,1811,a-n-A-C-F-m,m-g
39700523,2217,a-n-A-C-F-m,m-g
39767284,1803,a-n-A-C-F,m-g
39735638,1819,a-n-A-C-F-m,m-g
39773061,2190,a-n-A-C-F-m,m-g
39765011,1968,a-n-A-C-F,m-g
39722063,2021,a-n-A-C-F-m,m-g
39696116,2037,a-n-A-C-F-m,m-g
39677572,2046,a-n-A-C-F-m,m-g
39783333,2134,a-n-A-C-F-m,m-g
39735314,2070,a-n-A-C-F-m,m-g
39719241,1998,a-n-A-C-F-m,m-g
39729278,1847,a-n-A-C-F-m,m-g
39765343,1968,a-n-A-C-F,m-g
39698862,2151,a-n-A-C-F-m,m-g
39680335,2046,a-n-A-C-F-m,m-g
39681815,2046,a-n-A-C-F-m,m-g
39704372,2085,a-n-A-C-F,m-g
39722515,1861,a-n-A-C-F-m,m-g
39729109,1909,a-n-A-C-F-m,m-g
39666023,2005,a-n-A-C-F-m,m-g
39758978,1894,a-n-A-C-F-m,m-g
39756122,2000,a-n-A-C-F-m,m-g
39785831,2221,a-n-A-C-F-m,m-g
39786616,2099,a-n-A-C-F-m,m-g
39794643,2226,a-n-A-C-F-m,m-g
39758879,2000,a-n-A-C-F-m,m-g
39761024,1890,a-n-A-C-F-m,m-g
39787818,2045,a-n-A-C-F-m,m-g
39681836,2053,a-n-A-C-F-m,m-g
39782480,1840,a-n-A-C-F-m,m-g
39725616,1909,a-n-A-C-F-m,m-g
39771264,2050,a-n-A-C-F-m,m-g
39720215,2021,a-n-A-C-F-m,m-g
39724655,1879,a-n-A-C-F-m,m-g
39780141,1974,a-n-A-C-F-m,m-g
39765189,2132,a-n-A-C-F-s,m-g
39745437,1896,a-n-A-C-F-m,m-g
39734453,1819,a-n-A-C-F-m,m-g
39685155,1943,a-n-A-C-F-m,m-g
39773736,1916,a-n-A-C-F-m,m-g
39720497,1966,a-n-A-C-F-m,m-g
39662154,2033,a-n-A-C-F-m,m-g
39723398,1944,a-n-A-C-F-m,m-g
39659466,2199,a-n-A-C-F-m,m-g
39696062,2048,a-n-A-C-F-m,m-g
39778273,2213,a-n-A-C-F,m-g
39764525,1848,a-n-A-C-F-m,m-g
39786623,2099,a-n-A-C-F-m,m-g
39767298,1803,a-n-A-C-F,m-g
39792848,2226,a-n-A-C-F-m,m-g
39790497,1818,a-n-A-C-F-m,m-g
39683910,1943,a-n-A-C-F-m,m-g
39658911,1830,a-n-A-C-F-m,m-g
39680180,2064,a-n-A-C-F-m,m-g
39704821,2037,a-n-A-C-F-m,m-g
39780759,1923,a-n-A-C-F-m,m-g
39714552,2058,a-n-A-C-F-m,m-g
39787843,2045,a-n-A-C-F-m,m-g
39792561,1824,a-n-A-C-F-m,m-g
39760565,2186,a-n-A-C-F-m,m-g
39695970,2048,a-n-A-C-F-m,m-g
39676710,2184,a-n-A-C-F-m,m-g
39802149,2178,a-n-A-C-F-m,m-g
39682788,1943,a-n-A-C-F-m,m-g
39771755,2130,a-n-A-C-F,m-g
39799209,2226,a-n-A-C-F-m,m-g
39735427,1978,a-n-A-C-F-m,m-g
39787748,2045,a-n-A-C-F-m,m-g
39781251,2076,a-n-A-C-F,m-g
39805482,1920,a-n-A-C-F,m-g
39727056,1819,a-n-A-C-F-m,m-g
39795814,2142,a-n-A-C-F-m,m-g
39786683,2099,a-n-A-C-F-m,m-g
39720477,2196,a-n-A-C-F-m,m-g
39717320,2012,a-n-A-C-F-m,m-g
39771874,1989,a-n-A-C-F-m,m-g
39777714,2146,a-n-A-C-F-m,m-g
39685326,2103,a-n-A-C-F-m,m-g
39725278,1861,a-n-A-C-F-m,m-g
39762205,1914,a-n-A-C-F-m,m-g
39771104,2196,a-n-A-C-F-m,m-g
39675195,2183,a-n-A-C-F-m,m-g
39683026,1882,a-n-A-C-F-m,m-g
39671328,2046,a-n-A-C-F-m,m-g
39698953,1988,a-n-A-C-F-m,m-g
39701294,1836,a-n-A-C-F-m,m-g
39802132,2142,a-n-A-C-F-m,m-g
39785108,2119,a-n-A-C-F-m,m-g
39669191,1946,a-n-A-C-F-m,m-g
39679908,2046,a-n-A-C-F-m,m-g
39685640,1851,a-n-A-C-F-m,m-g
39711971,1903,a-n-A-C-F-m,m-g
39716146,1966,a-n-A-C-F-m,m-g
39744514,1896,a-n-A-C-F-m,m-g
39661499,1799,a-n-A-C-F-m,m-g
39785767,2221,a-n-A-C-F-m,m-g
39725765,1944,a-n-A-C-F-m,m-g
39774313,1848,a-n-A-C-F-m,m-g
39692216,2107,a-n-A-C-F-m,m-g
39789227,2229,a-n-A-C-F-m,m-g
39764258,2168,a-n-A-C-F,m-g
39780454,1885,a-n-A-C-F-m,m-g
39784930,2137,a-n-A-C-F-m,m-g
39761188,2094,a-n-A-C-F-m,m-g
39683014,1811,a-n-A-C-F-m,m-g
39729286,1819,a-n-A-C-F-m,m-g
39716085,2058,a-n-A-C-F-m,m-g
39793855,1903,a-n-A-C-F-m,m-g
39763050,2094,a-n-A-C-F-m,m-g
39703875,2037,a-n-A-C-F-m,m-g
39718217,1966,a-n-A-C-F-m,m-g
39791839,1970,a-n-A-C-F-m,m-g
39797190,2142,a-n-A-C-F-m,m-g
39722012,1944,a-n-A-C-F-m,m-g
39763024,1890,a-n-A-C-F-m,m-g
39768954,1889,a-n-A-C-F-m,m-g
39804150,1851,a-n-A-C-F-m,m-g
39694304,1811,a-n-A-C-F-m,m-g
39694931,2037,a-n-A-C-F-m,m-g
39745307,1896,a-n-A-C-F-m,m-g
39662624,1799,a-n-A-C-F-m,m-g
39707472,2112,a-n-A-C-F-m,m-g
39702991,2217,a-n-A-C-F-m,m-g
39682961,1943,a-n-A-C-F-m,m-g
39732256,2219,a-n-A-C-F-m,m-g
39775133,2063,a-n-A-C-F-m,m-g
39697664,2048,a-n-A-C-F-m,m-g
39786361,1798,a-n-A-C-F-m,m-g
39785805,2221,a-n-A-C-F-m,m-g
39669318,1964,a-n-A-C-F-m,m-g
39733425,1978,a-n-A-C-F-m,m-g
39691452,2151,a-n-A-C-F-m,m-g
39710499,2058,a-n-A-C-F-m,m-g
39767612,2200,a-n-A-C-F-m,m-g
39676860,1882,a-n-A-C-F-m,m-g
39796494,2231,a-n-A-C-F-m,m-g
39758121,2094,a-n-A-C-F-m,m-g
39702015,1988,a-n-A-C-F-m,m-g
39661322,2199,a-n-A-C-F-m,m-g
39668770,2005,a-n-A-C-F-m,m-g
39794761,2231,a-n-A-C-F-m,m-g
39734690,2219,a-n-A-C-F-m,m-g
39801951,1824,a-n-A-C-F-m,m-g
39695234,2016,a-n-A-C-F-m,m-g
39733602,2070,a-n-A-C-F-m,m-g
39795242,1915,a-n-A-C-F-m,m-g
39671221,2210,a-n-A-C-F-m,m-g
39680970,1882,a-n-A-C-F-m,m-g
39708167,2217,a-n-A-C-F-m,m-g
39659425,2199,a-n-A-C-F-m,m-g
39771529,1928,a-n-A-C-F,m-g
39767454,1813,a-n-A-C-F,m-g
39787697,1901,a-n-A-C-F-m,m-g
39683735,1943,a-n-A-C-F-m,m-g
39698578,1836,a-n-A-C-F-m,m-g
39797062,2226,a-n-A-C-F-m,m-g
39675091,1882,a-n-A-C-F-m,m-g
39662580,2199,a-n-A-C-F-m,m-g
39665295,2033,a-n-A-C-F-m,m-g
39702990,1842,a-n-A-C-F-m,m-g
39769058,1889,a-n-A-C-F-m,m-g
39679984,2046,a-n-A-C-F-m,m-g
39698525,2037,a-n-A-C-F-m,m-g
39680355,2046,a-n-A-C-F-m,m-g
39777236,2114,a-n-A-C-F,m-g
39773503,1831,a-n-A-C-F,m-g
39769310,1865,a-n-A-C-F,m-g
39666189,1875,a-n-A-C-F-m,m-g
39804586,2231,a-n-A-C-F-m,m-g
39784101,1999,a-n-A-C-F-m,m-g
39681175,2187,a-n-A-C-F-m,m-g
39686956,2103,a-n-A-C-F-m,m-g
39760218,2035,a-n-A-C-F-m,m-g
39754828,2220,a-n-A-C-F-m,m-g
39783563,2188,a-n-A-C-F,m-g
39803680,2078,a-n-A-C-F-m,m-g
39679517,2053,a-n-A-C-F-m,m-g
39712393,2058,a-n-A-C-F-m,m-g
39805633,2142,a-n-A-C-F-m,m-g
39766639,1983,a-n-A-C-F,m-g
39723958,2021,a-n-A-C-F-m,m-g
39715115,1795,a-n-A-C-F-m,m-g
39717076,1966,a-n-A-C-F-m,m-g
39719528,1998,a-n-A-C-F-m,m-g
39795826,2178,a-n-A-C-F-m,m-g
39775913,2025,a-n-A-C-F,m-g
39685747,2103,a-n-A-C-F-m,m-g
39680582,2046,a-n-A-C-F-m,m-g
39795626,2142,a-n-A-C-F-m,m-g
39664320,2033,a-n-A-C-F-m,m-g
39675217,2064,a-n-A-C-F-m,m-g
39805758,2231,a-n-A-C-F-m,m-g
39726145,1969,a-n-A-C-F-m,m-g
39659960,2208,a-n-A-C-F-m,m-g
39684412,1851,a-n-A-C-F-m,m-g
39756690,1945,a-n-A-C-F-m,m-g
39771206,2071,a-n-A-C-F,m-g
39785956,1873,a-n-A-C-F-m,m-g
39771745,1928,a-n-A-C-F,m-g
39764554,2165,a-n-A-C-F,m-g
39679354,2136,a-n-A-C-F,m-g
39703141,2217,a-n-A-C-F-m,m-g
39744404,1978,a-n-A-C-F-m,m-g
39782214,1809,a-n-A-C-F,m-g
39778081,1816,a-n-A-C-F-m,m-g
39733628,1819,a-n-A-C-F-m,m-g
39769644,1942,a-n-A-C-F,m-g
39703421,1825,a-n-A-C-F-m,m-g
39760134,2094,a-n-A-C-F-m,m-g
39772713,2190,a-n-A-C-F-m,m-g
39661442,2199,a-n-A-C-F-m,m-g
39693109,1811,a-n-A-C-F-m,m-g
39698023,2037,a-n-A-C-F-m,m-g
39683400,1882,a-n-A-C-F-m,m-g
39775306,1848,a-n-A-C-F-m,m-g
39784508,2101,a-n-A-C-F-m,m-g
39771199,2196,a-n-A-C-F-m,m-g
39778401,1859,a-n-A-C-F,m-g
39682264,2184,a-n-A-C-F-m,m-g
39693674,2016,a-n-A-C-F-m,m-g
39774813,1848,a-n-A-C-F-m,m-g
39769025,2206,a-n-A-C-F-m,m-g
39727809,1883,a-n-A-C-F-m,m-g
39790629,1818,a-n-A-C-F-m,m-g
39734784,1978,a-n-A-C-F-m,m-g
39660306,1799,a-n-A-C-F-m,m-g
39720832,2021,a-n-A-C-F-m,m-g
39774274,2117,a-n-A-C-F-m,m-g
39660475,1830,a-n-A-C-F-m,m-g
39792760,2142,a-n-A-C-F-m,m-g
39693346,1811,a-n-A-C-F-m,m-g
39772016,2174,a-n-A-C-F,m-g
39780479,2091,a-n-A-C-F-m,m-g
39785852,1873,a-n-A-C-F-m,m-g
39794676,1851,a-n-A-C-F-m,m-g
39695468,2151,a-n-A-C-F-m,m-g
39689398,2103,a-n-A-C-F-m,m-g
39763378,2009,a-n-A-C-F-m,m-g
39730999,2211,a-n-A-C-F-m,m-g
39684785,2171,a-n-A-C-F-m,m-g
39767052,1863,a-n-A-C-F-m,m-g
39764303,2049,a-n-A-C-F,m-g
39793178,1971,a-n-A-C-F-m,m-g
39795437,1824,a-n-A-C-F-m,m-g
39703083,1988,a-n-A-C-F-m,m-g
39743528,1978,a-n-A-C-F-m,m-g
39772645,2190,a-n-A-C-F-m,m-g
39755892,1945,a-n-A-C-F-m,m-g
39769780,1951,a-n-A-C-F-m,m-g
39722631,2021,a-n-A-C-F-m,m-g
39785398,2185,a-n-A-C-F-m,m-g
39708325,2112,a-n-A-C-F-m,m-g
39684315,2103,a-n-A-C-F-m,m-g
39665393,2005,a-n-A-C-F-m,m-g
39762197,1914,a-n-A-C-F-m,m-g
39759399,2094,a-n-A-C-F-m,m-g
39719018,1993,a-n-A-C-F-m,m-g
39680959,1851,a-n-A-C-F-m,m-g
39724842,1861,a-n-A-C-F-m,m-g
39723445,2021,a-n-A-C-F-m,m-g
39777213,2114,a-n-A-C-F,m-g
39668050,1964,a-n-A-C-F-m,m-g
39691220,2073,a-n-A-C-F-m,m-g
39694328,1965,a-n-A-C-F-m,m-g
39762843,1945,a-n-A-C-F-m,m-g
39685639,1811,a-n-A-C-F-m,m-g
39674090,2064,a-n-A-C-F-m,m-g
39760192,2220,a-n-A-C-F-m,m-g
39675126,2210,a-n-A-C-F-m,m-g
39683730,2053,a-n-A-C-F-m,m-g
39779284,2004,a-n-A-C-F-m,m-g
39703130,2217,a-n-A-C-F-m,m-g
39693834,2151,a-n-A-C-F-m,m-g
39712904,1795,a-n-A-C-F-m,m-g
39701360,2177,a-n-A-C-F-m,m-g
39673430,2183,a-n-A-C-F-m,m-g
39665720,1875,a-n-A-C-F-m,m-g
39679081,1943,a-n-A-C-F-m,m-g
39701527,2217,a-n-A-C-F-m,m-g
39682656,1943,a-n-A-C-F-m,m-g
39767169,2162,a-n-A-C-F,m-g
39716295,2145,a-n-A-C-F-m,m-g
39765695,2022,a-n-A-C-F-m,m-g
39765329,1968,a-n-A-C-F,m-g
39711352,1903,a-n-A-C-F-m,m-g
39664205,2208,a-n-A-C-F-m,m-g
39697330,2048,a-n-A-C-F-m,m-g
39663693,2208,a-n-A-C-F-m,m-g
39740446,2220,a-n-A-C-F-m,m-g
39662954,1799,a-n-A-C-F-m,m-g
39770678,2106,a-n-A-C-F-m,m-g
39660889,1799,a-n-A-C-F-m,m-g
39723841,2021,a-n-A-C-F-m,m-g
39763179,1986,a-n-A-C-F-m,m-g
39681310,1996,a-n-A-C-F-s,m-g
39781756,2215,a-n-A-C-F-m,m-g
39787014,2218,a-n-A-C-F-m,m-g
39669118,1964,a-n-A-C-F-m,m-g
39799992,2024,a-n-A-C-F-m,m-g
39725932,2092,a-n-A-C-F-m,m-g
39728120,1898,a-n-A-C-F-m,m-g
39662888,2033,a-n-A-C-F-m,m-g
39662038,2199,a-n-A-C-F-m,m-g
39718090,1966,a-n-A-C-F-m,m-g
39661229,2199,a-n-A-C-F-m,m-g
39722184,2021,a-n-A-C-F-m,m-g
39779165,2004,a-n-A-C-F-m,m-g
39660428,1799,a-n-A-C-F-m,m-g
39795017,1851,a-n-A-C-F-m,m-g
