name,id,cot_type,servertime
A87904,39699051,a-n-A-C-F-m,201705071715
C01EF7,39762892,a-n-A-C-F-m,201705071810
A96BA2,39689014,a-n-A-C-F-m,201705071705
A791C0,39762816,a-n-A-C-F-m,201705071810
ABA7B0,39668285,a-n-A-C-F-m,201705071650
ACC3B4,39792632,a-n-A-C-F-m,201705080845
ICAO-A0A8DA,39772711,a-n-A-C-F-m,201705072015
ICAO-A6A7DC,39766888,a-n-A-C-F-m,201705071855
C0410E,39730178,a-n-A-C-F-m,201705071750
ICAO-A46CE1,39788333,a-n-A-C-F-m,201705080745
ICAO-4CC27F,39763948,a-n-A-C-F,201705071810
ICAO-A98539,39768144,a-n-A-C-F-m,201705071910
A3EE1F,39657906,a-n-A-C-F-m,201705071635
A1D10C,39660865,a-n-A-C-F-m,201705071640
A8C802,39672740,a-n-A-C-F-m,201705071655
ICAO-34520B,39723106,a-n-A-C-F,201705071740
ICAO-A4460E,39787297,a-n-A-C-F-m,201705080720
AA56B6,39708123,a-n-A-C-F-m,201705071720
ABD536,39806129,a-n-A-C-F-m,201705080850
A8913B,39695393,a-n-A-C-F-m,201705071710
ABA7B0,39662707,a-n-A-C-F-m,201705071645
A6A7DC,39657429,a-n-A-C-F-m,201705071635
A8A3CE,39730368,a-n-A-C-F-m,201705071750
AB4BA6,39695098,a-n-A-C-F-m,201705071710
A96BA2,39697334,a-n-A-C-F-m,201705071715
A71EFA,39671006,a-n-A-C-F-m,201705071650
A1D10C,39660359,a-n-A-C-F-m,201705071640
ABA7B0,39667870,a-n-A-C-F-m,201705071650
A2F591,39683102,a-n-A-C-F-m,201705071700
ICAO-A0012F,39770689,a-n-A-C-F-m,201705071945
ICAO-4BA893,39782810,a-n-A-C-F,201705080205
ICAO-A3C3E0,39776216,a-n-A-C-F-m,201705072055
A1AA24,39659952,a-n-A-C-F-m,201705071640
ICAO-47C5CA,39776196,a-n-A-C-F,201705072055
A836FB,39681108,a-n-A-C-F-m,201705071700
AD734A,39722927,a-n-A-C-F-m,201705071740
ADE2B8,39808644,a-n-A-C-F-m,201705080850
A45091,39747465,a-n-A-C-F-m,201705071800
A1AA24,39660639,a-n-A-C-F-m,201705071640
AA75EF,39722311,a-n-A-C-F-m,201705071735
A4337C,39740999,a-n-A-C-F-m,201705071755
AD734A,39724067,a-n-A-C-F-m,201705071740
ICAO-A8C121,39709353,a-n-A-C-F-m,201705071720
C01EF7,39761326,a-n-A-C-F-m,201705071805
ICAO-A0012F,39770560,a-n-A-C-F-m,201705071945
AD8BED,39734722,a-n-A-C-F-m,201705071755
ICAO-AD2445,39775199,a-n-A-C-F-m,201705072040
ICAO-A98BCA,39685779,a-n-A-C-F-m,201705071705
AD8836,39683662,a-n-A-C-F-m,201705071700
AD8C4C,39754541,a-n-A-C-F-m,201705071800
ICAO-4242F4,39789856,a-n-A-C-F,201705080810
ICAO-A1F90E,39780453,a-n-A-C-F-m,201705072315
ICAO-AA4548,39768616,a-n-A-C-F-m,201705071915
ICAO-AC3DD5,39778145,a-n-A-C-F-m,201705072225
A12BCD,39725899,a-n-A-C-F-m,201705071745
ICAO-ABEC03,39781587,a-n-A-C-F-m,201705072350
A2F591,39686052,a-n-A-C-F-m,201705071705
A2F591,39688013,a-n-A-C-F-m,201705071705
A96BA2,39689827,a-n-A-C-F-m,201705071705
ABF826,39695949,a-n-A-C-F-m,201705071710
A12BCD,39729217,a-n-A-C-F-m,201705071745
ABA7B0,39663840,a-n-A-C-F-m,201705071645
A1D10C,39661038,a-n-A-C-F-m,201705071640
A12BCD,39725913,a-n-A-C-F-m,201705071745
ICAO-A364EA,39785701,a-n-A-C-F-m,201705080635
ICAO-A8AEF3,39772710,a-n-A-C-F-m,201705072015
A3EE1F,39656919,a-n-A-C-F-m,201705071635
AACF19,39755957,a-n-A-C-F-m,201705071805
ICAO-A98F6A,39764844,a-n-A-C-F-m,201705071820
A66E52,39716845,a-n-A-C-F-m,201705071730
AA75EF,39722743,a-n-A-C-F-m,201705071740
AA7E7C,39672645,a-n-A-C-F-m,201705071655
A38E11,39693274,a-n-A-C-F-m,201705071710
ABA7B0,39662193,a-n-A-C-F-m,201705071640
A50CB7,39763542,a-n-A-C-F-m,201705071810
ACCA88,39801397,a-n-A-C-F-m,201705080850
A66E52,39719660,a-n-A-C-F-m,201705071730
ICAO-A0F541,39771293,a-n-A-C-F-m,201705071950
AB7B02,39667781,a-n-A-C-F-m,201705071650
ICAO-34520B,39722695,a-n-A-C-F,201705071740
A262A9,39681550,a-n-A-C-F-m,201705071700
A98ED9,39716039,a-n-A-C-F-m,201705071725
A71EFA,39673331,a-n-A-C-F-m,201705071655
A3EE1F,39658842,a-n-A-C-F-m,201705071640
ICAO-A18403,39766466,a-n-A-C-F-m,201705071850
C06A39,39793629,a-n-A-C-F-m,201705080845
ICAO-A86605,39784332,a-n-A-C-F-m,201705080555
ICAO-A967EB,39785357,a-n-A-C-F-m,201705080630
A96BA2,39697154,a-n-A-C-F-m,201705071715
AA60AF,39718449,a-n-A-C-F-m,201705071730
A8A3CE,39728515,a-n-A-C-F-m,201705071745
AD734A,39724695,a-n-A-C-F-m,201705071740
ICAO-06A0F9,39789594,a-n-A-C-F,201705080805
A7FED0,39708391,a-n-A-C-F-m,201705071720
ICAO-A8DEE0,39766807,a-n-A-C-F-m,201705071855
ICAO-40073D,39780639,a-n-A-C-F,201705072325
ICAO-A4FDDB,39785869,a-n-A-C-F-m,201705080635
ADE2B8,39801326,a-n-A-C-F-m,201705080850
A6A7DC,39660345,a-n-A-C-F-m,201705071640
A0DDFB,39756774,a-n-A-C-F-m,201705071805
AA600A,39667942,a-n-A-C-F-m,201705071650
ICAO-AB39F0,39768046,a-n-A-C-F-m,201705071910
AABD2B,39692710,a-n-A-C-F-m,201705071710
ABF17F,39793495,a-n-A-C-F-m,201705080845
E80244,39680749,a-n-A-C-F-m,201705071700
ABA7B0,39666461,a-n-A-C-F-m,201705071650
3C64EC,39719032,a-n-A-C-F-m,201705071730
C01EF7,39761661,a-n-A-C-F-m,201705071805
ICAO-A845F4,39791961,a-n-A-C-F-m,201705080840
A791C0,39755221,a-n-A-C-F-m,201705071800
AA600A,39667324,a-n-A-C-F-m,201705071650
ICAO-4CAAFA,39765170,a-n-A-C-F,201705071820
A9C5C5,39795008,a-n-A-C-F-m,201705080845
ICAO-AA8114,39771273,a-n-A-C-F-m,201705071950
ABA7B0,39667211,a-n-A-C-F-m,201705071650
A87904,39698102,a-n-A-C-F-m,201705071715
A791C0,39763297,a-n-A-C-F-m,201705071810
ICAO-AC82F8,39783970,a-n-A-C-F-m,201705080540
ICAO-AC8A66,39769524,a-n-A-C-F-m,201705071930
A2DCEE,39724522,a-n-A-C-F-m,201705071740
AA60AF,39704996,a-n-A-C-F-m,201705071720
A2DCEE,39723633,a-n-A-C-F-m,201705071740
ICAO-C05F54,39746789,a-n-A-C-F,201705071800
A66E52,39716481,a-n-A-C-F-m,201705071725
AB62F8,39799194,a-n-A-C-F-m,201705080850
AAF183,39684839,a-n-A-C-F-m,201705071705
AA600A,39667026,a-n-A-C-F-m,201705071650
A8A3CE,39727519,a-n-A-C-F-m,201705071745
AA6F46,39708703,a-n-A-C-F-m,201705071720
ABA7B0,39666311,a-n-A-C-F-m,201705071650
A583F5,39660644,a-n-A-C-F-m,201705071640
A3EE1F,39657411,a-n-A-C-F-m,201705071635
A583F5,39658724,a-n-A-C-F-m,201705071640
ICAO-06A0F9,39789650,a-n-A-C-F,201705080810
AB7B02,39668238,a-n-A-C-F-m,201705071650
ICAO-A491FB,39781814,a-n-A-C-F-m,201705072355
A836FB,39681447,a-n-A-C-F-m,201705071700
E80244,39681152,a-n-A-C-F-m,201705071700
A8A3CE,39729428,a-n-A-C-F-m,201705071745
ICAO-4242F4,39790057,a-n-A-C-F,201705080815
C06A39,39804150,a-n-A-C-F-m,201705080850
C0193B,39728632,a-n-A-C-F-m,201705071745
ICAO-AA2BC5,39784286,a-n-A-C-F-m,201705080555
A8913B,39700243,a-n-A-C-F-m,201705071715
C06A39,39680298,a-n-A-C-F-m,201705071700
A4337C,39739625,a-n-A-C-F-m,201705071755
ICAO-479A4D,39767508,a-n-A-C-F,201705071900
A836FB,39676915,a-n-A-C-F-m,201705071655
ABA7B0,39664777,a-n-A-C-F-m,201705071645
ICAO-A18403,39766572,a-n-A-C-F-m,201705071855
A85119,39794454,a-n-A-C-F-m,201705080845
AD8C4C,39757614,a-n-A-C-F-m,201705071805
A7FED0,39699014,a-n-A-C-F-m,201705071715
A6A7DC,39658987,a-n-A-C-F-m,201705071640
A791C0,39762785,a-n-A-C-F-m,201705071810
ICAO-AB5ADE,39688017,a-n-A-C-F-m,201705071705
ACCA88,39795182,a-n-A-C-F-m,201705080845
ICAO-A372A4,39775293,a-n-A-C-F-m,201705072040
A9B85B,39724352,a-n-A-C-F-m,201705071740
ICAO-40058A,39767655,a-n-A-C-F,201705071905
ICAO-A845F4,39791899,a-n-A-C-F-m,201705080840
ACC3B4,39792550,a-n-A-C-F-m,201705080845
AA600A,39671109,a-n-A-C-F-m,201705071650
AA600A,39666786,a-n-A-C-F-m,201705071650
ICAO-A1804C,39785100,a-n-A-C-F-m,201705080625
AD846F,39747492,a-n-A-C-F-m,201705071800
AA60AF,39707594,a-n-A-C-F-m,201705071720
ICAO-AA4548,39768521,a-n-A-C-F-m,201705071910
A4337C,39735336,a-n-A-C-F-m,201705071755
A48681,39695245,a-n-A-C-F-m,201705071710
A8C802,39668284,a-n-A-C-F-m,201705071650
ICAO-4BA893,39782866,a-n-A-C-F,201705080210
ICAO-4CAA33,39781440,a-n-A-C-F,201705072345
AABD2B,39702899,a-n-A-C-F-m,201705071715
A7FED0,39705513,a-n-A-C-F-m,201705071720
AA600A,39664799,a-n-A-C-F-m,201705071645
A6F00D,39796116,a-n-A-C-F-m,201705080845
ICAO-A4460E,39787331,a-n-A-C-F-m,201705080720
ICAO-A89D59,39778997,a-n-A-C-F-m,201705072240
ACC3B4,39799512,a-n-A-C-F-m,201705080850
A80287,39754240,a-n-A-C-F-m,201705071800
ICAO-AB856C,39769028,a-n-A-C-F-m,201705071925
ICAO-A98F6A,39774784,a-n-A-C-F-m,201705072035
AA600A,39666118,a-n-A-C-F-m,201705071645
AD734A,39725901,a-n-A-C-F-m,201705071745
ICAO-A364EA,39730125,a-n-A-C-F-m,201705071750
A98ED9,39718568,a-n-A-C-F-m,201705071730
AA60AF,39716629,a-n-A-C-F-m,201705071730
AC71DD,39762594,a-n-A-C-F-m,201705071810
A8C802,39666509,a-n-A-C-F-m,201705071650
A8A3CE,39733426,a-n-A-C-F-m,201705071750
A1D10C,39664764,a-n-A-C-F-m,201705071645
ICAO-479089,39782050,a-n-A-C-F,201705080020
AA60AF,39717552,a-n-A-C-F-m,201705071730
A3EE1F,39657249,a-n-A-C-F-m,201705071635
A98ED9,39716285,a-n-A-C-F-m,201705071725
ICAO-A2A77B,39787470,a-n-A-C-F-m,201705080720
AA75EF,39723428,a-n-A-C-F-m,201705071740
A2F591,39692457,a-n-A-C-F-m,201705071710
A836FB,39678636,a-n-A-C-F-m,201705071700
A98ED9,39717004,a-n-A-C-F-m,201705071730
AA60AF,39705123,a-n-A-C-F-m,201705071720
AAF183,39685325,a-n-A-C-F-m,201705071705
A262A9,39681439,a-n-A-C-F-m,201705071700
AA8B40,39695307,a-n-A-C-F-m,201705071710
AB23B5,39715233,a-n-A-C-F-m,201705071725
A35AAE,39793921,a-n-A-C-F-m,201705080845
C06A39,39682775,a-n-A-C-F-m,201705071700
C06A39,39800015,a-n-A-C-F-m,201705080850
A2F591,39687206,a-n-A-C-F-m,201705071705
ICAO-A0F828,39780582,a-n-A-C-F-m,201705072320
A1D10C,39662322,a-n-A-C-F-m,201705071645
A2FCFF,39725961,a-n-A-C-F-m,201705071745
ICAO-A591E1,39787228,a-n-A-C-F-m,201705080715
A8913B,39699451,a-n-A-C-F-m,201705071715
ICAO-42426C,39779879,a-n-A-C-F,201705072250
ICAO-A3612A,39773779,a-n-A-C-F-m,201705072025
A7ED31,39676296,a-n-A-C-F-m,201705071655
C06A39,39794202,a-n-A-C-F-m,201705080845
A9C5C5,39793420,a-n-A-C-F-m,201705080845
A8299A,39673248,a-n-A-C-F-m,201705071655
AA8B40,39698728,a-n-A-C-F-m,201705071715
A85FF5,39800027,a-n-A-C-F-m,201705080850
3C64EC,39721130,a-n-A-C-F-m,201705071735
A6FA94,39665671,a-n-A-C-F-m,201705071645
A8913B,39695312,a-n-A-C-F-m,201705071710
A8913B,39698086,a-n-A-C-F-m,201705071715
ICAO-A845F4,39792127,a-n-A-C-F-m,201705080845
ICAO-ACB9ED,39788711,a-n-A-C-F-m,201705080750
ADE2B8,39808826,a-n-A-C-F-m,201705080850
ICAO-8004DE,39788224,a-n-A-C-F,201705080735
A8A3CE,39733644,a-n-A-C-F-m,201705071750
ICAO-400580,39778639,a-n-A-C-F,201705072230
A63665,39673488,a-n-A-C-F-m,201705071655
AA7E7C,39681542,a-n-A-C-F-m,201705071700
ABD19E,39661185,a-n-A-C-F-m,201705071640
A1D10C,39660585,a-n-A-C-F-m,201705071640
345241,39756019,a-n-A-C-F-m,201705071805
ICAO-C0080A,39767940,a-n-A-C-F,201705071905
A583F5,39656914,a-n-A-C-F-m,201705071635
A0EFF1,39740812,a-n-A-C-F-m,201705071755
AD935B,39715215,a-n-A-C-F-m,201705071725
ACC3B4,39795286,a-n-A-C-F-m,201705080845
AA8B40,39693051,a-n-A-C-F-m,201705071710
ICAO-A16EC2,39777697,a-n-A-C-F-m,201705072205
ICAO-A8B8BA,39788768,a-n-A-C-F-m,201705080750
AA6F46,39708036,a-n-A-C-F-m,201705071720
A262A9,39676288,a-n-A-C-F-m,201705071655
AD8BED,39735758,a-n-A-C-F-m,201705071755
ICAO-AA6B9D,39773147,a-n-A-C-F-m,201705072020
AACF19,39754087,a-n-A-C-F-m,201705071800
ICAO-4006AF,39776415,a-n-A-C-F,201705072115
AA6F46,39714256,a-n-A-C-F-m,201705071725
ICAO-3949F3,39771895,a-n-A-C-F,201705072000
E80244,39680743,a-n-A-C-F-m,201705071700
A836FB,39679352,a-n-A-C-F-m,201705071700
A3EE1F,39658123,a-n-A-C-F-m,201705071635
A8E813,39807012,a-n-A-C-F-m,201705080850
AA60AF,39709055,a-n-A-C-F-m,201705071720
AB7B02,39666372,a-n-A-C-F-m,201705071650
A8913B,39707103,a-n-A-C-F-m,201705071720
AD935B,39715533,a-n-A-C-F-m,201705071725
E80244,39680590,a-n-A-C-F-m,201705071700
A0DDFB,39740349,a-n-A-C-F-m,201705071755
A8299A,39678710,a-n-A-C-F-m,201705071700
A9B85B,39721330,a-n-A-C-F-m,201705071735
A262A9,39680303,a-n-A-C-F-m,201705071700
A2F591,39684022,a-n-A-C-F-m,201705071705
A8A3CE,39732624,a-n-A-C-F-m,201705071750
AA7E7C,39678713,a-n-A-C-F-m,201705071700
ICAO-3C4AA6,39783072,a-n-A-C-F,201705080335
ICAO-42426C,39779756,a-n-A-C-F,201705072250
A87904,39697265,a-n-A-C-F-m,201705071715
ICAO-A3C3E0,39776251,a-n-A-C-F-m,201705072055
ICAO-A364EA,39733219,a-n-A-C-F-m,201705071750
A6082F,39702984,a-n-A-C-F-m,201705071715
AD9712,39707332,a-n-A-C-F-m,201705071720
ACCA88,39794418,a-n-A-C-F-m,201705080845
A7FED0,39699621,a-n-A-C-F-m,201705071715
C0410E,39726535,a-n-A-C-F-m,201705071745
A71EFA,39673288,a-n-A-C-F-m,201705071655
ADE2B8,39802040,a-n-A-C-F-m,201705080850
ICAO-406B12,39777160,a-n-A-C-F,201705072140
ABD19E,39661132,a-n-A-C-F-m,201705071640
A2F591,39683841,a-n-A-C-F-m,201705071705
A791C0,39762722,a-n-A-C-F-m,201705071810
A2DCEE,39725956,a-n-A-C-F-m,201705071745
ICAO-AA2BC5,39784117,a-n-A-C-F-m,201705080550
A71EFA,39676644,a-n-A-C-F-m,201705071655
A9C5C5,39804274,a-n-A-C-F-m,201705080850
ICAO-A967EB,39785414,a-n-A-C-F-m,201705080630
AB7B02,39666680,a-n-A-C-F-m,201705071650
ICAO-A3612A,39773880,a-n-A-C-F-m,201705072025
AD734A,39725621,a-n-A-C-F-m,201705071745
AA7E7C,39680957,a-n-A-C-F-m,201705071700
A9C5C5,39802923,a-n-A-C-F-m,201705080850
ICAO-AAABF6,39770978,a-n-A-C-F-m,201705071950
ABD536,39806740,a-n-A-C-F-m,201705080850
ICAO-4006B0,39772363,a-n-A-C-F,201705072010
C06A39,39795091,a-n-A-C-F-m,201705080845
C0193B,39735779,a-n-A-C-F-m,201705071755
AD846F,39753772,a-n-A-C-F-m,201705071800
ICAO-40655D,39778878,a-n-A-C-F,201705072240
ICAO-A14BDE,39790530,a-n-A-C-F-m,201705080825
ICAO-A0A7D6,39774409,a-n-A-C-F-m,201705072035
A35AAE,39713021,a-n-A-C-F-m,201705071725
A63665,39680897,a-n-A-C-F-m,201705071700
A2DCEE,39723264,a-n-A-C-F-m,201705071740
A8913B,39702057,a-n-A-C-F-m,201705071715
AD8BED,39735067,a-n-A-C-F-m,201705071755
A65527,39711705,a-n-A-C-F-m,201705071725
A8C802,39667658,a-n-A-C-F-m,201705071650
ICAO-A3F7F3,39768754,a-n-A-C-F-m,201705071920
AD734A,39725198,a-n-A-C-F-m,201705071740
ICAO-AB355C,39791224,a-n-A-C-F-m,201705080835
A8913B,39691079,a-n-A-C-F-m,201705071710
A63665,39680344,a-n-A-C-F-m,201705071700
A7FED0,39706011,a-n-A-C-F-m,201705071720
ICAO-ACB9ED,39788790,a-n-A-C-F-m,201705080750
A65527,39710656,a-n-A-C-F-m,201705071725
ICAO-ACD5AD,39755403,a-n-A-C-F-m,201705071805
ABF826,39700681,a-n-A-C-F-m,201705071715
AA7C64,39715778,a-n-A-C-F-m,201705071725
ICAO-A542A6,39769072,a-n-A-C-F-m,201705071925
ICAO-A94B0A,39788606,a-n-A-C-F-m,201705080750
AB7B02,39669484,a-n-A-C-F-m,201705071650
A836FB,39677095,a-n-A-C-F-m,201705071655
ADE2B8,39798850,a-n-A-C-F-m,201705080850
AB62F8,39805479,a-n-A-C-F-m,201705080850
A63665,39674716,a-n-A-C-F-m,201705071655
A2DCEE,39725100,a-n-A-C-F-m,201705071740
A98ED9,39709707,a-n-A-C-F-m,201705071720
A63665,39683209,a-n-A-C-F-m,201705071700
ABA7B0,39666144,a-n-A-C-F-m,201705071645
A98ED9,39718912,a-n-A-C-F-m,201705071730
A262A9,39676724,a-n-A-C-F-m,201705071655
ABF826,39693656,a-n-A-C-F-m,201705071710
A7103C,39795000,a-n-A-C-F-m,201705080845
ICAO-406C6D,39770007,a-n-A-C-F,201705071935
A3EE1F,39657828,a-n-A-C-F-m,201705071635
ICAO-A923EF,39774527,a-n-A-C-F-m,201705072035
ICAO-A76F66,39767415,a-n-A-C-F-m,201705071900
A8299A,39678773,a-n-A-C-F-m,201705071700
A2F591,39692277,a-n-A-C-F-m,201705071710
ICAO-4BA893,39782720,a-n-A-C-F,201705080205
A9B85B,39725466,a-n-A-C-F-m,201705071745
ACC3B4,39793944,a-n-A-C-F-m,201705080845
ICAO-4CAAFB,39763797,a-n-A-C-F,201705071810
ICAO-4006A8,39776803,a-n-A-C-F,201705072130
AA60AF,39708278,a-n-A-C-F-m,201705071720
A98ED9,39708727,a-n-A-C-F-m,201705071720
A8A3CE,39734141,a-n-A-C-F-m,201705071750
AACF19,39741845,a-n-A-C-F-m,201705071755
ICAO-ADC2A7,39659786,a-n-A-C-F-m,201705071640
ICAO-A491FB,39781701,a-n-A-C-F-m,201705072350
A2F591,39692569,a-n-A-C-F-m,201705071710
A1D10C,39664070,a-n-A-C-F-m,201705071645
AA7E7C,39680264,a-n-A-C-F-m,201705071700
ICAO-AA96E2,39787708,a-n-A-C-F-m,201705080725
ICAO-AAABF6,39771165,a-n-A-C-F-m,201705071950
A63665,39681837,a-n-A-C-F-m,201705071700
AA7E7C,39675262,a-n-A-C-F-m,201705071655
ICAO-AE021C,39777068,a-n-A-C-F,201705072135
ABF826,39693279,a-n-A-C-F-m,201705071710
AB4BA6,39686444,a-n-A-C-F-m,201705071705
AB4BA6,39687353,a-n-A-C-F-m,201705071705
ICAO-40058A,39767608,a-n-A-C-F,201705071905
A2F591,39689939,a-n-A-C-F-m,201705071710
A3EE1F,39659468,a-n-A-C-F-m,201705071640
A98ED9,39715286,a-n-A-C-F-m,201705071725
AB7B02,39669244,a-n-A-C-F-m,201705071650
A33ECC,39800972,a-n-A-C-F-m,201705080850
A9C5C5,39802389,a-n-A-C-F-m,201705080850
AD9712,39704850,a-n-A-C-F-m,201705071720
ICAO-AB355C,39791805,a-n-A-C-F-m,201705080840
ABF826,39701792,a-n-A-C-F-m,201705071715
A4337C,39733443,a-n-A-C-F-m,201705071750
A791C0,39759334,a-n-A-C-F-m,201705071805
A6A7DC,39660691,a-n-A-C-F-m,201705071640
ICAO-4B1934,39774242,a-n-A-C-F,201705072030
A8A3CE,39734016,a-n-A-C-F-m,201705071750
ICAO-A923EF,39774729,a-n-A-C-F-m,201705072035
A836FB,39684691,a-n-A-C-F-m,201705071705
C06A39,39682908,a-n-A-C-F-m,201705071700
C0193B,39730106,a-n-A-C-F-m,201705071750
ICAO-AB6800,39788118,a-n-A-C-F-m,201705080730
C0193B,39734072,a-n-A-C-F-m,201705071750
ICAO-39BD24,39778902,a-n-A-C-F,201705072240
A6A7DC,39657412,a-n-A-C-F-m,201705071635
ADE2B8,39794312,a-n-A-C-F-m,201705080845
A6F00D,39803692,a-n-A-C-F-m,201705080850
A0DDFB,39752151,a-n-A-C-F-m,201705071800
ICAO-ACD5AD,39750622,a-n-A-C-F-m,201705071800
A87904,39708388,a-n-A-C-F-m,201705071720
A6A7DC,39662545,a-n-A-C-F-m,201705071645
AAF183,39687272,a-n-A-C-F-m,201705071705
A63665,39679025,a-n-A-C-F-m,201705071700
A6082F,39700277,a-n-A-C-F-m,201705071715
A836FB,39682344,a-n-A-C-F-m,201705071700
ABA7B0,39663321,a-n-A-C-F-m,201705071645
AD846F,39754237,a-n-A-C-F-m,201705071800
ICAO-A1F90E,39780502,a-n-A-C-F-m,201705072320
ACC3B4,39806000,a-n-A-C-F-m,201705080850
AA600A,39666387,a-n-A-C-F-m,201705071650
AD935B,39709165,a-n-A-C-F-m,201705071720
AA7E7C,39672419,a-n-A-C-F-m,201705071655
ICAO-A8C4D8,39777324,a-n-A-C-F-m,201705072145
A8A3CE,39733667,a-n-A-C-F-m,201705071750
ICAO-3C4AA6,39783144,a-n-A-C-F,201705080335
ABD19E,39661243,a-n-A-C-F-m,201705071640
3C64EC,39720977,a-n-A-C-F-m,201705071735
ICAO-4B1884,39779695,a-n-A-C-F,201705072250
C06A39,39794214,a-n-A-C-F-m,201705080845
ICAO-7100C8,39764095,a-n-A-C-F,201705071815
ICAO-A47FD9,39780709,a-n-A-C-F-m,201705072330
AA8B40,39692632,a-n-A-C-F-m,201705071710
ICAO-A8DEE0,39767036,a-n-A-C-F-m,201705071855
C06A39,39794396,a-n-A-C-F-m,201705080845
AA60AF,39707958,a-n-A-C-F-m,201705071720
A8C802,39668715,a-n-A-C-F-m,201705071650
