source_id,name,id,servertime,tilex,tiley
2184,A262A9,39675096,201705071655,18655,25602
2217,AD9712,39704686,201705071720,18866,25577
1971,AB62F8,39796128,201705080845,18851,25569
1964,AB7B02,39666556,201705071650,18882,25497
2199,A6A7DC,39661401,201705071640,18842,25443
1894,A0DDFB,39743521,201705071800,18891,25465
1836,ABF826,39690735,201705071710,18868,25531
1811,A2F591,39691228,201705071710,18834,25583
1820,3C7065,39808965,201705080850,18884,25539
2145,AA56B6,39709001,201705071720,18975,25509
1824,ACCA88,39804880,201705080850,18932,25483
2220,AACF19,39751283,201705071800,18829,25594
2211,AD8BED,39730101,201705071750,18993,25487
1964,AB7B02,39667781,201705071650,18871,25529
2217,AD9712,39703543,201705071715,18879,25594
1795,AA60AF,39708334,201705071720,18812,25463
1945,A84D62,39760712,201705071805,18875,25520
2200,ICAO-A76F66,39663692,201705071645,19819,24215
1824,ACCA88,39795051,201705080845,18898,25590
2226,ACC3B4,39798555,201705080850,18830,25622
1795,AA60AF,39716952,201705071730,18706,25626
1851,C06A39,39681312,201705071700,18795,25499
2219,C0193B,39733076,201705071750,18783,25654
2064,A71EFA,39676776,201705071655,18858,25621
1978,A4337C,39740382,201705071755,18929,25524
1919,3965A6,39734847,201705071755,19050,25551
2107,AB4BA6,39694081,201705071710,18922,25519
1864,ICAO-A1C9CD,39768425,201705071910,18940,24146
1830,A1AA24,39659436,201705071640,18783,25619
2064,A71EFA,39679785,201705071700,18838,25681
2014,ICAO-AD2445,39772199,201705072010,18925,24117
2112,A7FED0,39707906,201705071720,18910,25498
1998,3C64EC,39721042,201705071735,18757,25493
1959,C01EF7,39761796,201705071805,18790,25518
2112,A7FED0,39698920,201705071715,18789,25664
2196,ICAO-AAABF6,39770577,201705071945,19857,24251
1903,A35AAE,39713468,201705071725,18687,25573
2168,ICAO-7100C8,39764488,201705071815,19871,24296
2219,C0193B,39732814,201705071750,18784,25647
2135,ABD19E,39657449,201705071635,18810,25421
1795,AA60AF,39711266,201705071725,18781,25516
2231,ADE2B8,39804603,201705080850,18894,25569
1959,C01EF7,39756944,201705071805,18729,25606
2109,ICAO-42426C,39779789,201705072250,19826,24292
2000,A45091,39757615,201705071805,18831,25606
2048,A8913B,39698714,201705071715,18871,25574
1789,ICAO-A6C6C8,39767161,201705071900,18941,24082
2048,A8913B,39704314,201705071720,18922,25467
1978,A4337C,39734557,201705071750,18887,25632
2151,A96BA2,39688711,201705071705,18868,25513
1871,ICAO-4006AC,39778287,201705072225,19729,24258
2210,ABE42C,39676847,201705071655,18675,25510
1995,ICAO-A658DE,39683283,201705071700,19810,24285
2219,C0193B,39731059,201705071750,18791,25594
2208,42423F,39664875,201705071645,18923,25478
2191,ICAO-AB9278,39781392,201705072345,19749,24301
1957,ICAO-A075A3,39765458,201705071830,19816,24209
1945,A84D62,39763211,201705071810,18919,25447
1879,A9B85B,39721916,201705071735,18837,25525
2025,ICAO-47C5CA,39776065,201705072055,19765,24322
2137,ICAO-A0B550,39784757,201705080615,19840,24285
1848,ICAO-A98F6A,39764611,201705071815,18943,24050
1943,A63665,39682741,201705071700,18912,25517
1988,AB1971,39706063,201705071720,18678,25495
1861,A2DCEE,39724535,201705071740,18833,25608
1891,ICAO-ABEC03,39786111,201705080640,19791,24279
2112,A7FED0,39704566,201705071720,18871,25563
2037,A87904,39706991,201705071720,18874,25665
2031,ICAO-A94B0A,39788524,201705080745,19777,24283
1944,AD734A,39722915,201705071740,18876,25603
2033,AA600A,39663565,201705071645,18847,25481
2221,ICAO-A364EA,39732595,201705071750,19760,24285
1975,ICAO-A88E71,39661147,201705071640,19816,24250
2048,A8913B,39697270,201705071715,18880,25598
2033,AA600A,39666876,201705071650,18798,25578
1811,A2F591,39692084,201705071710,18823,25600
1799,A1D10C,39664824,201705071645,18633,25463
1999,ICAO-AA2BC5,39784117,201705080550,19822,24256
2183,A8299A,39678371,201705071700,18778,25666
2173,ICAO-AA8114,39771271,201705071950,18964,24116
1945,A84D62,39758800,201705071805,18857,25551
1948,A98ED9,39708784,201705071720,18837,25450
1966,AA7C64,39716890,201705071730,18888,25636
1964,AB7B02,39667566,201705071650,18873,25524
2145,AA56B6,39712919,201705071725,18952,25592
1966,AA7C64,39717782,201705071730,18899,25608
1959,C01EF7,39762732,201705071810,18807,25493
2220,AACF19,39756292,201705071805,18781,25655
1964,AB7B02,39669724,201705071650,18851,25591
2214,ICAO-A845F4,39792285,201705080845,19701,24285
2151,A96BA2,39693302,201705071710,18827,25599
2211,AD8BED,39738250,201705071755,18915,25669
1808,ICAO-4006AF,39799500,201705080850,19747,24355
1847,A3FF61,39734068,201705071750,18857,25540
1819,A8A3CE,39727480,201705071745,18919,25494
1825,AABD2B,39703231,201705071715,19019,25624
1840,ICAO-A1AA24,39782310,201705080030,19743,24393
1944,AD734A,39724189,201705071740,18906,25536
1851,C06A39,39686599,201705071705,18763,25635
1963,ICAO-AA4195,39780338,201705072315,19744,24288
2031,ICAO-A94B0A,39788367,201705080745,19841,24283
1883,A654CB,39730284,201705071750,18742,25589
2219,C0193B,39730843,201705071750,18792,25588
1959,C01EF7,39763083,201705071810,18817,25480
1894,A0DDFB,39760895,201705071805,18828,25706
1943,A63665,39682964,201705071700,18916,25509
1836,ABF826,39690993,201705071710,18866,25531
2189,ICAO-ACD5AD,39755282,201705071800,19746,24285
2183,A8299A,39671652,201705071655,18849,25550
1935,A3EE1F,39658904,201705071640,18795,25699
2142,A9C5C5,39793188,201705080845,18848,25497
1915,ABF17F,39792819,201705080845,18776,25680
1935,A3EE1F,39658132,201705071635,18805,25670
1944,AD734A,39722943,201705071740,18877,25601
1904,ICAO-A8C4D8,39777322,201705072145,19865,24347
1978,A4337C,39741190,201705071755,18933,25513
1953,ICAO-4BB1C7,39722363,201705071740,19683,24257
2000,A45091,39756131,201705071805,18845,25579
1826,A7ED31,39676215,201705071655,18599,25443
2096,ICAO-AB2AE1,39781964,201705080000,19812,24258
2078,A6F00D,39795120,201705080845,18859,25430
1824,ACCA88,39795043,201705080845,18898,25591
2005,ABA7B0,39665883,201705071645,18860,25571
2208,42423F,39664042,201705071645,18907,25510
2211,AD8BED,39735829,201705071755,18930,25634
1986,A50CB7,39762742,201705071810,18849,25442
2148,ICAO-40655D,39778872,201705072240,19800,24250
2103,AAF183,39687071,201705071705,18881,25583
1966,AA7C64,39720094,201705071730,18933,25517
2220,AACF19,39758805,201705071805,18756,25686
2062,ACBF63,39798536,201705080850,18909,25705
2103,AAF183,39683598,201705071700,18843,25666
1930,ICAO-A19A9D,39769779,201705071935,18988,24155
1943,A63665,39685110,201705071705,18941,25455
1903,A35AAE,39710275,201705071725,18688,25630
1847,A3FF61,39750002,201705071800,18771,25721
1946,A8C802,39672740,201705071655,18958,25492
1894,A0DDFB,39748084,201705071800,18868,25519
1879,A9B85B,39727260,201705071745,18668,25481
1948,A98ED9,39708046,201705071720,18838,25435
2218,ICAO-A6CB48,39706894,201705071720,19756,24294
1943,A63665,39677708,201705071655,18873,25644
1915,ABF17F,39793817,201705080845,18773,25691
2217,AD9712,39696849,201705071715,18888,25723
2222,ICAO-040046,39766435,201705071850,19792,24403
1826,A7ED31,39666625,201705071650,18596,25663
2005,ABA7B0,39667372,201705071650,18883,25528
1842,A6082F,39698336,201705071715,18908,25581
1933,ICAO-406D78,39765617,201705071830,19800,24254
1789,ICAO-A6C6C8,39767037,201705071855,18986,24082
1883,A654CB,39730227,201705071750,18743,25587
1965,AA8B40,39692056,201705071710,18904,25597
2046,AA7E7C,39678395,201705071700,18802,25606
1842,A6082F,39698779,201705071715,18911,25571
2215,ICAO-A491FB,39781824,201705072355,19884,24302
2187,A43EA6,39687833,201705071705,18639,25474
1943,A63665,39684200,201705071705,18930,25478
1855,ICAO-8004DE,39788143,201705080730,19791,24265
2210,ABE42C,39676858,201705071655,18675,25510
1842,A6082F,39696433,201705071710,18897,25619
2184,A262A9,39675222,201705071655,18656,25599
2169,A403F4,39707955,201705071720,19004,25573
2217,AD9712,39712024,201705071725,18887,25453
2118,AA6F46,39714170,201705071725,18879,25519
2000,A45091,39761964,201705071805,18793,25683
1879,A9B85B,39725173,201705071740,18730,25495
1944,AD734A,39724191,201705071740,18906,25536
1811,A2F591,39685665,201705071705,18927,25517
2140,ICAO-06A0F9,39789621,201705080805,19784,24358
2232,A0EFF1,39739171,201705071755,18837,25574
1991,ICAO-AA931D,39719732,201705071730,19829,24284
1811,A2F591,39688027,201705071705,18874,25539
2177,A65527,39712599,201705071725,18661,25453
2103,AAF183,39687606,201705071705,18888,25569
1943,A63665,39683546,201705071700,18923,25492
2226,ACC3B4,39804152,201705080850,18873,25564
1836,ABF826,39698228,201705071715,18797,25513
2145,AA56B6,39710659,201705071725,18969,25537
2160,ICAO-4843F3,39764768,201705071820,19823,24317
1913,ICAO-ABD627,39764542,201705071815,19757,24285
1883,A654CB,39729215,201705071745,18751,25563
1826,A7ED31,39668127,201705071650,18597,25625
2225,ICAO-A98539,39768432,201705071910,19732,24287
1795,AA60AF,39716061,201705071725,18726,25601
2046,AA7E7C,39669372,201705071650,18879,25427
2109,ICAO-42426C,39779765,201705072250,19837,24290
1995,ICAO-A658DE,39683583,201705071700,19802,24285
2165,ICAO-4CC27F,39764241,201705071815,19785,24293
2005,ABA7B0,39661919,201705071640,18781,25690
2021,AA75EF,39723800,201705071740,18725,25491
2083,ICAO-A854D0,39722545,201705071740,19819,24215
2199,A6A7DC,39661996,201705071640,18853,25428
2135,ABD19E,39660137,201705071640,18777,25533
2016,A48681,39691229,201705071710,18974,25522
2217,AD9712,39707631,201705071720,18840,25528
2099,ICAO-A894F2,39786610,201705080655,19825,24285
1805,C20C9,39732421,201705071750,18898,25681
1811,A2F591,39685398,201705071705,18937,25512
1841,ICAO-ACEA99,39663762,201705071645,18971,24063
1971,AB62F8,39792359,201705080845,18872,25538
2223,ICAO-A16EBC,39776389,201705072105,19747,24234
1935,A3EE1F,39659832,201705071640,18781,25737
2005,ABA7B0,39668859,201705071650,18907,25486
2033,AA600A,39667619,201705071650,18789,25595
1948,A98ED9,39716073,201705071725,18795,25597
2033,AA600A,39665636,201705071645,18816,25542
2118,AA6F46,39711756,201705071725,18855,25560
2208,42423F,39662449,201705071645,18880,25568
2178,A85119,39793764,201705080845,18875,25671
1948,A98ED9,39712772,201705071725,18813,25534
1971,AB62F8,39800975,201705080850,18825,25608
1998,3C64EC,39722603,201705071740,18848,25416
1811,A2F591,39686670,201705071705,18904,25529
2107,AB4BA6,39688539,201705071705,18889,25629
2221,ICAO-A364EA,39733253,201705071750,19742,24285
2231,ADE2B8,39805758,201705080850,18890,25580
1830,A1AA24,39657457,201705071635,18822,25543
2073,A38E11,39685402,201705071705,18830,25704
2107,AB4BA6,39687806,201705071705,18884,25645
1882,A836FB,39682773,201705071700,18735,25517
2109,ICAO-42426C,39779892,201705072250,19774,24298
1795,AA60AF,39709304,201705071720,18802,25480
2005,ABA7B0,39667084,201705071650,18880,25534
1811,A2F591,39696970,201705071715,18750,25650
1801,ICAO-C01D7E,39767824,201705071905,19004,23992
1913,ICAO-ABD627,39764517,201705071815,19761,24285
2164,ICAO-ADA5EE,39770593,201705071945,18946,24067
1819,A8A3CE,39728573,201705071745,18901,25523
2184,A262A9,39675641,201705071655,18660,25591
1989,ICAO-A8B760,39771880,201705072000,19791,24332
1946,A8C802,39668976,201705071650,18930,25580
1904,ICAO-A8C4D8,39777279,201705072145,19778,24371
1945,A84D62,39762637,201705071810,18906,25468
1882,A836FB,39685342,201705071705,18713,25465
2078,A6F00D,39795325,201705080845,18858,25432
1847,A3FF61,39732294,201705071750,18879,25494
1925,ICAO-48AE02,39770440,201705071940,19795,24273
1863,ICAO-A6A7DC,39766821,201705071855,19015,24015
2078,A6F00D,39799998,201705080850,18839,25472
1819,A8A3CE,39732069,201705071750,18852,25593
1924,ICAO-A18403,39766773,201705071855,19823,24230
1943,A63665,39673651,201705071655,18849,25727
2208,42423F,39661585,201705071640,18870,25591
1966,AA7C64,39718489,201705071730,18908,25584
2064,A71EFA,39677235,201705071655,18856,25628
2073,A38E11,39683781,201705071705,18830,25704
1859,ICAO-400F63,39778451,201705072230,19820,24334
2146,ICAO-A16EC2,39777664,201705072205,19799,24300
2142,A9C5C5,39797912,201705080850,18828,25535
1945,A84D62,39763161,201705071810,18919,25447
2073,A38E11,39691207,201705071710,18830,25704
1947,ICAO-AE0224,39773549,201705072025,19775,24249
2214,ICAO-A845F4,39792176,201705080845,19752,24285
1882,A836FB,39678698,201705071700,18802,25581
1861,A2DCEE,39724749,201705071740,18842,25604
2142,A9C5C5,39800275,201705080850,18818,25553
2148,ICAO-40655D,39778845,201705072240,19778,24265
1882,A836FB,39681447,201705071700,18759,25539
2103,AAF183,39683039,201705071700,18835,25684
2071,ICAO-4D20B7,39771588,201705071955,19872,24273
1811,A2F591,39684301,201705071705,18956,25502
2037,A87904,39701857,201705071715,18929,25583
1990,ICAO-A2A77B,39787438,201705080720,19791,24239
1830,A1AA24,39660768,201705071640,18760,25663
1815,ICAO-4005C1,39774057,201705072030,19851,24313
2137,ICAO-A0B550,39784663,201705080610,19852,24246
2009,A791C0,39759162,201705071805,18927,25599
1944,AD734A,39723443,201705071740,18889,25574
1983,ICAO-8682DA,39766749,201705071855,18965,24061
2137,ICAO-A0B550,39785019,201705080620,19700,24287
2214,ICAO-A845F4,39791840,201705080840,19833,24284
2199,A6A7DC,39657415,201705071635,18734,25591
1998,3C64EC,39719489,201705071730,18689,25551
1882,A836FB,39679950,201705071700,18786,25565
1948,A98ED9,39717008,201705071730,18785,25633
2184,A262A9,39672928,201705071655,18636,25644
1811,A2F591,39687971,201705071705,18876,25538
2094,345241,39762780,201705071810,18836,25571
2021,AA75EF,39721682,201705071735,18811,25566
2063,ICAO-A923EF,39775172,201705072040,19738,24287
1816,ICAO-A2CA5D,39778068,201705072220,19862,24357
2178,A85119,39795127,201705080845,18882,25650
1796,ICAO-ABA324,39711479,201705071725,18990,24136
2005,ABA7B0,39666024,201705071645,18863,25566
1882,A836FB,39682411,201705071700,18743,25525
1996,ICAO-A4322C,39676712,201705071655,19825,24242
1948,A98ED9,39715807,201705071725,18799,25586
1883,A654CB,39727482,201705071745,18768,25512
2137,ICAO-A0B550,39784903,201705080615,19782,24286
1836,ABF826,39699134,201705071715,18789,25510
2033,AA600A,39664681,201705071645,18828,25518
1959,C01EF7,39760138,201705071805,18763,25557
2046,AA7E7C,39673397,201705071655,18838,25505
1830,A1AA24,39657612,201705071635,18819,25549
1964,AB7B02,39665648,201705071645,18891,25469
2112,A7FED0,39699630,201705071715,18800,25650
2226,ACC3B4,39807616,201705080850,18896,25530
1889,ICAO-AB856C,39769106,201705071925,19756,24276
1813,ICAO-479A4D,39767745,201705071905,19775,24327
1859,ICAO-400F63,39726111,201705071745,19858,24354
2235,ICAO-A3C3E0,39776229,201705072055,19842,24283
1837,ICAO-40058A,39767616,201705071905,19746,24248
2212,A583F5,39656914,201705071635,18598,25638
1898,A9C737,39727271,201705071745,18680,25500
2005,ABA7B0,39662658,201705071645,18794,25673
1810,ICAO-A6FF58,39791130,201705080835,19783,24258
1882,A836FB,39683424,201705071700,18722,25504
2023,ICAO-406C6D,39770098,201705071935,19781,24237
2214,ICAO-A845F4,39791832,201705080840,19835,24284
2142,A9C5C5,39804855,201705080850,18796,25595
2048,A8913B,39694197,201705071710,18917,25653
1882,A836FB,39683892,201705071705,18715,25497
1819,A8A3CE,39731679,201705071750,18858,25584
1988,AB1971,39701928,201705071715,18666,25573
2046,AA7E7C,39671884,201705071655,18852,25478
2208,42423F,39665987,201705071645,18932,25459
1891,ICAO-ABEC03,39786186,201705080640,19738,24281
1865,ICAO-4B1884,39779448,201705072245,19758,24320
1951,ICAO-A124B5,39769728,201705071935,19825,24255
2046,AA7E7C,39669273,201705071650,18880,25426
1993,A2AF7C,39714002,201705071725,18869,25588
2021,AA75EF,39723765,201705071740,18727,25493
2130,ICAO-398904,39771424,201705071950,19759,24325
2000,A45091,39760888,201705071805,18807,25655
2107,AB4BA6,39687373,201705071705,18880,25658
2109,ICAO-42426C,39779840,201705072250,19798,24295
2046,AA7E7C,39680211,201705071700,18789,25644
1986,A50CB7,39762592,201705071810,18851,25440
1948,A98ED9,39717096,201705071730,18785,25635
1927,ICAO-4242F4,39789811,201705080810,19806,24275
2231,ADE2B8,39795019,201705080845,18927,25475
1811,A2F591,39688246,201705071705,18870,25540
2151,A96BA2,39688690,201705071705,18868,25513
2217,AD9712,39701404,201705071715,18902,25626
1847,A3FF61,39734166,201705071750,18856,25541
1861,A2DCEE,39723360,201705071740,18767,25639
2046,AA7E7C,39670550,201705071650,18864,25455
2048,A8913B,39691635,201705071710,18901,25730
2180,A9D86C,39710124,201705071720,18696,25492
2101,ICAO-A86605,39784039,201705080550,19825,24252
1795,AA60AF,39711570,201705071725,18779,25520
2235,ICAO-A3C3E0,39776183,201705072055,19825,24291
2160,ICAO-4843F3,39764928,201705071820,19779,24321
2101,ICAO-A86605,39784075,201705080550,19822,24266
1810,ICAO-A6FF58,39791033,201705080835,19777,24249
2211,AD8BED,39734963,201705071755,18939,25613
1934,ICAO-A33B52,39788292,201705080735,19809,24265
2154,ICAO-AE021C,39776964,201705072135,19753,24300
1909,A12BCD,39728177,201705071745,18977,25512
2094,345241,39763133,201705071810,18825,25579
1959,C01EF7,39755405,201705071805,18711,25632
2145,AA56B6,39707854,201705071720,18979,25485
1861,A2DCEE,39724112,201705071740,18812,25618
2140,ICAO-06A0F9,39789624,201705080805,19784,24359
2183,A8299A,39673269,201705071655,18831,25580
1824,ACCA88,39794343,201705080845,18896,25598
2118,AA6F46,39705510,201705071720,18790,25671
1999,ICAO-AA2BC5,39784441,201705080555,19771,24265
2184,A262A9,39672751,201705071655,18635,25647
2000,A45091,39762564,201705071810,18785,25701
2007,ICAO-4006A8,39776871,201705072130,19737,24238
1968,ICAO-4006C1,39765180,201705071820,19804,24308
2096,ICAO-AB2AE1,39781903,201705080000,19734,24321
2117,ICAO-A0A7D6,39774274,201705072035,19814,24290
2235,ICAO-A3C3E0,39776239,201705072055,19846,24281
2064,A71EFA,39672355,201705071655,18888,25531
1964,AB7B02,39671401,201705071655,18839,25627
2142,A9C5C5,39803462,201705080850,18802,25583
2142,A9C5C5,39793767,201705080845,18846,25501
1879,A9B85B,39722209,201705071735,18827,25522
1795,AA60AF,39716872,201705071730,18708,25624
2217,AD9712,39701812,201705071715,18895,25617
2045,ICAO-AB6800,39788020,201705080730,19758,24275
1943,A63665,39679421,201705071700,18883,25606
1795,AA60AF,39715850,201705071725,18729,25597
2016,A48681,39691455,201705071710,18972,25527
2009,A791C0,39763230,201705071810,18956,25504
2165,ICAO-4CC27F,39764234,201705071815,19785,24293
2235,ICAO-A3C3E0,39776209,201705072055,19833,24287
1811,A2F591,39689012,201705071705,18858,25547
2220,AACF19,39738920,201705071755,18909,25484
1873,ICAO-A4FDDB,39785833,201705080635,19735,24257
1795,AA60AF,39712047,201705071725,18772,25532
1945,A84D62,39759159,201705071805,18860,25545
2091,ICAO-A0F828,39780599,201705072320,19796,24226
2133,ICAO-3440CE,39660068,201705071640,19838,24364
1819,A8A3CE,39727744,201705071745,18915,25501
2220,AACF19,39759164,201705071805,18753,25690
1861,A2DCEE,39725855,201705071745,18889,25583
1978,A4337C,39735307,201705071755,18896,25609
1894,A0DDFB,39754701,201705071800,18863,25597
2218,ICAO-A6CB48,39786906,201705080705,19851,24280
2135,ABD19E,39659405,201705071640,18786,25503
2185,ICAO-A967EB,39785305,201705080630,19825,24272
1947,ICAO-AE0224,39773561,201705072025,19780,24243
2177,A65527,39710501,201705071725,18640,25491
1851,C06A39,39684561,201705071705,18775,25583
2210,ABE42C,39673090,201705071655,18666,25578
2053,E80244,39682923,201705071700,18623,25582
2078,A6F00D,39799642,201705080850,18840,25469
2167,A66E52,39717308,201705071730,18837,25574
2005,ABA7B0,39666034,201705071645,18863,25566
1819,A8A3CE,39732368,201705071750,18845,25602
1811,A2F591,39693619,201705071710,18806,25629
2217,AD9712,39698796,201705071715,18902,25676
1795,AA60AF,39709228,201705071720,18803,25479
2219,C0193B,39727250,201705071745,18807,25482
2167,A66E52,39717221,201705071730,18837,25573
2137,ICAO-A0B550,39785007,201705080620,19738,24286
1916,ICAO-A3612A,39773937,201705072030,19748,24285
2147,A7103C,39795478,201705080845,18843,25650
2108,ICAO-484369,39770356,201705071940,19718,24251
1819,A8A3CE,39736041,201705071755,18788,25681
1935,A3EE1F,39656933,201705071635,18822,25624
2114,ICAO-406B12,39777263,201705072140,19810,24266
1943,A63665,39684477,201705071705,18933,25470
1847,A3FF61,39734669,201705071755,18850,25553
1985,C01766,39672351,201705071655,18560,25587
1944,AD734A,39722537,201705071740,18868,25620
1946,A8C802,39669204,201705071650,18932,25575
2196,ICAO-AAABF6,39771042,201705071950,19811,24284
2186,AD8C4C,39754777,201705071800,18950,25594
2021,AA75EF,39721135,201705071735,18846,25595
1953,ICAO-4BB1C7,39722151,201705071735,19693,24252
1842,A6082F,39703614,201705071720,18942,25466
2184,A262A9,39680515,201705071700,18701,25499
1945,A84D62,39763159,201705071810,18919,25447
1841,ICAO-ACEA99,39660882,201705071640,19080,24067
1841,ICAO-ACEA99,39664062,201705071645,18960,24063
2219,C0193B,39734325,201705071750,18777,25697
2118,AA6F46,39710870,201705071725,18846,25576
2217,AD9712,39705954,201705071720,18853,25558
2028,AD4F72,39805500,201705080850,18969,25495
2005,ABA7B0,39666752,201705071650,18876,25543
2058,AB23B5,39715270,201705071725,18671,25475
2023,ICAO-406C6D,39769690,201705071935,19700,24333
2120,ICAO-ABDCBE,39769965,201705071935,18927,24043
2118,AA6F46,39714190,201705071725,18879,25519
1946,A8C802,39667966,201705071650,18921,25611
2012,ICAO-A24CE0,39713699,201705071725,19052,24066
2226,ACC3B4,39799864,201705080850,18838,25611
1899,ICAO-4BA893,39768028,201705071910,18905,24033
2174,ICAO-4063E7,39772079,201705072005,19748,24234
1824,ACCA88,39794067,201705080845,18895,25601
2048,A8913B,39697160,201705071715,18881,25599
1966,AA7C64,39716549,201705071725,18883,25649
1967,ICAO-A880FF,39765494,201705071830,19811,24279
2081,ICAO-4841AD,39782314,201705080030,19676,24281
1848,ICAO-A98F6A,39774888,201705072035,19749,24286
1978,A4337C,39742790,201705071755,18942,25491
1943,A63665,39684167,201705071705,18930,25478
2024,A33ECC,39798210,201705080850,18970,25482
2046,AA7E7C,39682260,201705071700,18772,25696
1888,ICAO-AC67F2,39766181,201705071845,19809,24245
1916,ICAO-A3612A,39765868,201705071840,19812,24261
1830,A1AA24,39659438,201705071640,18783,25619
2148,ICAO-40655D,39764543,201705071815,19700,24287
1795,AA60AF,39708929,201705071720,18806,25473
1916,ICAO-A3612A,39766043,201705071840,19823,24221
2101,ICAO-A86605,39784076,201705080550,19822,24267
2220,AACF19,39759525,201705071805,18749,25694
1821,ICAO-AA4548,39768622,201705071915,19753,24280
1798,ICAO-AA2BA4,39786467,201705080645,19771,24294
2094,345241,39763338,201705071810,18820,25583
